time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/loss,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/approx_kl
138,65,565248,8642,1000.0,0.10300420224666595,-19.666802829999998,0.0003,0.2849788747727871,0.2,0.0560791015625,1370,-0.002724085800582543,0.99739850172773,-0.9346702992916107,0.0041873665
139,65,569344,8703,1000.0,0.1663140505552292,-20.16417554,0.0003,0.35305284410715104,0.2,0.024853515625,1380,-0.0014261266158428043,0.9951637950725853,-0.926421445608139,0.0040750564
140,65,573440,8765,1000.0,0.30226844549179077,-20.02185989,0.0003,0.6854078322649002,0.2,0.0275634765625,1390,-0.001869068300584331,0.9906378323212266,-0.9449795991182327,0.005235582
141,65,577536,8831,1000.0,0.19916915893554688,-20.837764659999998,0.0003,0.4461426749825478,0.2,0.0383544921875,1400,-0.0038236654945649207,0.9929019096307456,-0.8990628972649575,0.005512719
142,65,581632,8891,1000.0,0.29027774930000305,-20.786416319999997,0.0003,0.713651891052723,0.2,0.0299560546875,1410,-0.0018252868088893593,0.9917850866913795,-0.9088117092847824,0.0045887236
143,65,585728,8953,1000.0,0.4730856716632843,-21.079548300000003,0.0003,1.3813784942030907,0.2,0.0220458984375,1420,0.0010578578338027,0.9684117548167706,-0.8312622025609017,0.0031442973
144,65,589824,9013,1000.0,0.22368746995925903,-20.5983697,0.0003,0.714781267940998,0.2,0.0586181640625,1430,-0.0012751056347042322,0.9861598098650575,-0.8559317231178284,0.010971379
145,65,593920,9079,1000.0,0.14964140951633453,-21.021009980000002,0.0003,0.4686557535082102,0.2,0.0342041015625,1440,-0.002731523150578141,0.9926095949485898,-0.8986418977379799,0.0057515353
146,65,598016,9141,1000.0,0.2009963095188141,-20.767399150000003,0.0003,0.4633664168417454,0.2,0.0429443359375,1450,-0.0023191469255834816,0.9952307483181357,-0.8438831195235252,0.00573192
147,65,602112,9203,1000.0,0.23138047754764557,-21.29348445,0.0003,0.4521577626466751,0.2,0.034765625,1460,-0.001647454296471551,0.9934795438311994,-0.8364773318171501,0.0031116637
