rollout/ep_rew_mean,train/learning_rate,train/n_updates,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/loss,rollout/exploration_rate
-95.54062533,0.0001,28125,112604,343,316,840.74,327,0.44061481952667236,0.05
-95.54181247999999,0.0001,29125,116604,342,320,871.67,340,1.1376287937164307,0.05
-91.94231542,0.0001,30125,120604,342,324,899.67,352,0.39153772592544556,0.05
-91.03338716,0.0001,31125,124604,341,328,921.47,364,0.48045283555984497,0.05
-86.60140823999998,0.0001,32125,128604,340,332,945.26,377,0.41947656869888306,0.05
-87.77740902000001,0.0001,33125,132604,340,336,954.34,389,0.7428498268127441,0.05
-89.16842276999999,0.0001,34125,136604,339,340,970.79,402,0.3796955943107605,0.05
-91.63760419,0.0001,35125,140604,339,344,978.06,414,1.4944047927856445,0.05
-91.42194260000001,0.0001,36125,144604,339,348,978.06,426,0.6758748292922974,0.05
-92.51195972,0.0001,37125,148604,338,352,978.06,438,0.3652966022491455,0.05
-95.32032860999999,0.0001,38125,152604,337,356,985.09,452,0.43162477016448975,0.05
-95.07524204999999,0.0001,39125,156604,337,360,985.09,463,0.873328685760498,0.05
-93.83104064999998,0.0001,40125,160604,336,364,985.09,477,0.5166193246841431,0.05
-93.37855255999999,0.0001,41125,164604,335,368,985.09,490,0.3327328562736511,0.05
-97.6346779,0.0001,42125,168604,334,372,989.33,503,0.5696519613265991,0.05
-99.88279606,0.0001,43125,172604,333,376,994.58,518,0.6695337891578674,0.05
-103.79501576999999,0.0001,44125,176604,333,380,1000.0,530,2.4473772048950195,0.05
-104.95409181000002,0.0001,45125,180604,332,384,1000.0,542,0.7450546622276306,0.05
-105.24686494,0.0001,46125,184604,332,388,1000.0,554,0.5397412776947021,0.05
-105.62173047000002,0.0001,47125,188604,333,392,1000.0,565,0.4500737190246582,0.05
-107.57496247,0.0001,48125,192604,333,396,1000.0,578,0.3951147198677063,0.05
-109.01455642000002,0.0001,49125,196604,332,400,1000.0,590,0.8949106931686401,0.05
-112.15754329,0.0001,50125,200604,332,404,1000.0,603,0.44320955872535706,0.05
-112.89568467000001,0.0001,51125,204604,332,408,1000.0,615,0.4227495789527893,0.05
-112.64740719000001,0.0001,52125,208604,332,412,1000.0,628,0.43048718571662903,0.05
-111.95684411000002,0.0001,53125,212604,332,416,1000.0,639,2.6361305713653564,0.05
-112.57933655999999,0.0001,54125,216604,332,420,1000.0,650,0.43843650817871094,0.05
-113.08406991999999,0.0001,55125,220604,332,424,1000.0,663,0.30399060249328613,0.05
-114.09523511999998,0.0001,56125,224604,332,428,1000.0,676,1.00374436378479,0.05
-116.26112332000001,0.0001,57125,228604,332,432,1000.0,688,0.35501939058303833,0.05
-117.16493516,0.0001,58125,232604,331,436,1000.0,701,0.4717087149620056,0.05
-116.29445145,0.0001,59125,236604,332,440,1000.0,712,0.3638349771499634,0.05
-117.29091213,0.0001,60125,240604,332,444,1000.0,724,0.3768247961997986,0.05
-116.73784574,0.0001,61125,244604,331,448,1000.0,737,0.24390572309494019,0.05
-116.50549389999998,0.0001,62125,248604,332,452,1000.0,748,0.46713167428970337,0.05
-115.39449875999999,0.0001,63125,252604,331,456,1000.0,761,0.5304025411605835,0.05
-114.27977278999998,0.0001,64125,256604,331,460,1000.0,774,0.46027088165283203,0.05
-115.03876598,0.0001,65125,260604,331,464,1000.0,785,0.3876360058784485,0.05
-114.04351329,0.0001,66125,264604,332,468,1000.0,796,0.45317554473876953,0.05
-112.38459546000001,0.0001,67125,268604,332,472,1000.0,808,0.41719210147857666,0.05
-111.44496576,0.0001,68125,272604,332,476,1000.0,821,0.4270234704017639,0.05
-109.46370499000001,0.0001,69125,276604,331,480,1000.0,834,0.3689991533756256,0.05
-109.8793662,0.0001,70071,280388,331,484,997.84,845,0.2877753674983978,0.05
-109.23916018,0.0001,71071,284388,330,488,997.84,859,0.3670617938041687,0.05
-110.88163814999999,0.0001,71977,288010,330,492,994.06,870,0.22765371203422546,0.05
-109.24287413999998,0.0001,72969,291980,330,496,993.76,883,0.36004215478897095,0.05
-108.15903594,0.0001,73936,295846,329,500,992.42,897,0.38498833775520325,0.05
-108.09654149000002,0.0001,74769,299177,329,504,985.73,907,0.4495679438114166,0.05
-103.14235849000002,0.0001,75700,302903,329,508,982.99,920,0.3469589352607727,0.05
-99.47193908999999,0.0001,76653,306715,328,512,981.11,933,1.1311557292938232,0.05
-93.53356108999998,0.0001,77486,310048,328,516,974.44,943,0.37722277641296387,0.05
-91.96336844000001,0.0001,78231,313026,328,520,964.22,953,0.469198614358902,0.05
-89.86908142,0.0001,79231,317026,328,524,964.22,965,0.4205794334411621,0.05
-86.82363679,0.0001,80231,321026,328,528,964.22,978,0.5044353008270264,0.05
-75.13164717000001,0.0001,80710,322941,328,532,943.37,983,0.2994612455368042,0.05
-71.11575218,0.0001,81510,326142,328,536,935.38,993,0.23498350381851196,0.05
-65.44080283999999,0.0001,81817,327370,328,540,907.66,996,0.4814856946468353,0.05
-59.55043698999999,0.0001,82663,330755,328,544,901.51,1007,0.34604817628860474,0.05
-50.194825509999994,0.0001,83234,333040,328,548,884.36,1013,0.2712431252002716,0.05
-47.05352732,0.0001,84129,336617,328,552,880.13,1025,0.27486249804496765,0.05
-38.758654269999994,0.0001,84961,339948,328,556,873.44,1035,0.3337666392326355,0.05
-32.17905808999999,0.0001,85822,343389,327,560,867.85,1047,0.24223458766937256,0.05
-21.84007065999999,0.0001,86678,346815,327,564,862.11,1057,0.3145751953125,0.05
-19.35058209,0.0001,87678,350815,327,568,862.11,1070,0.2724643349647522,0.05
-10.352180419999998,0.0001,88227,353010,327,572,844.06,1077,0.38787341117858887,0.05
-1.7088233399999984,0.0001,89055,356322,327,576,837.18,1087,0.3245987892150879,0.05
6.11677537,0.0001,89818,359373,327,580,827.69,1097,0.40963107347488403,0.05
15.805088000000003,0.0001,90605,362523,327,584,821.35,1108,0.40616124868392944,0.05
22.36017159,0.0001,91105,364523,327,588,801.35,1114,0.3232267498970032,0.05
35.29134191,0.0001,91638,366655,327,592,786.45,1120,0.38099151849746704,0.05
41.237983949999986,0.0001,91978,368014,327,596,760.34,1124,0.21958601474761963,0.05
47.880864039999985,0.0001,92367,369571,327,600,737.25,1128,0.36761295795440674,0.05
55.28102553000001,0.0001,92865,371562,327,604,723.85,1135,0.3416362404823303,0.05
59.05503108999999,0.0001,93267,373172,327,608,702.69,1140,0.2668634057044983,0.05
64.53503687999999,0.0001,93995,376081,327,612,693.66,1149,0.3957381844520569,0.05
69.62989581,0.0001,94628,378616,327,616,685.68,1157,0.278179407119751,0.05
78.70139576,0.0001,95039,380257,327,620,672.31,1162,0.43903928995132446,0.05
86.15043597999998,0.0001,95566,382366,327,624,653.4,1168,0.16236722469329834,0.05
92.2949473,0.0001,96457,385929,326,628,649.03,1180,0.7585663199424744,0.05
92.73505992,0.0001,96870,387583,327,632,646.42,1185,0.3612428903579712,0.05
95.97191826999997,0.0001,97377,389611,326,636,634.69,1191,0.403796523809433,0.05
100.15176511999998,0.0001,97889,391658,327,640,642.88,1197,1.545447587966919,0.05
100.45068747999998,0.0001,98160,392744,327,644,619.89,1199,0.445880651473999,0.05
97.17468623,0.0001,98664,394757,327,648,617.17,1205,0.3148067891597748,0.05
99.38350297999999,0.0001,99050,396303,327,652,596.86,1209,0.34016865491867065,0.05
95.21512415,0.0001,99451,397906,327,656,579.58,1213,0.33649224042892456,0.05
95.22873648999999,0.0001,99905,399721,328,660,563.32,1218,0.5385071635246277,0.05
92.20982517999997,0.0001,100265,401161,328,664,543.46,1221,0.32467538118362427,0.05
94.59362868999999,0.0001,100495,402082,328,668,512.67,1223,0.7299548387527466,0.05
88.87591066000003,0.0001,100738,403055,328,672,500.45,1225,0.3040080666542053,0.05
82.62736654000003,0.0001,100973,403995,328,676,476.73,1228,0.45487597584724426,0.05
85.02328215,0.0001,101374,405597,329,680,462.24,1232,0.41911816596984863,0.05
84.01838182000002,0.0001,101695,406881,329,684,443.58,1235,0.5433754920959473,0.05
87.60825958,0.0001,102089,408459,329,688,439.36,1239,0.23807913064956665,0.05
87.62741071,0.0001,102380,409621,329,692,429.66,1242,0.6198188066482544,0.05
87.83598793000002,0.0001,102842,411470,330,696,434.56,1246,0.3341398239135742,0.05
88.23090341999999,0.0001,103331,413426,330,700,438.55,1252,0.19253072142601013,0.05
