time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/loss,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/policy_gradient_loss,rollout/ep_len_mean,train/clip_range,train/entropy_loss,train/learning_rate,train/clip_fraction,train/n_updates,train/std
176640,345,43,4029,0.007473245362052694,-0.01547748502343893,-56.47448197000001,0.3194730877876282,0.00496272,-0.0019393043592572212,960.92,0.2,-4.246110045909882,0.0001,0.0166015625,3440,0.9965998530387878
177152,346,43,4039,5.800104862451553,1.3024418354034424,-57.09205858,0.16179829835891724,0.0007619881,-0.0010225377744063735,956.43,0.2,-4.246326041221619,0.0001,0.001171875,3450,0.9967379570007324
177664,347,43,4051,97.39625558853149,27.733196258544922,-57.09205858,0.3864861726760864,0.0008694744,-0.0019460879266262054,956.43,0.2,-4.246346819400787,0.0001,0.0021484375,3460,0.9967073798179626
178176,348,43,4063,1.6192470014095306,0.5986934900283813,-57.960069350000005,0.826211228966713,0.00035776407,-0.0011569401947781443,954.52,0.2,-4.246213281154633,0.0001,0.0,3470,0.996633768081665
178688,349,43,4074,92.6722599029541,30.923961639404297,-57.960069350000005,0.4111939072608948,0.00027438405,-0.0008592599187977612,954.52,0.2,-4.246036183834076,0.0001,0.0,3480,0.9966206550598145
179200,350,43,4085,3.4480767786502837,1.1868338584899902,-57.66257052000001,0.6957482695579529,6.156927e-05,-0.0002330362447537482,954.52,0.2,-4.246270215511322,0.0001,0.0,3490,0.9967799186706543
179712,351,43,4095,4.646048569679261,1.4783471822738647,-57.66257052000001,0.7088349163532257,0.00077509356,-0.002537964063230902,954.52,0.2,-4.246762442588806,0.0001,0.001171875,3500,0.996918797492981
180224,352,43,4106,2.637277361750603,0.3273293673992157,-57.527359830000016,-1.6516509056091309,0.0014368921,-0.0019473634893074632,947.42,0.2,-4.247035443782806,0.0001,0.000390625,3510,0.9969476461410522
180736,353,43,4116,98.82238428592682,7.374856948852539,-57.527359830000016,0.5205958187580109,0.0006165238,-0.0015671384055167437,947.42,0.2,-4.247073984146118,0.0001,0.0,3520,0.9969384074211121
181248,354,43,4127,0.0227997875015717,-0.009277557954192162,-57.47213664,-0.28301918506622314,0.009797691,-0.0026649163803085683,947.42,0.2,-4.247332370281219,0.0001,0.044140625,3530,0.997118353843689
181760,355,43,4138,1.6836857602000237,0.36841580271720886,-57.47213664,0.8418011367321014,0.0014105764,-0.0015868807677179575,947.42,0.2,-4.24737914800644,0.0001,0.0005859375,3540,0.9969353675842285
182272,356,43,4151,0.5752894658595323,0.19052276015281677,-57.1002605,-0.4419976472854614,0.0012833213,-0.0012424618122167884,947.42,0.2,-4.246324956417084,0.0001,0.0,3550,0.9964837431907654
182784,357,43,4161,1.0115481421351433,0.2239917367696762,-57.1002605,0.8862595707178116,0.00031924015,-0.00048414249904453753,947.42,0.2,-4.245646500587464,0.0001,0.0,3560,0.9965543746948242
183296,358,43,4171,5.0473884582519535,1.0509109497070312,-56.93452281,0.4605163335800171,0.0011474813,-0.004216754867229611,947.42,0.2,-4.246105659008026,0.0001,0.0029296875,3570,0.9967057704925537
183808,359,43,4182,2.138582427799702,0.8132303953170776,-56.93452281,0.7165802121162415,0.0005584031,-0.0018752381089143454,947.42,0.2,-4.246432137489319,0.0001,0.0033203125,3580,0.9967430830001831
184320,360,43,4192,4.377973979711532,1.3112092018127441,-56.55657284,0.5514115691184998,8.195627e-05,-0.0002810372621752322,947.42,0.2,-4.24636173248291,0.0001,0.0,3590,0.9966918230056763
184832,361,43,4203,1.462234804034233,0.6470696926116943,-56.55657284,0.9142602980136871,0.001961975,-0.0030609064968302848,947.42,0.2,-4.246479153633118,0.0001,0.000390625,3600,0.996849536895752
185344,362,43,4214,0.12880354606313632,0.035195861011743546,-57.030958369999986,0.8442734330892563,0.01451486,-0.0068557597376639025,947.42,0.2,-4.246362423896789,0.0001,0.0939453125,3610,0.9965643882751465
185856,363,43,4225,1.7075759023427963,0.5385275483131409,-57.030958369999986,0.9012237712740898,0.00040316815,-0.0005858974531292915,947.42,0.2,-4.245610976219178,0.0001,0.0,3620,0.9963971972465515
186368,364,43,4236,5.3083276629447935,1.4650542736053467,-57.379401699999995,0.8011071234941483,4.2825355e-05,-5.6433561258018014e-05,947.42,0.2,-4.245169150829315,0.0001,0.0,3630,0.9962965846061707
186880,365,43,4247,1.791992437839508,0.628879964351654,-57.379401699999995,0.7178342938423157,7.272279e-05,-0.00027970738010481,947.42,0.2,-4.245006012916565,0.0001,0.0,3640,0.996296763420105
187392,366,43,4258,3.428095057606697,1.092581868171692,-57.53384338,0.6020031273365021,0.00035815942,-0.0017131675500422715,947.42,0.2,-4.245096647739411,0.0001,0.0,3650,0.9963345527648926
187904,367,44,4269,1.5479933470487595,0.5706649422645569,-57.53384338,0.9147604629397392,0.0006779246,-0.0016634524101391435,947.42,0.2,-4.245417475700378,0.0001,0.0,3660,0.9965800046920776
188416,368,44,4281,0.006156056440522662,0.00789535604417324,-57.72380905,-0.2991234064102173,0.00628679,-0.004187048552557826,947.42,0.2,-4.245146417617798,0.0001,0.05703125,3670,0.9959506988525391
188928,369,44,4291,0.47504506781697275,0.06386128067970276,-58.33241215,0.7440453767776489,0.0029021292,-0.0018947689910419284,943.03,0.2,-4.2436598777771,0.0001,0.0021484375,3680,0.9957236647605896
189440,370,44,4303,94.23231534957885,56.659114837646484,-58.33241215,0.45843881368637085,0.001213926,-0.005231261812150478,943.03,0.2,-4.243414759635925,0.0001,0.009375,3690,0.9957579970359802
189952,371,44,4315,1.6182695642113685,0.2913728654384613,-58.277426129999995,0.7716592252254486,8.185743e-06,8.909264579415321e-06,943.03,0.2,-4.24353107213974,0.0001,0.0,3700,0.9957088828086853
190464,372,44,4328,2.4376242995262145,0.8964884877204895,-58.277426129999995,0.8912915363907814,0.00030989165,-0.0015543284360319376,943.03,0.2,-4.243478715419769,0.0001,0.0,3710,0.995803952217102
190976,373,44,4339,2.1443483352661135,0.9820225238800049,-57.50145161999999,0.7451860308647156,0.00023403147,-0.00047364977654069663,943.03,0.2,-4.243788039684295,0.0001,0.0,3720,0.9958643913269043
191488,374,44,4350,0.9913584470748902,1.4134430885314941,-57.50145161999999,0.9435116201639175,0.0018167831,-0.002702581440098584,943.03,0.2,-4.244179010391235,0.0001,0.0,3730,0.9960843920707703
192000,375,44,4360,0.4709853433072567,0.2174084186553955,-57.45065152,0.9795373398810625,0.00013499078,-0.00021578489104285837,943.03,0.2,-4.244515109062195,0.0001,0.0,3740,0.9960730075836182
192512,376,44,4372,1.4418929025530816,0.5752871632575989,-57.45065152,0.8102093636989594,0.00022961479,-0.0003550261724740267,943.03,0.2,-4.244298946857453,0.0001,0.0,3750,0.9959208369255066
193024,377,44,4382,1.4924584001302719,0.3078022003173828,-57.49869291,0.38197243213653564,0.00015173119,-0.00031907074153423307,943.03,0.2,-4.244079113006592,0.0001,0.0,3760,0.9959725141525269
193536,378,44,4393,0.883419020473957,0.32366493344306946,-57.49869291,0.8474601060152054,0.0007099473,-0.001264333468861878,943.03,0.2,-4.2440654873847965,0.0001,0.0,3770,0.9957596659660339
194048,379,44,4403,0.0038079881567682607,-0.0022869505919516087,-56.93063564,-1.401911973953247,0.0061575584,-0.004367486375849694,945.71,0.2,-4.240566992759705,0.0001,0.0474609375,3780,0.992790937423706
194560,380,44,4412,1.2679348222911357,0.3804359436035156,-57.56388421,0.8908228129148483,0.0010648299,-0.0018648886238224805,941.21,0.2,-4.2323538064956665,0.0001,0.0,3790,0.9919068813323975
195072,381,44,4422,98.24680252075196,14.895343780517578,-58.29660638,0.4152504801750183,0.003153435,-0.005591779202222824,940.23,0.2,-4.23179327249527,0.0001,0.021484375,3800,0.9919084310531616
195584,382,44,4435,91.05956139564515,56.236209869384766,-58.39339681999999,0.4913516044616699,0.0025152261,-0.002023155288770795,933.27,0.2,-4.2317328453063965,0.0001,0.015625,3810,0.9918222427368164
196096,383,44,4445,89.02401852607727,35.82675552368164,-58.39339681999999,0.5917406380176544,0.004621208,-0.0034650999121367933,933.27,0.2,-4.231638133525848,0.0001,0.0640625,3820,0.9918993711471558
196608,384,44,4456,1.2238429635763168,1.0135513544082642,-58.11343938,-1.0327885150909424,0.0023457604,-0.003476424398832023,933.27,0.2,-4.231843781471253,0.0001,0.00546875,3830,0.9919070601463318
197120,385,44,4465,2.7525199204683304,0.7444295287132263,-58.11343938,0.5807403326034546,2.4490175e-05,6.55625481158495e-06,933.27,0.2,-4.231730258464813,0.0001,0.0,3840,0.9918367266654968
197632,386,44,4476,0.04751877896487713,0.020505370572209358,-58.48583836999999,-0.5087686777114868,0.007102714,-0.003588286694139242,933.27,0.2,-4.231716334819794,0.0001,0.0361328125,3850,0.9918313026428223
198144,387,44,4485,2.0757075607776643,0.8397589921951294,-59.03012362,0.9432019591331482,0.0014229048,-0.0014369327458553017,931.4,0.2,-4.2316080093383786,0.0001,0.0001953125,3860,0.9918545484542847
198656,388,44,4496,85.03441863059997,63.5367546081543,-59.03012362,0.5047639012336731,0.0023791478,-0.004113399190828204,931.4,0.2,-4.231711971759796,0.0001,0.016015625,3870,0.9918904304504395
199168,389,44,4507,2.8292357325553894,1.3343133926391602,-59.51252377,0.9298194944858551,9.2870905e-05,-0.0002207778044976294,931.4,0.2,-4.231565856933594,0.0001,0.0,3880,0.9917235374450684
199680,390,44,4519,0.27353357560932634,0.1145649403333664,-59.51252377,0.9627385772764683,0.0027433299,-0.003949172887951135,931.4,0.2,-4.229232752323151,0.0001,0.0013671875,3890,0.9902216196060181
200192,391,44,4530,5.90746238231659,2.0978505611419678,-59.36100861,0.8066092133522034,8.765736e-05,0.00015995270805433393,931.4,0.2,-4.225799477100372,0.0001,0.0,3900,0.9898557662963867
200704,392,44,4539,1.855616469681263,0.5326035618782043,-59.36100861,0.9353303462266922,0.00012920948,-0.000334408157505095,931.4,0.2,-4.225543856620789,0.0001,0.0,3910,0.9898630976676941
201216,393,44,4551,1.6620992809534072,0.3349308669567108,-59.233274869999995,0.9386716559529305,0.00018627243,-0.00037304712459445,931.4,0.2,-4.225574171543121,0.0001,0.0,3920,0.9898785352706909
201728,394,44,4562,2.7886215418577196,0.9317052364349365,-59.233274869999995,0.9318268671631813,5.8712554e-05,-0.0004050956573337317,931.4,0.2,-4.225630629062652,0.0001,0.0,3930,0.9898953437805176
202240,395,44,4574,0.776663938909769,0.18029189109802246,-59.78558604999999,0.23950117826461792,0.00473711,-0.0058603407582268115,928.27,0.2,-4.225241506099701,0.0001,0.0099609375,3940,0.9895186424255371
202752,396,44,4584,86.52195892333984,56.99129104614258,-59.78558604999999,0.5471777021884918,0.00036703888,0.00030284250387921927,928.27,0.2,-4.224149203300476,0.0001,0.0048828125,3950,0.9893407821655273
203264,397,44,4593,0.040408352529630064,0.012159488163888454,-59.691236120000006,0.08948957920074463,0.0032610619,-0.0006283221999183297,928.27,0.2,-4.22570526599884,0.0001,0.003515625,3960,0.9910115599632263
203776,398,44,4604,1.759408301115036,1.2467039823532104,-60.706952349999995,0.5120415091514587,3.7384103e-05,7.146019488573075e-05,926.85,0.2,-4.230289316177368,0.0001,0.0,3970,0.9914814829826355
204288,399,44,4615,94.34164810180664,46.45737838745117,-60.706952349999995,0.46401721239089966,0.00042217982,-0.001783280388917774,926.85,0.2,-4.230665397644043,0.0001,0.0,3980,0.991471529006958
204800,400,44,4625,2.1115667670965195,1.0075184106826782,-60.18190556,0.6229621171951294,0.0007461114,-0.002236443723086268,926.85,0.2,-4.230451357364655,0.0001,0.0,3990,0.9913181066513062
205312,401,44,4635,2.336209347844124,0.6901438236236572,-60.18190556,0.918752022087574,2.3335335e-05,0.00024779721861705183,926.85,0.2,-4.230090594291687,0.0001,0.0,4000,0.9913023710250854
205824,402,44,4649,0.23515667598694562,0.09410211443901062,-60.00529833,0.6213725209236145,0.010722295,-0.00779711410868913,926.85,0.2,-4.2295957684516905,0.0001,0.0623046875,4010,0.9908941984176636
206336,403,44,4659,1.0065829634666443,0.4726713001728058,-60.00529833,0.8178190737962723,0.0013283341,-0.0019343795720487833,926.85,0.2,-4.228927135467529,0.0001,0.0,4020,0.9909782409667969
206848,404,44,4670,0.41335231997072697,0.1246052160859108,-59.964533140000015,-0.9148247241973877,0.00399423,-0.004108390910550952,926.85,0.2,-4.228299188613891,0.0001,0.00390625,4030,0.9903566837310791
207360,405,44,4680,1.4996231824159623,0.5645812153816223,-59.964533140000015,0.792787030339241,0.00038469245,-0.00042525415774434804,926.85,0.2,-4.226968574523926,0.0001,0.0,4040,0.9902073740959167
207872,406,44,4690,0.2935313114896417,0.08419335633516312,-59.821950539999996,0.9324418976902962,0.008171601,-0.005301986075937748,926.85,0.2,-4.228647613525391,0.0001,0.0576171875,4050,0.9915432333946228
208384,407,44,4700,2.7069858998060226,0.7317372560501099,-59.821950539999996,0.7813391387462616,0.0002654367,0.0009386295219883323,926.85,0.2,-4.231621086597443,0.0001,0.0013671875,4060,0.9918228983879089
208896,408,44,4711,0.00337819016094727,-0.005249581765383482,-59.698401909999994,-0.004436612129211426,0.0034857243,-0.00039072581566870215,926.85,0.2,-4.22721928358078,0.0001,0.0275390625,4070,0.9880998134613037
209408,409,44,4723,0.5328074503690005,0.41509827971458435,-59.698401909999994,0.8431530594825745,0.0009529983,-0.00078096236102283,926.85,0.2,-4.217792284488678,0.0001,0.000390625,4080,0.9869696497917175
209920,410,44,4732,0.022936988016590477,0.002648148685693741,-59.65348464999998,-4.289298057556152,0.0111660585,-0.004568437905982136,926.85,0.2,-4.213775908946991,0.0001,0.133203125,4090,0.9844841957092285
210432,411,44,4743,1.2626462310552597,0.13144318759441376,-59.65348464999998,0.2994779944419861,0.0017959045,-0.002610528119839728,926.85,0.2,-4.207676601409912,0.0001,0.0001953125,4100,0.9838236570358276
210944,412,44,4754,0.7719278004020452,0.16399309039115906,-58.87435229999999,0.2383928894996643,0.00019096804,-0.000428203446790576,926.85,0.2,-4.206992101669312,0.0001,0.0,4110,0.9836528301239014
211456,413,44,4763,6.9595522582530975,2.626568555831909,-58.87435229999999,0.7762450128793716,8.3933235e-05,-0.0003221972263418138,926.85,0.2,-4.206546187400818,0.0001,0.0,4120,0.9835540652275085
211968,414,44,4773,0.3079348772764206,0.07036294043064117,-58.88579768999999,0.14996099472045898,0.004125707,-0.004847968742251396,926.85,0.2,-4.205310297012329,0.0001,0.0373046875,4130,0.9821654558181763
212480,415,44,4784,2.0757814332842828,0.5880454182624817,-58.88579768999999,0.321200966835022,0.00027285866,-0.001393119478598237,926.85,0.2,-4.200335311889648,0.0001,0.0,4140,0.9813260436058044
212992,416,44,4795,0.0020252042617357803,-0.016161445528268814,-58.80127144,-0.7751872539520264,0.013576102,-0.008704078686423599,926.85,0.2,-4.198074150085449,0.0001,0.15546875,4150,0.9798683524131775
213504,417,44,4805,1.0700182285159827,0.21533264219760895,-58.80127144,-0.1355060338973999,0.0010559629,-0.0010603394010104239,926.85,0.2,-4.194115066528321,0.0001,0.0,4160,0.9794079065322876
214016,418,44,4817,2.48231228441,0.4764867424964905,-58.50285247,0.5982578098773956,0.00014709355,-9.94816655293107e-05,926.85,0.2,-4.1938849568367,0.0001,0.0,4170,0.9794378280639648
214528,419,44,4829,1.5566822320222855,0.6084109544754028,-58.50285247,0.7025970220565796,0.00015915267,-0.00047157392837107184,926.85,0.2,-4.194144344329834,0.0001,0.0,4180,0.9795867204666138
215040,420,44,4838,0.8921136954799295,0.04005657508969307,-58.7677458,0.6118511259555817,0.00013941538,-0.0005110278259962797,926.85,0.2,-4.19451675415039,0.0001,0.0,4190,0.9796462059020996
215552,421,44,4850,0.5736703757196665,0.13065709173679352,-58.7677458,0.7025059759616852,0.0016115233,-0.002567507768981159,926.85,0.2,-4.194565224647522,0.0001,0.0,4200,0.9796241521835327
216064,422,44,4864,0.6192198194563389,0.08677186071872711,-58.804455739999995,0.8951719477772713,0.00086461345,-0.0014111760072410106,926.85,0.2,-4.194560372829438,0.0001,0.0,4210,0.9796804189682007
216576,423,44,4876,1.2257146686315536,0.28037142753601074,-58.804455739999995,0.9279117658734322,0.0001661448,-0.00048162711318582295,926.85,0.2,-4.19469245672226,0.0001,0.0,4220,0.9796708822250366
217088,424,44,4887,2.8953092813491823,1.1062153577804565,-58.70531747999999,0.8161844611167908,0.00020637398,-0.001113606127910316,926.85,0.2,-4.19463232755661,0.0001,0.0,4230,0.9796578884124756
217600,425,44,4898,4.5970437914133075,4.151673793792725,-58.70531747999999,0.7599981725215912,3.2015378e-06,4.514120519161224e-07,926.85,0.2,-4.194593560695648,0.0001,0.0,4240,0.9796440601348877
218112,426,44,4910,1.2865953341126442,0.21667395532131195,-59.17734661,0.32634079456329346,0.00059021777,-0.0012927032657898962,926.85,0.2,-4.194460415840149,0.0001,0.0,4250,0.9795702695846558
218624,427,44,4922,0.5693951498717069,0.14079532027244568,-59.17734661,0.6056783199310303,0.0007473512,-0.0015427326085045933,926.85,0.2,-4.194158828258514,0.0001,0.0,4260,0.9793829917907715
219136,428,44,4934,0.019038920802995563,0.0003321780823171139,-59.37827836,0.06505489349365234,0.006681515,-0.001884299051016569,926.85,0.2,-4.1954185485839846,0.0001,0.0267578125,4270,0.9807301759719849
219648,429,44,4944,0.8466234549880027,0.23285089433193207,-59.37827836,0.6571328341960907,0.00056183,0.0014527938328683376,926.85,0.2,-4.199190986156464,0.0001,0.0,4280,0.9812889099121094
220160,430,44,4954,0.4858108848333359,0.3429037034511566,-59.72470729,0.7899657636880875,0.00062329636,-0.0019250436685979365,919.36,0.2,-4.199198389053345,0.0001,0.0,4290,0.980960488319397
220672,431,44,4965,83.66703572273255,33.398597717285156,-59.72470729,0.5461395978927612,0.0010117826,-0.005449955305084586,919.36,0.2,-4.198527407646179,0.0001,0.0037109375,4300,0.9809154868125916
221184,432,44,4978,0.0003389356536899868,-0.004398616962134838,-60.16173737000001,0.45049548149108887,0.006592467,-0.00590644848998636,919.36,0.2,-4.195071530342102,0.0001,0.10078125,4310,0.9776138067245483
221696,433,44,4988,0.3692755330353975,0.1034107506275177,-60.16173737000001,0.8207185119390488,0.0070386156,-0.007307887496426702,919.36,0.2,-4.186037933826446,0.0001,0.0267578125,4320,0.9766297340393066
222208,434,44,4998,0.0012225973354361487,0.0019076092867180705,-60.37669692,-16.57908821105957,0.0011959577,-0.00027452949434518813,919.36,0.2,-4.187279176712036,0.0001,0.0,4330,0.978350043296814
222720,435,44,5010,6.478290039300918,2.6638710498809814,-60.37669692,0.786105215549469,4.512118e-05,0.0007845577201806009,919.36,0.2,-4.191632497310638,0.0001,0.0,4340,0.9788384437561035
223232,436,44,5021,1.484005969762802,0.5689064860343933,-59.99831026000001,-0.05889606475830078,5.172589e-05,-0.00018811754416674374,919.36,0.2,-4.191996538639069,0.0001,0.0,4350,0.9788300395011902
223744,437,44,5033,2.1144100189208985,0.6859535574913025,-60.78290128,0.7523756325244904,4.7719805e-06,-1.3244664296507836e-05,913.7,0.2,-4.191910898685455,0.0001,0.0,4360,0.9787921905517578
224256,438,44,5045,79.47835364341736,17.962888717651367,-60.78290128,0.6498948335647583,0.0002849449,-0.004049457237124443,913.7,0.2,-4.191984844207764,0.0001,0.0,4370,0.9789241552352905
224768,439,44,5056,0.7563217580318451,0.2596924602985382,-61.25113672,0.8221090137958527,0.000114136375,-0.00047503996174782517,913.7,0.2,-4.192256343364716,0.0001,0.0,4380,0.978909432888031
225280,440,44,5067,0.5831864319741726,0.35608065128326416,-61.25113672,0.9398126341402531,0.0010097577,-0.0009130513062700629,913.7,0.2,-4.1920600771903995,0.0001,0.0,4390,0.9787783622741699
225792,441,44,5078,0.2285831870511174,0.03076757863163948,-61.31234031000001,0.8927092924714088,0.00094935694,-0.00021092535462230444,913.7,0.2,-4.190458762645721,0.0001,0.0,4400,0.9775270223617554
226304,442,44,5089,1.9376687973737716,0.2363150268793106,-61.31234031000001,0.6328305304050446,0.0020703627,-0.0020903486642055214,913.7,0.2,-4.187012004852295,0.0001,0.0021484375,4410,0.9771813154220581
226816,443,44,5099,0.2901458777487278,0.1085963025689125,-61.321661710000015,0.6558220982551575,0.002109218,-0.0016809698892757297,913.7,0.2,-4.187039399147034,0.0001,0.0009765625,4420,0.9772011637687683
227328,444,44,5110,0.7310950726270675,0.2100733369588852,-61.321661710000015,0.8540183752775192,0.00047747872,-0.0007282169186510146,913.7,0.2,-4.187324500083923,0.0001,0.0,4430,0.9774445295333862
227840,445,44,5120,0.003119571799470577,-0.008913198485970497,-60.91514177000001,-6.260666370391846,0.009520699,-0.0016348936362192035,918.47,0.2,-4.188778400421143,0.0001,0.030078125,4440,0.9781507849693298
228352,446,44,5130,0.42577785309404137,0.16947439312934875,-60.91514177000001,0.47753846645355225,0.0022024252,-0.0031015275162644684,918.47,0.2,-4.19041063785553,0.0001,0.0005859375,4450,0.9784073233604431
228864,447,44,5141,0.0009253967014956288,-0.004625383298844099,-61.05487330000001,0.8232411444187164,0.0022981714,-0.0010809076833538712,921.46,0.2,-4.192036235332489,0.0001,0.02578125,4460,0.9793415069580078
229376,448,44,5153,0.5196551010012627,0.23269915580749512,-61.25854002000001,0.6209264397621155,0.0015436381,-0.0012785056373104454,928.16,0.2,-4.193893444538117,0.0001,0.0001953125,4470,0.9794406294822693
229888,449,44,5164,0.08193980630021543,-0.004043377935886383,-61.25854002000001,0.019756555557250977,0.0019046041,-0.002759101358242333,928.16,0.2,-4.193695223331451,0.0001,0.0,4480,0.979112982749939
230400,450,44,5173,1.4708801791071893,0.3745303153991699,-61.39284438000001,0.22895818948745728,0.0015042506,-0.0031160542741417883,928.16,0.2,-4.192198467254639,0.0001,0.0,4490,0.9788181781768799
230912,451,44,5185,0.5990159496665001,0.17972193658351898,-61.39284438000001,0.7162289023399353,0.00026061118,-0.0007846678141504526,928.16,0.2,-4.191886568069458,0.0001,0.0,4500,0.9787079691886902
231424,452,44,5196,1.3655115827918052,0.885285496711731,-61.47251471000001,0.7487668097019196,3.1977543e-05,-0.00010979652870446444,928.16,0.2,-4.1915598750114444,0.0001,0.0,4510,0.978653073310852
231936,453,44,5208,0.623039773479104,0.15810959041118622,-61.47251471000001,0.9077887833118439,0.000109883025,-0.0005511466413736343,928.16,0.2,-4.191412031650543,0.0001,0.0,4520,0.9786123037338257
232448,454,44,5219,0.21842251629568638,0.1155177503824234,-61.49779184000001,0.9617554694414139,0.00042767497,-0.0004038288141600788,932.35,0.2,-4.191541469097137,0.0001,0.0,4530,0.978774905204773
232960,455,44,5229,1.4608181901276112,0.5383700132369995,-61.49779184000001,0.7707338035106659,0.0002259413,-0.00013029046822339297,932.35,0.2,-4.192038559913636,0.0001,0.0,4540,0.9788410067558289
233472,456,44,5240,0.18951378632336854,0.06221967190504074,-61.623522210000004,0.9088743478059769,3.8273633e-05,-0.00022838016739115118,932.35,0.2,-4.1918247699737545,0.0001,0.0,4550,0.9786520004272461
233984,457,44,5251,1.4377493932843208,0.51247638463974,-61.623522210000004,0.8556417375802994,4.548405e-05,-0.0007030944339931011,932.35,0.2,-4.191121506690979,0.0001,0.0,4560,0.9784328937530518
234496,458,44,5262,0.558715982362628,0.2592759132385254,-62.37076637999999,0.8575195968151093,0.0001347157,-0.0006519361631944776,932.35,0.2,-4.19083685874939,0.0001,0.0,4570,0.9784843325614929
235008,459,44,5273,2.5459267407655717,0.9561322927474976,-62.37076637999999,0.7589260041713715,1.0261196e-05,-3.816932439804077e-06,932.35,0.2,-4.191080248355865,0.0001,0.0,4580,0.9785418510437012
235520,460,44,5284,1.270365571975708,0.44900086522102356,-63.05848369,0.9148400127887726,1.5665428e-05,-7.5994007056579e-05,932.35,0.2,-4.191183507442474,0.0001,0.0,4590,0.9785788059234619
236032,461,44,5296,1.2354286685585976,0.48532071709632874,-63.05848369,0.8030256479978561,0.00015560084,-0.0009501441149041056,932.35,0.2,-4.191260862350464,0.0001,0.0,4600,0.9785515666007996
236544,462,44,5308,0.6245820641517639,0.7145571708679199,-64.02618014000001,0.7044510543346405,0.00016256503,-0.0005289936903864145,932.35,0.2,-4.190879452228546,0.0001,0.0,4610,0.9783679842948914
237056,463,44,5317,0.9502256259322166,0.2721825838088989,-64.02618014000001,0.9185594767332077,0.00010340731,-0.0003102724906057119,932.35,0.2,-4.190573847293853,0.0001,0.0,4620,0.9783530235290527
237568,464,44,5328,0.5724247772246599,0.11195950955152512,-63.34656417,0.5515323877334595,0.0006036316,-0.0012051779543980957,934.07,0.2,-4.190560066699982,0.0001,0.0,4630,0.9783346056938171
238080,465,44,5339,0.5394089769572019,0.1425100862979889,-63.34656417,0.8131192624568939,0.00061255635,-0.0006816987413913011,934.07,0.2,-4.191096067428589,0.0001,0.0,4640,0.9790074229240417
238592,466,44,5351,0.9969134025275708,0.13370825350284576,-62.28311267,0.4717673659324646,0.00013006269,-9.255576878786087e-06,934.78,0.2,-4.192842757701873,0.0001,0.0,4650,0.978966236114502
239104,467,44,5362,1.3155820481479168,0.21752521395683289,-62.28311267,0.8235656172037125,6.9546746e-05,-4.132580943405628e-05,934.78,0.2,-4.192010235786438,0.0001,0.0,4660,0.9788026213645935
239616,468,44,5373,1.272215749695897,0.4530305862426758,-62.57865309999999,0.7035177648067474,5.678588e-05,-0.0002848229371011257,934.78,0.2,-4.191955626010895,0.0001,0.0,4670,0.978814959526062
240128,469,44,5386,0.32057853769510986,0.0882936343550682,-62.57865309999999,0.939751785248518,0.0005681907,-0.0006697658100165427,934.78,0.2,-4.1913715362548825,0.0001,0.0,4680,0.978225588798523
240640,470,44,5396,0.03881639526225626,-0.002160634845495224,-62.72547848999999,0.16965103149414062,0.004672029,-0.0011201180983334779,934.78,0.2,-4.188107359409332,0.0001,0.0126953125,4690,0.9766942262649536
241152,471,44,5408,0.8121924191713333,0.40734314918518066,-62.72547848999999,0.9204782396554947,0.00030308974,-0.0005611877306364477,934.78,0.2,-4.184353518486023,0.0001,0.0,4700,0.9762500524520874
241664,472,44,5419,1.2877546012401582,0.6091391444206238,-63.27414357,0.8704102039337158,2.1726242e-05,-0.00018157125450670719,934.78,0.2,-4.18389493227005,0.0001,0.0,4710,0.9761712551116943
242176,473,44,5432,0.9385663218796253,0.3355109989643097,-63.27414357,0.8787375688552856,0.00019962399,-0.0006840024725534022,934.78,0.2,-4.18363538980484,0.0001,0.0,4720,0.9760065078735352
242688,474,44,5443,0.29974678680300715,0.18929338455200195,-64.1199153,0.49755579233169556,0.00036118145,-0.00032893128227442505,934.78,0.2,-4.182940602302551,0.0001,0.0,4730,0.9757813811302185
243200,475,44,5453,1.1140134170651437,0.7990288138389587,-64.1199153,0.7085469365119934,0.00032759306,-0.0009291639318689704,934.78,0.2,-4.182592344284058,0.0001,0.0,4740,0.9758245348930359
243712,476,44,5466,0.006417666003108025,-0.01593831554055214,-64.7501924,-3.201323986053467,0.012784094,-0.002747485530562699,934.78,0.2,-4.184914636611938,0.0001,0.086328125,4750,0.9777962565422058
244224,477,44,5476,0.5378424720838666,0.11212135851383209,-64.7501924,0.25688570737838745,0.003522858,-0.0013871465343981981,934.78,0.2,-4.190450406074524,0.0001,0.0046875,4760,0.9786080718040466
244736,478,44,5488,1.26768808811903,0.3498145639896393,-65.01000101000001,0.32091331481933594,0.0007605053,-0.000969951436854899,934.78,0.2,-4.191312491893768,0.0001,0.0,4770,0.9788214564323425
245248,479,44,5499,0.7959885634481907,0.2916226089000702,-65.01000101000001,0.8595336377620697,0.0002832947,-0.00037563128862529995,934.78,0.2,-4.191932260990143,0.0001,0.0,4780,0.9790172576904297
245760,480,44,5509,0.12616873160004616,0.04757543280720711,-66.16515781,-0.3518882989883423,0.002828897,-0.0018762311665341258,934.78,0.2,-4.1934504270553585,0.0001,0.0009765625,4790,0.9798381328582764
