train/learning_rate,time/episodes,time/fps,rollout/ep_len_mean,train/loss,time/total_timesteps,train/n_updates,rollout/exploration_rate,rollout/ep_rew_mean,time/time_elapsed
0.0001,1268,722,189.94,0.9052047729492188,188055,46988,0.05,-136.18553962000001,260
0.0001,1272,722,191.16,0.35224759578704834,188914,47203,0.05,-137.04830919,261
0.0001,1276,722,192.39,15.484496116638184,189926,47456,0.05,-137.89090020999998,263
0.0001,1280,721,196.14,0.016705859452486038,190974,47718,0.05,-135.9991628,264
0.0001,1284,721,196.35,12.401132583618164,191619,47879,0.05,-130.76004256999997,265
0.0001,1288,721,196.49,2.9793577194213867,192323,48055,0.05,-127.76129345999999,266
0.0001,1292,721,200.04,0.06673186272382736,193328,48306,0.05,-127.64001728999997,268
0.0001,1296,719,212.35,10.448177337646484,195023,48730,0.05,-123.80232422,271
0.0001,1300,719,213.92,5.638633728027344,195811,48927,0.05,-121.29977067999998,272
0.0001,1304,718,216.7,2.2995858192443848,196800,49174,0.05,-122.75840346999998,273
0.0001,1308,718,220.0,0.05295417830348015,197793,49423,0.05,-123.46636469,275
0.0001,1312,716,230.25,21.734464645385742,199482,49845,0.05,-123.27514495999999,278
0.0001,1316,714,238.73,26.90058708190918,200931,50207,0.05,-119.90506258999999,281
0.0001,1320,714,241.49,0.09825713187456131,201700,50399,0.05,-120.35118980999998,282
0.0001,1324,712,248.26,2.3412675857543945,203159,50764,0.05,-117.86075860999999,284
0.0001,1328,709,258.69,3.451038360595703,204972,51217,0.05,-118.79945143,288
0.0001,1332,709,262.15,21.710491180419922,205963,51465,0.05,-118.2645627,290
0.0001,1336,708,262.12,5.01970100402832,207131,51757,0.05,-118.87851681000001,292
0.0001,1340,709,261.4,4.364836692810059,207679,51894,0.05,-114.89450102,292
0.0001,1344,703,277.91,0.160131573677063,209764,52415,0.05,-112.08269406000001,298
0.0001,1348,700,284.08,4.924507141113281,211512,52852,0.05,-111.99056327000002,302
0.0001,1352,697,290.36,1.039372205734253,213100,53249,0.05,-108.37024387,305
0.0001,1356,693,302.51,0.7529430389404297,215506,53851,0.05,-106.73319192999999,310
0.0001,1360,692,304.84,1.2793731689453125,216363,54065,0.05,-101.77214432999999,312
0.0001,1364,688,315.7,10.568849563598633,218663,54640,0.05,-99.50427354999998,317
0.0001,1368,683,323.37,13.520617485046387,220392,55072,0.05,-94.90021411000002,322
0.0001,1372,678,342.49,20.50554084777832,223163,55765,0.05,-95.60931021000002,328
0.0001,1376,668,372.17,0.2508924901485443,227143,56760,0.05,-97.29499489000001,339
0.0001,1380,655,401.69,0.24171116948127747,231143,57760,0.05,-96.63464377,352
0.0001,1384,653,420.42,0.2600207030773163,233661,58390,0.05,-99.90423858,357
0.0001,1388,646,447.03,1.6090683937072754,237026,59231,0.05,-97.95188288999998,366
0.0001,1392,638,476.52,1.0425758361816406,240980,60219,0.05,-97.48442438000001,377
0.0001,1396,634,493.84,0.4132627844810486,244407,61076,0.05,-94.62433389999998,385
0.0001,1400,629,525.96,0.11581537872552872,248407,62076,0.05,-91.40795788999999,394
0.0001,1404,622,556.07,0.058156587183475494,252407,63076,0.05,-91.56344678,405
0.0001,1408,618,577.82,0.0009459152352064848,255575,63868,0.05,-85.76510858000002,413
0.0001,1412,612,600.93,0.04323972389101982,259575,64868,0.05,-85.63823823000001,424
0.0001,1416,606,626.44,0.5333948135375977,263575,65868,0.05,-85.24620093000001,434
0.0001,1420,601,652.35,0.016893014311790466,266935,66708,0.05,-82.08234098999999,443
0.0001,1424,596,677.01,0.4796062707901001,270860,67689,0.05,-82.97247435999999,454
0.0001,1428,591,698.88,0.7604472637176514,274860,68689,0.05,-80.07448032,464
0.0001,1432,586,728.97,0.22615298628807068,278860,69689,0.05,-78.36321319999999,475
0.0001,1436,583,757.29,0.0006458136485889554,282860,70689,0.05,-77.95336439,484
0.0001,1440,580,789.19,0.04042404890060425,286598,71624,0.05,-80.52514621,493
0.0001,1444,579,791.89,0.0867069736123085,288953,72213,0.05,-80.58407268,498
0.0001,1448,576,808.25,0.010308492928743362,292337,73059,0.05,-84.88134980999999,507
0.0001,1452,575,820.34,0.12763948738574982,295134,73758,0.05,-87.51132528999997,513
0.0001,1456,573,833.69,0.3745368421077728,298875,74693,0.05,-88.72239981000001,521
0.0001,1460,569,864.41,0.044655393809080124,302804,75675,0.05,-91.75908500999999,532
0.0001,1464,566,874.74,0.07904427498579025,306137,76509,0.05,-95.66864131,540
0.0001,1468,566,884.42,0.09446049481630325,308834,77183,0.05,-100.92926787999998,545
0.0001,1472,564,886.1,0.9718914031982422,311773,77918,0.05,-100.40466048,552
0.0001,1476,563,872.61,0.4654194116592407,314404,78575,0.05,-99.19558581999999,557
0.0001,1480,561,866.33,0.0002381201193202287,317776,79418,0.05,-100.67975621,565
0.0001,1484,561,868.69,0.7943115234375,320530,80107,0.05,-102.10375469,571
0.0001,1488,559,866.71,1.5596504211425781,323697,80899,0.05,-104.89562802999998,578
0.0001,1492,558,857.31,0.026785895228385925,326711,81652,0.05,-105.74865638000001,585
0.0001,1496,557,855.25,0.010158143006265163,329932,82457,0.05,-108.75261900000001,591
0.0001,1500,554,853.46,1.4809536933898926,333753,83413,0.05,-113.03205861999997,601
0.0001,1504,554,846.99,1.0989313125610352,337106,84251,0.05,-114.81352745,608
0.0001,1508,551,855.31,0.04066384211182594,341106,85251,0.05,-117.35479678,618
0.0001,1512,549,851.49,1.1966466903686523,344724,86155,0.05,-119.68932411999998,626
0.0001,1516,547,850.65,1.8632164001464844,348640,87134,0.05,-120.75772923000002,636
0.0001,1520,547,849.34,0.0006638113991357386,351869,87942,0.05,-124.91750881000002,642
0.0001,1524,545,847.84,0.019499968737363815,355644,88885,0.05,-127.14515737000002,652
0.0001,1528,543,847.84,1.0973892211914062,359644,89885,0.05,-126.90776743999999,661
0.0001,1532,542,846.91,0.4598482549190521,363551,90862,0.05,-129.79421951000003,670
0.0001,1536,541,839.36,1.1378698348999023,366796,91673,0.05,-130.52287881,677
0.0001,1540,540,833.87,1.2270665168762207,369985,92471,0.05,-131.5881819,684
0.0001,1544,539,840.13,0.006424047518521547,372966,93216,0.05,-132.56579115999997,691
0.0001,1548,539,837.35,0.00030000557308085263,376072,93992,0.05,-129.57006572999998,697
0.0001,1552,537,847.78,0.3200299143791199,379912,94952,0.05,-129.77655341,707
0.0001,1556,535,847.22,0.18287521600723267,383597,95874,0.05,-128.96495011,716
0.0001,1560,534,845.72,7.415256500244141,387376,96818,0.05,-128.29505066,724
0.0001,1564,533,841.69,0.04285110533237457,390306,97551,0.05,-125.91031769000003,731
0.0001,1568,532,851.59,1.694995641708374,393993,98473,0.05,-124.59792690999998,739
0.0001,1572,530,860.54,0.0690033882856369,397827,99431,0.05,-123.98636344999998,749
0.0001,1576,528,874.23,0.01490777451545,401827,100431,0.05,-123.26725027,759
0.0001,1580,528,880.51,0.3287103772163391,405827,101431,0.05,-118.71385484999999,768
0.0001,1584,526,892.97,0.3151715397834778,409827,102431,0.05,-116.78785853,778
0.0001,1588,525,900.82,0.0033692193683236837,413779,103419,0.05,-117.45159317,787
0.0001,1592,524,910.68,0.2841750979423523,417779,104419,0.05,-116.16908331000002,796
0.0001,1596,523,917.79,0.5454826354980469,421711,105402,0.05,-117.16461761999999,804
0.0001,1600,523,917.87,0.5280790328979492,425540,106359,0.05,-116.36670569999998,812
0.0001,1604,521,924.34,0.01779281720519066,429540,107359,0.05,-115.04295855000002,822
0.0001,1608,520,924.34,0.0482461154460907,433540,108359,0.05,-114.25671668999998,832
0.0001,1612,520,924.27,0.39497098326683044,437151,109262,0.05,-112.45239936000002,839
0.0001,1616,519,925.11,0.2085387408733368,441151,110262,0.05,-111.06645801,848
0.0001,1620,519,929.28,0.00372959952801466,444797,111174,0.05,-107.93413392000001,857
0.0001,1624,518,926.31,0.007835046388208866,448275,112043,0.05,-107.18028437999997,864
0.0001,1628,517,926.31,0.017411019653081894,452275,113043,0.05,-107.01517935,873
0.0001,1632,517,923.2,0.0111896563321352,455871,113942,0.05,-108.75923218,881
0.0001,1636,516,928.82,0.9783368110656738,459678,114894,0.05,-107.72485549000001,889
0.0001,1640,516,932.06,0.0007487198454327881,463191,115772,0.05,-105.99539830000002,897
0.0001,1644,515,938.48,0.03371964767575264,466814,116678,0.05,-102.54688451,905
0.0001,1648,514,942.78,0.11079541593790054,470350,117562,0.05,-100.61727972,913
0.0001,1652,513,943.42,0.03765297681093216,474254,118538,0.05,-99.67244625000004,923
0.0001,1656,513,946.57,0.10020356625318527,478254,119538,0.05,-99.89736830999999,931
0.0001,1660,511,948.78,0.0016533652087673545,482254,120538,0.05,-99.05108385,942
0.0001,1664,510,959.48,0.0019475447479635477,486254,121538,0.05,-99.29929683,952
0.0001,1668,510,962.61,0.1065358817577362,490254,122538,0.05,-97.38442815,960
0.0001,1672,510,957.4,0.0013986163539811969,493567,123366,0.05,-97.02400906000001,967
0.0001,1676,509,956.69,0.1869877129793167,497496,124348,0.05,-97.25727355000001,976
