train/learning_rate,time/fps,train/loss,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,train/n_updates
0.0001,504,1.0819694995880127,-152.09375,4,342,0,0.9935019999999999,85.5,60
0.0001,580,0.8436121940612793,-128.25587487500002,8,690,1,0.9868899999999996,86.25,147
0.0001,612,4.79878044128418,-125.99040141666667,12,1050,1,0.9800500000000001,87.5,237
0.0001,629,0.9132118225097656,-134.0594534375,16,1390,2,0.97359,86.875,322
0.0001,643,0.8080780506134033,-127.48480355000001,20,1802,2,0.9657619999999996,90.1,425
0.0001,649,1.0337765216827393,-140.94207375,24,2315,3,0.9560149999999998,96.45833333333333,553
0.0001,655,0.7039051055908203,-150.81386560714284,28,2767,4,0.9474269999999997,98.82142857142857,666
0.0001,656,2.3376851081848145,-169.0476285625,32,3156,4,0.9400360000000001,98.625,763
0.0001,657,2.8249199390411377,-178.7330587222222,36,3597,5,0.9316569999999997,99.91666666666667,874
0.0001,658,2.486229658126831,-180.69514347499998,40,3893,5,0.9260330000000004,97.325,948
0.0001,659,1.5409328937530518,-187.84481634090906,44,4275,6,0.9187750000000006,97.1590909090909,1043
0.0001,660,1.016817569732666,-193.6418676041667,48,4693,7,0.910833,97.77083333333333,1148
0.0001,659,1.4447237253189087,-191.47338578846154,52,5096,7,0.9031760000000002,98.0,1248
0.0001,661,0.8399022817611694,-197.17039835714286,56,5467,8,0.896127,97.625,1341
0.0001,662,2.4637234210968018,-198.56649291666665,60,5941,8,0.8871210000000005,99.01666666666667,1460
0.0001,665,0.7483434677124023,-198.261033875,64,6294,9,0.8804139999999996,98.34375,1548
0.0001,666,1.962371826171875,-196.1371511617647,68,6710,10,0.8725100000000001,98.67647058823529,1652
0.0001,664,1.1304670572280884,-192.99333393055556,72,7155,10,0.8640549999999996,99.375,1763
0.0001,662,0.5299332141876221,-191.4780160263158,76,7630,11,0.8550299999999995,100.39473684210526,1882
0.0001,660,2.614633083343506,-193.9201368,80,8100,12,0.8461000000000001,101.25,1999
0.0001,657,0.6026241779327393,-192.00879883333332,84,8596,13,0.8366760000000002,102.33333333333333,2123
0.0001,655,0.6734157204627991,-192.7328295227273,88,9022,13,0.8285820000000005,102.52272727272727,2230
0.0001,654,4.213369369506836,-190.15001663043478,92,9440,14,0.8206399999999999,102.6086956521739,2334
0.0001,651,0.20631162822246552,-188.15487726041667,96,9858,15,0.8126980000000005,102.6875,2439
0.0001,650,2.2657482624053955,-187.83653121999996,100,10233,15,0.8055730000000002,102.33,2533
0.0001,648,0.5027714967727661,-189.43741535,104,10727,16,0.7961870000000003,103.85,2656
0.0001,645,0.5110259056091309,-189.7311900400001,108,11187,17,0.787447,104.97,2771
0.0001,642,0.4938923120498657,-193.30957885999996,112,11719,18,0.7773390000000004,106.69,2904
0.0001,640,2.9262022972106934,-195.40363321,116,12234,19,0.7675539999999996,108.44,3033
0.0001,638,0.9139154553413391,-198.9191597,120,12754,19,0.7576740000000003,109.52,3163
0.0001,636,0.6720415949821472,-196.71016973999994,124,13182,20,0.7495419999999995,108.67,3270
0.0001,634,0.9147804975509644,-193.67660882999996,128,13683,21,0.7400230000000001,109.16,3395
0.0001,633,1.0289667844772339,-184.08659502999998,132,14016,22,0.7336959999999995,108.6,3478
0.0001,630,2.0738131999969482,-180.08401130000001,136,14482,22,0.7248420000000001,108.85,3595
0.0001,627,1.0149052143096924,-181.03732502999995,140,15159,24,0.7119790000000005,112.66,3764
0.0001,626,1.7681856155395508,-178.15030319,144,15592,24,0.7037520000000002,113.17,3872
0.0001,624,1.2425304651260376,-172.23369201000003,148,16318,26,0.6899580000000001,116.25,4054
0.0001,622,1.3383495807647705,-172.09478041000003,152,16891,27,0.6790710000000002,117.95,4197
0.0001,620,1.2473690509796143,-167.52537049,156,17485,28,0.6677850000000005,120.18,4346
0.0001,616,0.43329358100891113,-163.43608031999997,160,18123,29,0.6556630000000001,121.82,4505
0.0001,614,0.14436431229114532,-161.90116622,164,18591,30,0.6467709999999995,122.97,4622
0.0001,612,0.27928227186203003,-163.00198013000002,168,19124,31,0.6366440000000005,124.14,4755
0.0001,610,3.5051302909851074,-163.81938173999998,172,19689,32,0.6259089999999998,125.34,4897
0.0001,609,1.1533856391906738,-163.00360698,176,20162,33,0.6169219999999997,125.32,5015
0.0001,608,0.561453104019165,-159.69991429,180,20760,34,0.6055600000000001,126.6,5164
0.0001,606,0.3559930622577667,-158.20227327999999,184,21352,35,0.5943120000000004,127.56,5312
0.0001,604,0.4461735188961029,-153.636314,188,21867,36,0.5845269999999996,128.45,5441
0.0001,583,0.9394686222076416,-152.39391919,192,23211,39,0.5589910000000005,137.71,5777
0.0001,582,0.9607181549072266,-152.40936531,196,23841,40,0.547021,139.83,5935
0.0001,579,0.528148889541626,-149.40914217,200,24615,42,0.5323150000000001,143.82,6128
0.0001,567,0.6821244359016418,-145.56123173000003,204,26093,46,0.5042330000000005,153.66,6498
0.0001,563,0.8339035511016846,-148.20464253,208,26876,47,0.4893559999999999,156.89,6693
0.0001,563,6.132926940917969,-146.13730948999998,212,27365,48,0.48006500000000063,156.46,6816
0.0001,560,0.7400532364845276,-143.08147746999998,216,28460,50,0.45926000000000033,162.26,7089
0.0001,559,0.2928292751312256,-140.40138109999998,220,29149,52,0.44616900000000037,163.95,7262
0.0001,557,1.468817949295044,-139.66863357,224,30010,53,0.42981000000000047,168.28,7477
0.0001,552,0.3974617123603821,-138.19933182,228,31067,56,0.40972699999999984,173.84,7741
0.0001,550,1.4631807804107666,-142.37999101000003,232,32123,58,0.38966299999999976,181.07,8005
0.0001,549,1.1963050365447998,-142.56921989999998,236,33142,60,0.370302,186.6,8260
0.0001,546,2.6792044639587402,-141.29801016,240,34431,63,0.3458110000000003,192.72,8582
0.0001,542,2.261157512664795,-144.07551492,244,35749,65,0.3207689999999995,201.57,8912
0.0001,541,1.0187809467315674,-145.14581170000002,248,36516,67,0.30619600000000025,201.98,9103
0.0001,539,2.4697699546813965,-143.38802843000002,252,37590,69,0.28578999999999977,206.99,9372
0.0001,530,0.8797960877418518,-138.17484181999998,256,39270,74,0.2538699999999995,217.85,9792
0.0001,530,2.732990264892578,-140.84537551,260,40237,75,0.23549699999999962,221.14,10034
0.0001,527,3.0004968643188477,-139.13197438,264,41556,78,0.2104360000000004,229.65,10363
0.0001,526,2.081930637359619,-136.75432089000003,268,42534,80,0.19185399999999975,234.1,10608
0.0001,524,1.2969609498977661,-137.76070894999998,272,43699,83,0.1697190000000003,240.1,10899
0.0001,515,2.003814697265625,-132.88434596999997,276,45332,87,0.13869200000000037,251.7,11307
0.0001,502,0.55403733253479,-127.37510516999998,280,47671,94,0.09425099999999975,269.11,11892
0.0001,501,0.7185462713241577,-126.60537121000002,284,48788,97,0.07302800000000009,274.36,12171
0.0001,498,1.3855074644088745,-125.65653438000001,288,50128,100,0.05,282.61,12506
0.0001,497,1.5499732494354248,-126.75849007000001,292,51309,103,0.05,280.98,12802
0.0001,489,1.1391428709030151,-125.30726467000001,296,53066,108,0.05,292.25,13241
0.0001,488,0.7802161574363708,-128.76140771000001,300,54249,111,0.05,296.34,13537
0.0001,485,0.029671560972929,-129.49244220999998,304,55930,115,0.05,298.37,13957
0.0001,483,1.7893881797790527,-127.54855767999999,308,57211,118,0.05,303.35,14277
0.0001,480,1.6189608573913574,-116.15284586999998,312,58809,122,0.05,314.44,14677
0.0001,475,1.9943958520889282,-110.83343213,316,60601,127,0.05,321.41,15125
0.0001,468,1.5249571800231934,-106.89612468,320,62570,133,0.05,334.21,15617
0.0001,467,0.9291797876358032,-104.53823852,324,63895,136,0.05,338.85,15948
0.0001,467,0.06806493550539017,-102.89145564999998,328,65100,139,0.05,340.33,16249
0.0001,464,1.7283284664154053,-94.58096484999999,332,66714,143,0.05,345.91,16653
0.0001,462,1.5148658752441406,-85.30152079999999,336,68480,147,0.05,353.38,17094
0.0001,462,1.1526178121566772,-77.85911800999999,340,69758,150,0.05,353.27,17414
0.0001,461,0.7900566458702087,-65.69676669999998,344,71481,154,0.05,357.32,17845
0.0001,461,0.8499044179916382,-65.49000124999998,348,72589,157,0.05,360.73,18122
0.0001,461,0.8190693259239197,-64.34216621,352,73658,159,0.05,360.68,18389
0.0001,460,1.7330348491668701,-63.781726410000005,356,75079,162,0.05,358.09,18744
0.0001,460,1.2072677612304688,-62.74701278,360,76544,166,0.05,363.07,19110
0.0001,459,2.7374651432037354,-54.38518755999999,364,78058,169,0.05,365.02,19489
0.0001,456,1.9991540908813477,-46.19617378000001,368,80221,175,0.05,376.87,20030
0.0001,455,1.7457783222198486,-43.245206540000005,372,81107,177,0.05,374.08,20251
0.0001,455,1.6912002563476562,-42.873258530000015,376,82503,181,0.05,371.71,20600
0.0001,454,1.3210734128952026,-44.914904320000005,380,83737,184,0.05,360.66,20909
0.0001,452,2.3059279918670654,-36.15004038999999,384,85509,188,0.05,367.21,21352
0.0001,452,0.7515368461608887,-29.99248434,388,86876,192,0.05,367.48,21693
0.0001,452,1.234389066696167,-25.972994820000004,392,87958,194,0.05,366.49,21964
0.0001,452,1.835021734237671,-16.98022073,396,89088,196,0.05,360.22,22246
0.0001,451,0.9194741249084473,-16.438864669999997,400,90487,200,0.05,362.38,22596
0.0001,451,0.7856268286705017,-12.762423640000002,404,91411,202,0.05,354.81,22827
0.0001,451,0.6574044227600098,-2.726838470000002,408,92636,205,0.05,354.25,23133
0.0001,450,0.33564862608909607,-7.63766396,412,93917,208,0.05,351.08,23454
0.0001,450,0.2605970501899719,-2.8236290000000013,416,95269,211,0.05,346.68,23792
0.0001,449,0.39475202560424805,-6.203625670000001,420,96813,215,0.05,342.43,24178
0.0001,448,1.2634869813919067,-2.5647577000000017,424,98114,218,0.05,342.19,24503
0.0001,445,1.3233516216278076,3.7775810299999977,428,100547,225,0.05,354.47,25111
0.0001,445,0.2557584047317505,6.229709119999996,432,101638,227,0.05,349.24,25384
0.0001,446,0.7926691174507141,-1.4355537200000037,436,102585,229,0.05,341.05,25621
0.0001,446,0.7378946542739868,-3.582412840000001,440,103939,232,0.05,341.81,25959
0.0001,443,1.2573480606079102,-7.936390019999999,444,105662,238,0.05,341.81,26390
0.0001,443,0.7870565056800842,-3.682952620000003,448,106816,240,0.05,342.27,26678
0.0001,440,0.6482357978820801,5.321794379999999,452,109342,248,0.05,356.84,27310
0.0001,438,1.9344990253448486,4.987461219999998,456,111066,253,0.05,359.87,27741
0.0001,437,0.624068558216095,9.668081799999998,460,112856,257,0.05,363.12,28188
0.0001,436,2.132005453109741,9.870646680000002,464,114914,263,0.05,368.56,28703
0.0001,434,0.2759299874305725,5.006886089999999,468,116800,268,0.05,365.79,29174
0.0001,433,1.6445053815841675,5.274828509999997,472,118777,274,0.05,376.7,29669
0.0001,430,1.9909027814865112,0.8109385799999981,476,120496,280,0.05,379.93,30098
0.0001,430,3.7600414752960205,1.037305239999999,480,121578,282,0.05,378.41,30369
0.0001,430,0.8897382020950317,-5.334666240000002,484,122810,285,0.05,373.01,30677
0.0001,429,1.2956128120422363,-5.313937520000001,488,125055,291,0.05,381.79,31238
0.0001,426,0.3117493987083435,-4.18603862,492,127686,299,0.05,397.28,31896
0.0001,425,1.2913146018981934,-9.372716429999999,496,129728,305,0.05,406.4,32406
0.0001,422,1.9285688400268555,-7.85134691,500,132452,313,0.05,419.65,33087
0.0001,421,1.5840089321136475,-4.635152389999999,504,134260,318,0.05,428.49,33539
0.0001,420,2.4715654850006104,-9.293982459999997,508,136444,324,0.05,438.08,34085
0.0001,419,1.387420892715454,-14.823137299999996,512,138834,330,0.05,449.17,34683
0.0001,416,0.7614958882331848,-19.458601879999993,516,141656,339,0.05,463.87,35388
