rollout/exploration_rate,rollout/ep_len_mean,train/loss,time/episodes,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,time/time_elapsed,train/learning_rate,time/fps
0.18786399999999992,246.46,9.15100383758545,264,-190.51856268000003,42744,10660,52,0.0001,812
0.1695099999999995,250.73,10.56611442565918,268,-190.68704904000006,43710,10902,53,0.0001,809
0.1503389999999999,255.1,0.28261798620224,272,-187.59734230999996,44719,11154,55,0.0001,806
0.13301100000000055,256.98,0.11460134387016296,276,-190.90568736,45631,11382,56,0.0001,803
0.1157779999999996,259.52,0.6612018346786499,280,-188.90331887000005,46538,11609,58,0.0001,801
0.08630900000000019,269.66,0.8266048431396484,284,-186.41641004000002,48089,11997,60,0.0001,791
0.07006400000000035,262.76,4.981644630432129,288,-184.83899273999998,48944,12210,62,0.0001,789
0.05085500000000065,265.93,0.1330997794866562,292,-191.20935056000002,49955,12463,63,0.0001,785
0.05,266.72,1.9893670082092285,296,-192.89584316000003,50840,12684,64,0.0001,783
0.05,267.06,4.175191402435303,300,-189.17581101,51586,12871,65,0.0001,781
0.05,267.0,17.141868591308594,304,-190.98125632,52434,13083,67,0.0001,780
0.05,267.81,53.474830627441406,308,-199.32105082000007,53311,13302,68,0.0001,778
0.05,267.94,19.70247459411621,312,-204.03031647,54172,13517,69,0.0001,776
0.05,264.06,0.46992218494415283,316,-212.03552229000002,54988,13721,70,0.0001,775
0.05,265.94,12.345455169677734,320,-218.51473882,55845,13936,72,0.0001,774
0.05,264.04,1.7843635082244873,324,-222.10345575,56687,14146,73,0.0001,772
0.05,262.89,1.866605281829834,328,-222.21872822999998,57508,14351,74,0.0001,771
0.05,258.87,16.220592498779297,332,-226.68971044999995,58265,14541,75,0.0001,769
0.05,251.37,6.208032608032227,336,-231.62218256999998,58918,14704,76,0.0001,767
0.05,241.63,2.7262322902679443,340,-232.06615376,59786,14921,78,0.0001,764
0.05,240.33,15.403926849365234,344,-234.22967802,60635,15133,79,0.0001,762
0.05,233.93,11.113256454467773,348,-241.62078710000003,61384,15320,80,0.0001,760
0.05,227.3,12.389307022094727,352,-238.71312024,62182,15520,81,0.0001,758
0.05,219.8,6.261945724487305,356,-240.18701371999998,62805,15676,82,0.0001,757
0.05,216.59,1.6864500045776367,360,-239.91349287999998,63575,15868,84,0.0001,756
0.05,214.46,7.4041218757629395,364,-248.43254953999997,64190,16022,85,0.0001,755
0.05,210.87,4.1434006690979,368,-250.48145373999995,64797,16174,85,0.0001,754
0.05,208.4,13.142172813415527,372,-255.14506244,65559,16364,87,0.0001,752
0.05,206.29,1.7168681621551514,376,-254.66612347999998,66260,16539,88,0.0001,751
0.05,204.98,0.7544894218444824,380,-253.22953737999995,67036,16733,89,0.0001,749
0.05,197.06,1.7618904113769531,384,-254.34773635999994,67795,16923,90,0.0001,748
0.05,196.98,0.3158322274684906,388,-253.65004158999997,68642,17135,91,0.0001,747
0.05,195.08,4.023192405700684,392,-253.78542129999997,69463,17340,93,0.0001,746
0.05,193.99,4.382378578186035,396,-252.03134522999997,70239,17534,94,0.0001,744
0.05,193.19,1.7240848541259766,400,-256.32228001,70905,17701,95,0.0001,743
0.05,191.04,2.7636585235595703,404,-258.19139027,71538,17859,96,0.0001,742
0.05,189.07,4.743985176086426,408,-254.10461684,72218,18029,97,0.0001,742
0.05,188.69,5.014703750610352,412,-254.96037435999997,73041,18235,98,0.0001,740
0.05,188.15,0.6325387954711914,416,-250.61159864,73803,18425,99,0.0001,739
0.05,186.78,1.921865463256836,420,-250.82766074,74523,18605,100,0.0001,738
0.05,184.54,66.35585021972656,424,-253.23208454000007,75141,18760,101,0.0001,737
0.05,183.28,13.545869827270508,428,-256.69141931999997,75836,18933,102,0.0001,737
0.05,184.63,5.5167341232299805,432,-249.78599247999998,76728,19156,104,0.0001,736
0.05,186.59,5.950615882873535,436,-244.05630933,77577,19369,105,0.0001,736
0.05,183.18,4.305283546447754,440,-251.71470842,78104,19500,106,0.0001,736
0.05,181.21,5.220831871032715,444,-247.71034397,78756,19663,106,0.0001,736
0.05,180.2,0.14762431383132935,448,-241.46069712999997,79404,19825,107,0.0001,736
0.05,180.69,13.484586715698242,452,-238.20008403,80251,20037,109,0.0001,735
0.05,182.15,15.182225227355957,456,-229.50046552,81020,20229,110,0.0001,735
0.05,179.7,11.012466430664062,460,-234.05660638999998,81545,20361,110,0.0001,735
0.05,180.58,1.7410211563110352,464,-229.10407763,82248,20536,111,0.0001,735
0.05,180.48,26.30251693725586,468,-225.56194750999998,82845,20686,112,0.0001,735
0.05,178.26,9.080045700073242,472,-224.46741854999996,83385,20821,113,0.0001,735
0.05,178.36,2.5441157817840576,476,-224.61765487,84096,20998,114,0.0001,735
0.05,177.34,27.305496215820312,480,-231.23296625,84770,21167,115,0.0001,735
0.05,176.71,1.5609984397888184,484,-229.82102499999996,85466,21341,116,0.0001,735
0.05,175.16,0.08887704461812973,488,-230.70005264999998,86158,21514,117,0.0001,735
0.05,174.29,0.03002275340259075,492,-230.41555888000002,86892,21697,118,0.0001,734
0.05,171.92,0.6811864376068115,496,-233.77792176,87431,21832,118,0.0001,735
0.05,172.82,10.52010726928711,500,-231.25503147999999,88187,22021,120,0.0001,734
0.05,171.76,9.276402473449707,504,-229.78341124,88714,22153,120,0.0001,734
0.05,169.22,5.13960075378418,508,-234.14648326999998,89140,22259,121,0.0001,735
0.05,166.96,6.096057891845703,512,-234.14305784,89737,22409,122,0.0001,735
0.05,165.51,0.12659002840518951,516,-230.98435564,90354,22563,122,0.0001,735
0.05,163.84,12.2694091796875,520,-230.08301104000006,90907,22701,123,0.0001,735
0.05,165.71,8.691398620605469,524,-229.48505132999998,91712,22902,124,0.0001,735
0.05,165.11,6.04594612121582,528,-229.63273571,92347,23061,125,0.0001,735
0.05,162.17,37.28886032104492,532,-232.03763347,92945,23211,126,0.0001,735
0.05,160.33,2.6546082496643066,536,-234.21751281000002,93610,23377,127,0.0001,734
0.05,159.6,0.03775262460112572,540,-230.83181012999998,94064,23490,128,0.0001,734
0.05,157.48,4.455202102661133,544,-236.48184722999997,94504,23600,128,0.0001,734
0.05,155.46,0.30981412529945374,548,-231.18154999999996,94950,23712,129,0.0001,734
0.05,152.12,0.10659069567918777,552,-233.28377957,95463,23840,129,0.0001,734
0.05,149.14,0.08819442242383957,556,-240.7375488,95934,23958,130,0.0001,735
0.05,148.81,0.6494731903076172,560,-236.73121493,96426,24081,131,0.0001,735
0.05,147.49,0.725999116897583,564,-233.99501560000004,96997,24224,131,0.0001,735
0.05,148.5,0.9771127700805664,568,-236.38026624000005,97695,24398,132,0.0001,735
0.05,149.65,0.021292196586728096,572,-232.55683191,98350,24562,133,0.0001,735
0.05,147.82,18.1163272857666,576,-234.11949757,98878,24694,134,0.0001,735
0.05,146.2,0.19438734650611877,580,-231.79037529,99390,24822,135,0.0001,735
0.05,144.96,0.38747960329055786,584,-234.30282131,99962,24965,135,0.0001,735
0.05,143.34,3.6393985748291016,588,-233.13959048000004,100492,25097,136,0.0001,735
0.05,140.98,0.000618668447714299,592,-230.36705852000003,100990,25222,137,0.0001,735
0.05,140.01,0.037902142852544785,596,-229.80924160000004,101432,25332,137,0.0001,735
0.05,136.85,2.030925750732422,600,-231.91755736999997,101872,25442,138,0.0001,735
0.05,138.24,4.8328962326049805,604,-234.40613735000002,102538,25609,139,0.0001,735
0.05,140.93,0.22463028132915497,608,-234.2843403,103233,25783,140,0.0001,735
0.05,140.49,0.4772684574127197,612,-235.05329376,103786,25921,141,0.0001,735
0.05,139.17,2.9103050231933594,616,-239.1463081,104271,26042,141,0.0001,735
0.05,140.56,6.395343780517578,620,-236.9926522,104963,26215,142,0.0001,735
0.05,138.53,6.394523620605469,624,-239.37420784000003,105565,26366,143,0.0001,735
0.05,138.55,9.469273567199707,628,-234.64614524000004,106202,26525,144,0.0001,735
0.05,136.87,5.744997024536133,632,-233.8030752,106632,26632,144,0.0001,735
0.05,136.94,1.8038005828857422,636,-230.25004454,107304,26800,145,0.0001,735
0.05,137.42,0.1399337649345398,640,-226.95455080999997,107806,26926,146,0.0001,735
0.05,139.58,11.425962448120117,644,-225.40841601,108462,27090,147,0.0001,735
0.05,141.59,2.404937744140625,648,-229.92662734,109109,27252,148,0.0001,735
0.05,142.53,6.9500532150268555,652,-227.50637999000003,109716,27403,149,0.0001,735
0.05,145.71,5.601963043212891,656,-227.16220011000004,110505,27601,150,0.0001,735
0.05,147.27,23.25666046142578,660,-224.29926455,111153,27763,151,0.0001,735
0.05,147.2,8.33806324005127,664,-227.24381945999997,111717,27904,151,0.0001,735
0.05,145.38,52.53462600708008,668,-227.04740230999997,112233,28033,152,0.0001,735
0.05,144.61,1.6677722930908203,672,-227.77376232000003,112811,28177,153,0.0001,735
0.05,146.05,49.608829498291016,676,-225.86794375999997,113483,28345,154,0.0001,735
0.05,147.41,0.3203989267349243,680,-224.29687032,114131,28507,155,0.0001,735
0.05,145.7,4.739032745361328,684,-220.45280447000005,114532,28607,155,0.0001,735
0.05,146.17,3.721750259399414,688,-219.08299902,115109,28752,156,0.0001,735
0.05,145.87,45.44749450683594,692,-220.05032265999998,115577,28869,157,0.0001,735
0.05,145.81,3.2228317260742188,696,-218.31033163999996,116013,28978,157,0.0001,736
0.05,146.1,1.8686332702636719,700,-216.33375929,116482,29095,158,0.0001,736
0.05,144.24,0.7594165802001953,704,-212.24206734,116962,29215,158,0.0001,736
0.05,142.31,1.0152921676635742,708,-205.98399813999995,117464,29340,159,0.0001,736
0.05,141.62,0.12872473895549774,712,-200.04250483999996,117948,29461,160,0.0001,736
0.05,140.61,8.780445098876953,716,-192.40271203999998,118332,29557,160,0.0001,736
0.05,141.05,0.11868367344141006,720,-193.84681012,119068,29741,161,0.0001,736
0.05,140.01,37.77592849731445,724,-188.81946002,119566,29866,162,0.0001,736
0.05,138.4,66.12347412109375,728,-191.05415178000004,120042,29985,162,0.0001,736
0.05,139.49,17.86064910888672,732,-190.73695956,120581,30120,163,0.0001,736
0.05,139.23,7.567668914794922,736,-191.77134969999994,121227,30281,164,0.0001,736
0.05,139.19,6.212213039398193,740,-187.06613327,121725,30406,165,0.0001,736
0.05,139.29,10.148956298828125,744,-186.64120935,122391,30572,166,0.0001,736
0.05,138.61,8.11121940612793,748,-184.42236756,122970,30717,166,0.0001,736
0.05,138.93,70.05988311767578,752,-183.09500689,123609,30877,167,0.0001,736
0.05,135.77,0.14959976077079773,756,-184.98254806999995,124082,30995,168,0.0001,736
0.05,134.29,4.352237701416016,760,-186.90160128000002,124582,31120,169,0.0001,736
0.05,134.64,2.607553482055664,764,-184.38751552999997,125181,31270,169,0.0001,736
0.05,135.59,7.824432373046875,768,-177.64691419999997,125792,31422,170,0.0001,736
0.05,134.56,0.6359996795654297,772,-177.36956063999997,126267,31541,171,0.0001,736
0.05,134.26,12.766929626464844,776,-178.58550311000002,126909,31702,172,0.0001,736
0.05,133.11,11.002021789550781,780,-175.47701342,127442,31835,172,0.0001,736
0.05,135.57,5.050676345825195,784,-176.85405359,128089,31997,173,0.0001,736
0.05,136.78,6.586700439453125,788,-172.03606081,128787,32171,174,0.0001,736
0.05,139.04,0.2639160454273224,792,-172.68041574999998,129481,32345,175,0.0001,736
0.05,139.77,3.5195493698120117,796,-169.04377845,129990,32472,176,0.0001,736
0.05,140.82,1.6160831451416016,800,-166.12463781,130564,32615,177,0.0001,736
0.05,142.11,0.021065253764390945,804,-164.10824088,131173,32768,178,0.0001,736
0.05,143.91,8.788923263549805,808,-163.98827081,131855,32938,178,0.0001,736
0.05,145.09,4.774188995361328,812,-164.26769607000003,132457,33089,179,0.0001,736
0.05,146.06,55.16345977783203,816,-165.38280506000004,132938,33209,180,0.0001,736
0.05,143.97,26.969451904296875,820,-162.46963058999998,133465,33341,181,0.0001,736
0.05,144.22,1.7334270477294922,824,-162.00189326,133988,33471,181,0.0001,736
0.05,144.84,16.205055236816406,828,-160.81935987,134526,33606,182,0.0001,736
0.05,143.78,12.334602355957031,832,-158.11709625,134959,33714,183,0.0001,737
0.05,144.09,50.717838287353516,836,-155.96323912000003,135636,33883,184,0.0001,737
0.05,144.72,0.16449305415153503,840,-156.22011955,136197,34024,184,0.0001,736
0.05,142.99,2.612523078918457,844,-152.61122099,136690,34147,185,0.0001,737
0.05,143.22,6.062067031860352,848,-148.01603568000002,137292,34297,186,0.0001,736
0.05,141.96,0.8799448013305664,852,-147.51544008,137805,34426,186,0.0001,737
0.05,142.42,1.2791132926940918,856,-141.83413445,138324,34555,187,0.0001,737
0.05,143.3,6.64427375793457,860,-138.25379827,138912,34702,188,0.0001,737
0.05,143.67,7.647956848144531,864,-137.97396237,139548,34861,189,0.0001,737
0.05,143.9,1.4715981483459473,868,-138.89794161999998,140182,35020,190,0.0001,736
0.05,145.76,0.3586036264896393,872,-136.51028358,140843,35185,191,0.0001,736
0.05,146.69,0.0830526202917099,876,-135.46214,141578,35369,192,0.0001,736
0.05,149.47,23.941390991210938,880,-133.53345972000002,142389,35572,193,0.0001,735
0.05,148.58,9.67411994934082,884,-129.87506253,142947,35711,194,0.0001,735
0.05,150.13,2.3228378295898438,888,-139.16593238000002,143800,35924,195,0.0001,735
0.05,148.6,20.43138885498047,892,-138.67171625999998,144341,36060,196,0.0001,735
0.05,148.19,0.7028131484985352,896,-139.81358870000003,144809,36177,196,0.0001,735
0.05,147.86,90.92671203613281,900,-144.34362314999996,145350,36312,197,0.0001,735
0.05,147.72,10.949835777282715,904,-142.63578312,145945,36461,198,0.0001,735
0.05,147.67,5.86846923828125,908,-142.66820938,146622,36630,199,0.0001,735
0.05,146.19,0.7124700546264648,912,-140.03894608000002,147076,36743,199,0.0001,735
0.05,152.79,5.15246057510376,916,-140.58525232000002,148217,37029,201,0.0001,734
0.05,156.42,8.57465648651123,920,-137.45749576,149107,37251,203,0.0001,733
0.05,156.85,3.5586395263671875,924,-138.22407311999999,149673,37393,203,0.0001,733
0.05,159.95,11.855844497680664,928,-135.79581141999998,150521,37605,205,0.0001,733
0.05,163.22,78.84857177734375,932,-137.29953349000002,151281,37795,206,0.0001,733
0.05,162.24,1.0961875915527344,936,-138.43350448000004,151860,37939,207,0.0001,733
0.05,162.61,7.337666988372803,940,-135.29898551,152458,38089,207,0.0001,733
0.05,167.14,0.1262749582529068,944,-136.93531188999998,153404,38325,209,0.0001,733
0.05,168.88,4.638541221618652,948,-136.37852668,154180,38519,210,0.0001,732
0.05,169.31,1.5341548919677734,952,-136.67964866999998,154736,38658,211,0.0001,732
0.05,169.84,4.266204833984375,956,-138.5609239,155308,38801,211,0.0001,732
0.05,170.16,0.15608488023281097,960,-139.23612226,155928,38956,212,0.0001,732
0.05,170.15,1.834993839263916,964,-136.08825581000002,156563,39115,213,0.0001,732
0.05,168.82,2.783721923828125,968,-137.31698193999998,157064,39240,214,0.0001,732
0.05,170.31,21.633403778076172,972,-136.66032805999998,157874,39443,215,0.0001,732
0.05,171.68,10.969566345214844,976,-136.42865975,158746,39661,216,0.0001,732
0.05,173.09,0.7930164337158203,980,-137.83953412,159698,39899,218,0.0001,730
0.05,177.33,0.24119557440280914,984,-137.90717128,160680,40144,220,0.0001,730
0.05,175.37,13.657354354858398,988,-131.75484889999998,161337,40309,221,0.0001,729
0.05,175.83,5.995899200439453,992,-127.38472884999999,161924,40455,222,0.0001,729
0.05,182.33,0.03863268718123436,996,-127.87784606999996,163042,40735,224,0.0001,727
0.05,184.67,12.37112045288086,1000,-121.07988728999999,163817,40929,225,0.0001,727
0.05,185.73,7.980607986450195,1004,-121.62931059,164518,41104,226,0.0001,726
0.05,185.2,1.875030517578125,1008,-124.25874710999999,165142,41260,227,0.0001,726
0.05,187.82,12.823259353637695,1012,-124.28121803,165858,41439,228,0.0001,725
0.05,180.97,5.8891754150390625,1016,-125.24531566,166314,41553,229,0.0001,725
0.05,180.31,0.6963024139404297,1020,-122.97423836,167138,41759,230,0.0001,725
0.05,180.63,9.743563652038574,1024,-116.82874359000002,167736,41908,231,0.0001,724
0.05,177.12,9.090986251831055,1028,-116.01620575999999,168233,42033,232,0.0001,724
0.05,181.38,7.594766616821289,1032,-114.67757926,169419,42329,234,0.0001,723
0.05,182.33,4.98066520690918,1036,-110.99208410999998,170093,42498,235,0.0001,722
0.05,186.35,8.694494247436523,1040,-112.38206123,171093,42748,237,0.0001,721
0.05,185.49,0.9588093757629395,1044,-108.84328511000001,171953,42963,238,0.0001,721
0.05,186.6,15.845108032226562,1048,-109.32348215000002,172840,43184,240,0.0001,719
0.05,190.31,3.3341426849365234,1052,-108.2847323,173767,43416,241,0.0001,719
0.05,198.32,12.337080955505371,1056,-107.94015593,175140,43759,244,0.0001,716
0.05,204.28,8.330865859985352,1060,-106.30342952000001,176356,44063,246,0.0001,715
0.05,208.06,0.013111294247210026,1064,-105.24494362,177369,44317,248,0.0001,714
0.05,213.14,1.103952407836914,1068,-105.38496619000001,178378,44569,250,0.0001,713
0.05,222.39,10.360901832580566,1072,-106.05783540999997,180113,45003,253,0.0001,710
0.05,226.83,15.034812927246094,1076,-104.80854645999997,181429,45332,256,0.0001,708
0.05,236.0,0.916071891784668,1080,-102.41500101,183298,45799,259,0.0001,705
0.05,234.16,2.7460899353027344,1084,-98.81935209,184096,45998,261,0.0001,704
0.05,242.3,2.977161407470703,1088,-96.88303567000001,185567,46366,263,0.0001,702
0.05,249.12,11.735849380493164,1092,-97.79782608000001,186836,46683,266,0.0001,701
0.05,247.41,8.372528076171875,1096,-94.70278679,187783,46920,268,0.0001,700
0.05,247.77,3.24749755859375,1100,-98.06238816999999,188594,47123,269,0.0001,700
0.05,259.62,0.8022537231445312,1104,-97.43571849000001,190480,47594,273,0.0001,696
0.05,267.69,8.234413146972656,1108,-91.04959190000001,191911,47952,276,0.0001,694
0.05,281.8,1.1686122417449951,1112,-88.69586911000002,194038,48484,280,0.0001,691
0.05,298.21,0.6890945434570312,1116,-84.71435653999998,196135,49008,285,0.0001,686
0.05,301.28,3.85031795501709,1120,-84.44904942,197266,49291,287,0.0001,686
0.05,305.65,6.360446929931641,1124,-84.51252759,198301,49550,289,0.0001,685
0.05,324.56,9.60400390625,1128,-83.05878485000001,200689,50147,294,0.0001,680
0.05,331.86,1.7171268463134766,1132,-81.37991296,202605,50626,298,0.0001,678
0.05,342.4,38.57447814941406,1136,-80.11710083,204333,51058,301,0.0001,676
0.05,355.55,0.22380389273166656,1140,-79.58263604000001,206648,51636,307,0.0001,671
0.05,378.54,0.3511468768119812,1144,-78.97802998000002,209807,52426,316,0.0001,663
0.05,401.96,0.004200277384370565,1148,-77.74374801,213036,53233,325,0.0001,654
0.05,417.65,4.371833801269531,1152,-76.85170837,215532,53857,331,0.0001,650
0.05,417.92,0.003345813602209091,1156,-74.22718068,216932,54207,334,0.0001,649
0.05,437.68,1.1775734424591064,1160,-72.92577716000001,220124,55005,342,0.0001,642
0.05,451.28,0.23843012750148773,1164,-71.22611692000001,222497,55599,348,0.0001,639
0.05,466.53,0.15948835015296936,1168,-66.71786369,225031,56232,353,0.0001,636
0.05,481.81,4.577545166015625,1172,-65.70212657,228294,57048,362,0.0001,629
0.05,508.65,0.07628577202558517,1176,-62.41054347999999,232294,58048,372,0.0001,622
0.05,513.6,7.425100326538086,1180,-61.37820589,234658,58639,378,0.0001,619
0.05,537.27,1.2647624015808105,1184,-61.69023618,237823,59430,387,0.0001,614
0.05,562.56,0.35492560267448425,1188,-61.423781649999995,241823,60430,397,0.0001,608
0.05,581.66,0.8009445667266846,1192,-59.7774129,245002,61225,405,0.0001,603
0.05,604.19,0.235177144408226,1196,-58.80291819999999,248202,62025,413,0.0001,599
0.05,635.43,0.04291890561580658,1200,-57.11151512999999,252137,63009,424,0.0001,594
0.05,649.34,1.4753448963165283,1204,-56.0894733,255414,63828,432,0.0001,590
0.05,666.22,1.1211067430849653e-05,1208,-55.70579198999999,258533,64608,440,0.0001,587
0.05,684.95,0.046683963388204575,1212,-57.11830290000001,262533,65608,450,0.0001,583
0.05,688.58,0.10374420136213303,1216,-58.071501659999996,264993,66223,455,0.0001,582
0.05,709.6,0.6928583383560181,1220,-56.59380260999999,268226,67031,463,0.0001,578
0.05,731.2,11.506914138793945,1224,-58.29058556,271421,67830,473,0.0001,573
0.05,747.32,0.49318647384643555,1228,-57.7000918,275421,68830,483,0.0001,569
0.05,754.02,11.064291000366211,1232,-55.25853413000001,278007,69476,489,0.0001,567
0.05,776.74,0.7435948848724365,1236,-55.46332050000001,282007,70476,498,0.0001,565
0.05,785.62,9.54886245727539,1240,-55.54837126000001,285210,71277,508,0.0001,561
0.05,785.96,1.0239136219024658,1244,-54.41327343999999,288403,72075,515,0.0001,559
0.05,786.58,1.074768304824829,1248,-53.80481246,291694,72898,522,0.0001,557
0.05,796.65,0.05316076800227165,1252,-55.424933980000006,295197,73774,530,0.0001,556
0.05,802.19,1.1436291933059692,1256,-53.82951931999999,297151,74262,534,0.0001,556
0.05,802.41,0.05220060795545578,1260,-52.83747784000001,300365,75066,542,0.0001,553
0.05,814.42,0.027433084324002266,1264,-54.90133527000001,303939,75959,549,0.0001,552
0.05,828.02,0.07066556066274643,1268,-54.678986880000004,307833,76933,558,0.0001,551
0.05,834.89,0.6964540481567383,1272,-56.55471230999999,311783,77920,566,0.0001,550
