rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/exploration_rate,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/loss
493.98,1319,1032,0.05,475127,359,151.97086901,118756,0.0001,1.2880127429962158
488.62,1323,1036,0.05,476631,360,155.47211833,119132,0.0001,0.7737070918083191
483.81,1326,1040,0.05,477950,360,151.89447595,119462,0.0001,4.015216827392578
480.0,1329,1044,0.05,479302,360,155.40075926,119800,0.0001,0.2716315686702728
474.54,1334,1048,0.05,481064,360,149.95228317999997,120240,0.0001,0.4959690570831299
474.88,1339,1052,0.05,482979,360,149.15898597,120719,0.0001,1.7827584743499756
475.56,1345,1056,0.05,485130,360,150.08794315,121257,0.0001,0.18765579164028168
475.67,1350,1060,0.05,487045,360,148.78033582,121736,0.0001,0.5390927195549011
467.71,1353,1064,0.05,488635,360,146.87930707,122133,0.0001,0.4992859959602356
468.65,1360,1068,0.05,491057,361,144.89798833,122739,0.0001,0.6207055449485779
459.33,1363,1072,0.05,492747,361,145.91566572999997,123161,0.0001,0.28961634635925293
449.01,1366,1076,0.05,493946,361,142.34703557999998,123461,0.0001,6.490179061889648
445.89,1370,1080,0.05,495700,361,141.23982865000002,123899,0.0001,0.818869411945343
448.64,1375,1084,0.05,497854,361,140.50478381999997,124438,0.0001,0.27655544877052307
447.15,1379,1088,0.05,499543,362,139.22427778000002,124860,0.0001,0.8852561712265015
