time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/clip_range,train/value_loss,rollout/ep_rew_mean,train/explained_variance,train/loss,train/learning_rate,train/policy_gradient_loss,rollout/ep_len_mean,train/clip_fraction,train/n_updates,train/approx_kl,train/entropy_loss,train/std
103,54,11,5632,0.2,0.5971290744841099,-43.882797999999994,-0.05287182331085205,0.15324518084526062,0.001,-0.011291699530556799,1000.0,0.1861328125,100,0.024119604,-4.178132665157318,0.9718865156173706
114,53,12,6144,0.2,0.27053763790754604,-46.48802666666666,0.4413038492202759,0.00612974539399147,0.001,-0.005872532166540623,1000.0,0.220703125,110,0.020080127,-4.15060019493103,0.9593138694763184
125,53,13,6656,0.2,0.7987437821924687,-46.48802666666666,0.14344918727874756,0.1694505661725998,0.001,-0.014247327670454979,1000.0,0.166796875,120,0.019004589,-4.110786747932434,0.9493846893310547
135,52,14,7168,0.2,0.7376907020807266,-44.707991142857146,0.10529011487960815,0.2146356701850891,0.001,-0.009105711488518863,1000.0,0.1875,130,0.008469706,-4.0768368482589725,0.9388754367828369
146,52,15,7680,0.2,0.738739262521267,-44.707991142857146,0.22172224521636963,0.26850414276123047,0.001,-0.007162504200823605,1000.0,0.1166015625,140,0.008387712,-4.060629189014435,0.9406504034996033
156,52,16,8192,0.2,0.9600568391382694,-40.8612955,0.0689772367477417,0.22532197833061218,0.001,-0.01169595706742257,1000.0,0.149609375,150,0.010430193,-4.064794909954071,0.9401535987854004
169,51,17,8704,0.2,0.5513906672596931,-40.8612955,0.5103881657123566,0.23691922426223755,0.001,-0.007171676564030349,1000.0,0.1669921875,160,0.012226298,-4.056258738040924,0.9333833456039429
183,50,18,9216,0.2,0.4014240136370063,-42.14125733333333,0.558601975440979,0.04570598527789116,0.001,-0.005528570676688105,1000.0,0.087109375,170,0.012276718,-4.023691499233246,0.9186733961105347
196,49,19,9728,0.2,0.5735582169145346,-42.14125733333333,0.5692673027515411,0.14007124304771423,0.001,-0.006205035257153213,1000.0,0.15234375,180,0.009648044,-3.9805908620357515,0.9120873212814331
207,49,20,10240,0.2,0.21596703846007587,-44.6780341,0.9162188172340393,0.005384011194109917,0.001,-0.0011365416692569851,1000.0,0.163671875,190,0.009165378,-3.9761567234992983,0.9162611365318298
220,48,21,10752,0.2,0.3843635212630033,-44.6780341,0.6624267399311066,0.1609744280576706,0.001,-0.01027429336681962,1000.0,0.17890625,200,0.0143606085,-3.9939693570137025,0.9190685749053955
231,48,22,11264,0.2,0.39108908288180827,-45.74242127272727,0.5312625765800476,0.0792546421289444,0.001,-1.6918010078370572e-05,1000.0,0.1412109375,210,0.008780256,-3.988129961490631,0.9150981903076172
240,48,23,11776,0.2,0.5018553711473942,-45.74242127272727,0.7748264968395233,0.1521150767803192,0.001,-0.004686073609627783,1000.0,0.2787109375,220,0.03822013,-3.979060059785843,0.913849949836731
252,48,24,12288,0.2,0.2065689986338839,-48.57469699999999,0.7073679864406586,-0.022529564797878265,0.001,-0.0055223896401003,1000.0,0.269140625,230,0.010673639,-3.972133880853653,0.9098203182220459
265,48,25,12800,0.2,0.21312568802386522,-48.57469699999999,0.9145305529236794,0.06056492030620575,0.001,-0.011643172707408667,1000.0,0.2130859375,240,0.012561972,-3.962390571832657,0.909712016582489
277,48,26,13312,0.2,0.08375082588754594,-50.846042615384604,0.8848264962434769,0.03801288455724716,0.001,0.0014374850201420487,1000.0,0.12734375,250,0.0127339875,-3.9670247554779055,0.911930501461029
288,47,27,13824,0.2,0.2682987205684185,-50.846042615384604,0.9291715696454048,0.053045883774757385,0.001,-0.01287877995055169,1000.0,0.1697265625,260,0.014891205,-3.9675553679466247,0.9102040529251099
301,47,28,14336,0.2,0.16868183221668004,-51.583114499999986,0.8154339641332626,0.03363247215747833,0.001,-0.010385375446639955,1000.0,0.22265625,270,0.020902678,-3.9692296922206878,0.9118629693984985
313,47,29,14848,0.2,0.7550992175936699,-51.583114499999986,0.8227195143699646,0.34134215116500854,0.001,-0.009024258889257907,1000.0,0.126953125,280,0.019804027,-3.976590818166733,0.9170066118240356
325,47,30,15360,0.2,0.5854400582611561,-51.27555333333332,0.6413209140300751,0.10825178027153015,0.001,-0.005643633473664522,1000.0,0.1359375,290,0.009996473,-3.9793634712696075,0.9101622104644775
337,47,31,15872,0.2,0.9554550617933273,-51.27555333333332,0.7679063975811005,0.16792792081832886,0.001,-0.010801728582009673,1000.0,0.189453125,300,0.01320993,-3.950472915172577,0.9019050598144531
350,46,32,16384,0.2,0.6261915929615498,-48.736638812500004,0.5416256785392761,0.16862279176712036,0.001,-0.008632500329986215,1000.0,0.2189453125,310,0.007550918,-3.9206874430179597,0.8948151469230652
362,46,33,16896,0.2,0.7263806156814099,-48.736638812500004,0.7791212946176529,0.1238236129283905,0.001,-0.015117639512754976,1000.0,0.1927734375,320,0.016044153,-3.902496337890625,0.8880612254142761
373,46,34,17408,0.2,0.6996585018932819,-46.249284352941174,0.5614844858646393,0.16079437732696533,0.001,-0.014524660725146531,1000.0,0.1791015625,330,0.014223117,-3.8781601250171662,0.8834099769592285
386,46,35,17920,0.2,0.8226900659501553,-46.249284352941174,0.7969370782375336,0.20111939311027527,0.001,-0.0163105535088107,1000.0,0.2298828125,340,0.010380516,-3.847527581453323,0.8706808090209961
397,46,36,18432,0.2,0.14372892156243325,-46.857571,0.6536950767040253,0.03865199536085129,0.001,-0.004020468331873417,1000.0,0.0787109375,350,0.009007116,-3.8165882766246795,0.8690922260284424
411,46,37,18944,0.2,0.7725371539592742,-46.857571,0.7232907116413116,0.31005749106407166,0.001,-0.01333495823200792,1000.0,0.187890625,360,0.018694548,-3.8176486015319826,0.8671392202377319
421,46,38,19456,0.2,0.13538163709454237,-47.06913005263158,0.7093707919120789,0.018184881657361984,0.001,-0.005316266790032387,1000.0,0.12890625,370,0.010768825,-3.808888626098633,0.865404486656189
435,45,39,19968,0.2,0.6614334411919117,-47.06913005263158,0.5747528076171875,0.08345117419958115,0.001,-0.019696913380175828,1000.0,0.2203125,380,0.0137059335,-3.794832098484039,0.8589105606079102
450,45,40,20480,0.2,0.5199798621237278,-44.894245,0.7728134989738464,0.0940752625465393,0.001,-0.024805915588513017,1000.0,0.1873046875,390,0.018935563,-3.7578757643699645,0.8469065427780151
462,45,41,20992,0.2,0.30316523294895886,-44.894245,0.9060654267668724,0.02117018960416317,0.001,-0.011801117577124386,1000.0,0.168359375,400,0.011037839,-3.722369295358658,0.83952397108078
473,45,42,21504,0.2,0.11765777175314725,-46.356888380952384,0.4222618341445923,0.015655631199479103,0.001,-0.003457182296551764,1000.0,0.1783203125,410,0.015246897,-3.704072266817093,0.8355191946029663
486,45,43,22016,0.2,0.8615975983440876,-41.95422654545455,0.5614905059337616,0.14648421108722687,0.001,-0.02581934705376625,1000.0,0.266015625,420,0.034690708,-3.685853922367096,0.8325583934783936
498,45,44,22528,0.2,1.54873710796237,-41.95422654545455,0.8077144026756287,0.23397085070610046,0.001,0.011191533645614982,1000.0,0.3015625,430,0.022945303,-3.6847400605678557,0.8328084945678711
510,45,45,23040,0.2,1.7841082498431207,-36.25610521739131,-0.8314427137374878,0.39002832770347595,0.001,-0.0034467902733013034,1000.0,0.328515625,440,0.029779168,-3.67615105509758,0.8264750838279724
521,45,46,23552,0.2,1.070271472632885,-36.25610521739131,0.5626023411750793,0.1796342432498932,0.001,-0.019349587382748723,1000.0,0.3955078125,450,0.03604766,-3.655624133348465,0.8242310285568237
531,45,47,24064,0.2,1.1901441782712936,-29.701574499999996,-0.5016937255859375,0.348829448223114,0.001,0.003592810849659145,1000.0,0.3576171875,460,0.02024184,-3.647431743144989,0.8205735087394714
545,45,48,24576,0.2,3.1910179525613787,-29.701574499999996,0.30976998805999756,0.8262089490890503,0.001,0.007884953939355909,1000.0,0.425,470,0.028360158,-3.638963460922241,0.8197932243347168
557,44,49,25088,0.2,1.1812697887420653,-29.89056072,0.7173764109611511,0.2074381560087204,0.001,0.01576174679212272,1000.0,0.2193359375,480,0.022985147,-3.6378065407276154,0.819322943687439
569,44,50,25600,0.2,0.8373885178938508,-29.89056072,0.8902823254466057,0.09249410778284073,0.001,-0.005195689015090465,1000.0,0.171875,490,0.02285657,-3.6336679995059966,0.8159839510917664
581,44,51,26112,0.2,2.2302995555102827,-26.045999653846152,0.7778443694114685,0.14433220028877258,0.001,0.002626408846117556,1000.0,0.3103515625,500,0.039040674,-3.6215197324752806,0.8128757476806641
593,44,52,26624,0.2,2.979435881972313,-26.045999653846152,0.8489574491977692,1.1054015159606934,0.001,0.012267420697025955,1000.0,0.2787109375,510,0.029262774,-3.612393832206726,0.8113967180252075
605,44,53,27136,0.2,2.1653875693678857,-19.187399185185182,0.27104586362838745,0.8896132707595825,0.001,-0.015532065252773463,1000.0,0.321484375,520,0.033463925,-3.6074750065803527,0.8094844222068787
619,44,54,27648,0.2,3.347332641482353,-19.187399185185182,0.5094242990016937,1.0205037593841553,0.001,0.005437269923277199,1000.0,0.335546875,530,0.041291878,-3.602169507741928,0.8088582754135132
632,44,55,28160,0.2,9.317946648597717,-5.944531249999997,0.3614685535430908,1.5183511972427368,0.001,0.015871790261007844,1000.0,0.400390625,540,0.05031623,-3.600706684589386,0.8088169097900391
644,44,56,28672,0.2,5.920124691724777,-5.944531249999997,0.4794979691505432,1.1408039331436157,0.001,0.031605731882154944,1000.0,0.4869140625,550,0.05657749,-3.600634980201721,0.8096035718917847
658,44,57,29184,0.2,4.750203612446785,1.6884590000000024,0.6055797040462494,1.1040327548980713,0.001,0.0248718069633469,1000.0,0.4564453125,560,0.056887977,-3.6042011857032774,0.8106185793876648
671,44,58,29696,0.2,2.489184822142124,1.6884590000000024,0.7184513509273529,0.5871080756187439,0.001,0.010266531084198505,1000.0,0.46484375,570,0.0931632,-3.6066429734230043,0.8106013536453247
684,44,59,30208,0.2,7.951152145862579,7.882177033333336,0.715662032365799,2.648650884628296,0.001,0.002425655443221331,1000.0,0.3177734375,580,0.027414829,-3.6056286811828615,0.8104686737060547
697,44,60,30720,0.2,5.714181834459305,7.882177033333336,0.7723479717969894,0.7742623686790466,0.001,0.027233776124194264,1000.0,0.3455078125,590,0.02159448,-3.605844956636429,0.8105742335319519
709,44,61,31232,0.2,8.535297921299934,14.482751967741937,0.7920157462358475,1.2780287265777588,0.001,0.0037407375406473876,1000.0,0.39609375,600,0.05614399,-3.605456531047821,0.8102308511734009
722,43,62,31744,0.2,5.4339849054813385,14.482751967741937,0.932525709271431,0.6780636310577393,0.001,0.01289761730004102,1000.0,0.402734375,610,0.05074366,-3.603609800338745,0.8097380995750427
737,43,63,32256,0.2,24.809503936767577,25.8199386875,0.823471799492836,15.285087585449219,0.001,0.02627992753405124,1000.0,0.5154296875,620,0.08370078,-3.6028453707695007,0.8097659349441528
751,43,64,32768,0.2,34.37974718809128,25.8199386875,0.5263922214508057,2.9223668575286865,0.001,0.054316939506679776,1000.0,0.59765625,630,0.28094566,-3.60309242606163,0.8098923563957214
764,43,65,33280,0.2,15.546367883682251,27.552865878787877,0.6846829056739807,2.114295721054077,0.001,0.037782912887632844,1000.0,0.4716796875,640,0.05913521,-3.603720086812973,0.8101383447647095
777,43,66,33792,0.2,4.814749902486801,27.552865878787877,0.9096579477190971,0.6222996115684509,0.001,0.01827076426707208,1000.0,0.45625,650,0.12466511,-3.6041298866271974,0.8099960088729858
790,43,67,34304,0.2,8.916900658607483,35.37828220588235,0.913715586066246,1.7562381029129028,0.001,0.04131534504704178,1000.0,0.5275390625,660,0.07338959,-3.604590529203415,0.8099840879440308
801,43,68,34816,0.2,3.971485450863838,35.37828220588235,0.967848539352417,1.040204405784607,0.001,0.06348030327353626,1000.0,0.5123046875,670,0.58939314,-3.6028179705142973,0.809161365032196
813,43,69,35328,0.2,3.163083626329899,34.813386599999994,0.6118834614753723,0.31188756227493286,0.001,0.04127350824419409,1000.0,0.560546875,680,0.11736354,-3.6006657421588897,0.8084654211997986
825,43,70,35840,0.2,2.2899420335888863,34.813386599999994,0.972888894379139,0.4577412009239197,0.001,0.021881930180825293,1000.0,0.45703125,690,0.029344738,-3.596766084432602,0.8071210384368896
836,43,71,36352,0.2,2.2825407147407533,33.1331348611111,0.9397888369858265,0.16701987385749817,0.001,-0.0022034986643120645,1000.0,0.2845703125,700,0.025871426,-3.5923562347888947,0.8044542670249939
849,43,72,36864,0.2,1.3552165776491165,33.1331348611111,0.9627576246857643,0.34260135889053345,0.001,-0.01273674238473177,1000.0,0.2830078125,710,0.017825402,-3.581269121170044,0.8017107844352722
863,43,73,37376,0.2,2.965398147702217,33.433922972972965,-0.46357500553131104,0.5022764801979065,0.001,0.004946517036296427,1000.0,0.305078125,720,0.024571229,-3.5810399293899535,0.8056732416152954
876,43,74,37888,0.2,2.519482284784317,33.433922972972965,0.5935548543930054,0.6651437282562256,0.001,-0.009472961165010929,1000.0,0.2109375,730,0.017460046,-3.594428724050522,0.8073557615280151
891,43,75,38400,0.2,1.11005624756217,34.53454952631578,0.87920743227005,0.2358366847038269,0.001,-0.012907806225121022,1000.0,0.2810546875,740,0.027434306,-3.598534494638443,0.8099707961082458
903,43,76,38912,0.2,1.556686708331108,34.53454952631578,0.6462984085083008,0.28410133719444275,0.001,-0.01392141655087471,1000.0,0.343359375,750,0.030290253,-3.6080987751483917,0.8109116554260254
914,43,77,39424,0.2,2.0320459261536596,36.196661410256404,0.73580601811409,0.3894621729850769,0.001,-0.015213483106344938,1000.0,0.263671875,760,0.026937017,-3.6068188071250917,0.8103318214416504
926,43,78,39936,0.2,1.877427627146244,36.196661410256404,0.8116203844547272,0.2809533476829529,0.001,0.00935921266209334,1000.0,0.35546875,770,0.040416993,-3.6024097979068754,0.80907142162323
937,43,79,40448,0.2,1.6567229002714157,36.8029389,0.8719225823879242,0.296974778175354,0.001,-0.0005323083372786641,1000.0,0.3046875,780,0.026110593,-3.5964573681354524,0.8075077533721924
948,43,80,40960,0.2,1.86598559319973,36.8029389,0.8462059199810028,0.3779768645763397,0.001,-0.01537198331207037,1000.0,0.3658203125,790,0.086021334,-3.5904729843139647,0.8066992163658142
959,43,81,41472,0.2,4.304321080446243,40.580102999999994,0.13591480255126953,1.290291428565979,0.001,-0.01185247499961406,1000.0,0.2869140625,800,0.019958973,-3.5858539044857025,0.8041006922721863
970,43,82,41984,0.2,8.87168139219284,40.580102999999994,0.14183247089385986,3.223301649093628,0.001,-0.0008727898355573415,1000.0,0.3109375,810,0.041096237,-3.5756715655326845,0.8012326955795288
982,43,83,42496,0.2,4.551427394151688,46.18263685714286,0.6360747516155243,1.5723683834075928,0.001,0.015734019386582077,1000.0,0.4091796875,820,0.07014547,-3.5663510501384734,0.7988985776901245
995,43,84,43008,0.2,3.8980858772993088,47.84251162790698,0.747470498085022,0.6291275024414062,0.001,-0.0020932839484885334,1000.0,0.3654296875,830,0.05771593,-3.5612117528915403,0.79832524061203
1008,43,85,43520,0.2,6.5596485465765,47.84251162790698,0.7333744168281555,0.878970205783844,0.001,0.008214310323819519,1000.0,0.372265625,840,0.03359519,-3.5560166776180266,0.7962550520896912
1020,43,86,44032,0.2,6.131067395210266,52.45693620454545,0.27751559019088745,1.5346190929412842,0.001,0.010250841430388392,1000.0,0.4501953125,850,0.077612236,-3.5463351249694823,0.793724775314331
1031,43,87,44544,0.2,8.21527146100998,52.45693620454545,0.14629966020584106,2.262350082397461,0.001,0.023897174885496496,1000.0,0.4677734375,860,0.05693968,-3.5370911061763763,0.7920547723770142
1045,43,88,45056,0.2,8.643949389457703,55.314465444444444,0.46807098388671875,2.0883843898773193,0.001,0.0702978826360777,1000.0,0.575390625,870,0.080698185,-3.5323863208293913,0.7910876274108887
1057,43,89,45568,0.2,2.8145025193691255,55.314465444444444,0.7352659404277802,0.2627938389778137,0.001,0.0009221380925737322,1000.0,0.300390625,880,0.044044036,-3.5311406791210174,0.7918425798416138
1070,43,90,46080,0.2,12.06475875377655,58.807305978260864,0.7176955044269562,2.255462169647217,0.001,0.011208187812007964,1000.0,0.3869140625,890,0.04353098,-3.532973837852478,0.7919414043426514
1081,43,91,46592,0.2,2.525836169719696,58.807305978260864,0.8654084354639053,0.3849046230316162,0.001,0.01815009992569685,1000.0,0.4857421875,900,0.10991205,-3.5350544452667236,0.7932946085929871
1092,43,92,47104,0.2,3.4402254298329353,56.320413872340424,0.9252654537558556,0.6464124321937561,0.001,0.017484295926988126,996.7659574468086,0.5109375,910,0.068230525,-3.541474145650864,0.794957160949707
1104,43,93,47616,0.2,103.62474219799041,56.320413872340424,0.5637438595294952,7.0413665771484375,0.001,0.011165200849063694,996.7659574468086,0.60390625,920,7.729451,-3.545545941591263,0.7952562570571899
1115,43,94,48128,0.2,6.923318073153496,58.61448829166667,0.8936764225363731,1.239066243171692,0.001,0.008827860420569777,996.8333333333334,0.38125,930,0.035041686,-3.5457726240158083,0.7950426936149597
1127,43,95,48640,0.2,2.2673314273357392,58.61448829166667,0.9809562135487795,0.3550189137458801,0.001,0.017115680454298853,996.8333333333334,0.3966796875,940,0.18125692,-3.5465543270111084,0.7954715490341187
1139,43,96,49152,0.2,5.633532449603081,58.85688246938775,-2.3210365772247314,1.5782731771469116,0.001,0.07666857081931085,996.8979591836735,0.582421875,950,0.025545333,-3.547191768884659,0.7952932119369507
1151,43,97,49664,0.2,4.259443861246109,58.85688246938775,0.7547995746135712,0.5516214966773987,0.001,0.011456143169198185,996.8979591836735,0.35234375,960,0.05281453,-3.547878032922745,0.7965055704116821
1164,43,98,50176,0.2,2.2013980090618133,57.14939337999999,0.9164957255125046,0.1314714103937149,0.001,-0.007350602652877569,996.96,0.3111328125,970,0.01300152,-3.556760835647583,0.8009383082389832
1175,43,99,50688,0.2,1.9889703929424285,57.14939337999999,0.9525560550391674,0.3303087055683136,0.001,-0.008984938007779419,996.96,0.3326171875,980,0.050932035,-3.5640612602233888,0.7966481447219849
1188,43,100,51200,0.2,1.685290190577507,55.53862096078431,0.5696360170841217,0.09372973442077637,0.001,0.004723569937050342,997.0196078431372,0.3138671875,990,0.056961983,-3.547269368171692,0.7975641489028931
1203,42,101,51712,0.2,1.5600904792547226,55.53862096078431,0.822521448135376,0.3105686604976654,0.001,-0.0004845332819968462,997.0196078431372,0.3439453125,1000,0.02613605,-3.5611725747585297,0.8012363314628601
1215,42,102,52224,0.2,1.4171794518828391,53.96152078846153,0.8550484776496887,0.23510906100273132,0.001,-0.001884027197957039,997.0769230769231,0.23515625,1010,0.013680238,-3.5559813737869264,0.7948254346847534
1228,42,103,52736,0.2,1.3710965007543563,53.96152078846153,0.8785978555679321,0.15090256929397583,0.001,-0.010714313387870789,997.0769230769231,0.264453125,1020,0.021169353,-3.534865164756775,0.7920543551445007
1241,42,104,53248,0.2,1.147578890994191,52.64856756603773,0.6454442739486694,0.1188475713133812,0.001,-0.005582547793164849,997.1320754716982,0.3392578125,1030,0.028156608,-3.529833894968033,0.7947982549667358
1251,42,105,53760,0.2,0.8505494348704815,52.64856756603773,0.2792428731918335,0.17071577906608582,0.001,-0.012442845315672458,997.1320754716982,0.2693359375,1040,0.032796174,-3.527021276950836,0.7909051775932312
1264,42,106,54272,0.2,0.5672730416059494,51.29341259259258,0.39443451166152954,0.07668594270944595,0.001,-0.009653432760387659,997.1851851851852,0.236328125,1050,0.022806792,-3.48693984746933,0.7752625346183777
1277,42,107,54784,0.2,0.8805357314646244,51.29341259259258,0.8250695616006851,0.2045906037092209,0.001,-0.012075185915455222,997.1851851851852,0.164453125,1060,0.02202585,-3.4357263088226317,0.7764667868614197
1289,42,108,55296,0.2,0.3321988594252616,49.30508661818181,0.5330820083618164,-0.002833835780620575,0.001,-0.012183562037535012,997.2363636363636,0.293359375,1070,0.027508885,-3.435597187280655,0.7747651934623718
1300,42,109,55808,0.2,0.7401115462183953,49.30508661818181,0.7938703745603561,0.0843234658241272,0.001,-0.025532126857433467,997.2363636363636,0.288671875,1080,0.05055145,-3.445012229681015,0.7810906171798706
1314,42,110,56320,0.2,0.23935241624712944,48.02781325,0.8194174468517303,-0.022489191964268684,0.001,-0.00862207361496985,997.2857142857143,0.2728515625,1090,0.020303011,-3.45548899769783,0.7805113792419434
1329,42,111,56832,0.2,1.9436212241649629,48.02781325,0.7257730662822723,0.300054669380188,0.001,-0.0008437447482720018,997.2857142857143,0.4587890625,1100,0.061155923,-3.4396235823631285,0.778634786605835
1342,42,112,57344,0.2,7.361306697130203,49.59269857894737,0.5270707309246063,1.4951142072677612,0.001,0.009172586421482266,997.3333333333334,0.4158203125,1110,0.0766913,-3.4355478048324586,0.7782176733016968
1354,42,113,57856,0.2,5.100224390625954,56.06690248275862,-0.8510948419570923,0.7430711388587952,0.001,0.007241126685403288,997.3793103448276,0.49453125,1120,0.07224552,-3.433853340148926,0.7792943716049194
1366,42,114,58368,0.2,11.970721173286439,56.06690248275862,0.07729852199554443,2.560544013977051,0.001,0.061462449538521466,997.3793103448276,0.56640625,1130,0.066008784,-3.437599170207977,0.7796012759208679
1381,42,115,58880,0.2,2.942240871489048,55.71989091525424,0.490273654460907,0.5009905099868774,0.001,0.020820098090916873,997.4237288135594,0.4240234375,1140,0.059643075,-3.438763439655304,0.780684232711792
1394,42,116,59392,0.2,2.0942578658461573,55.71989091525424,0.5999648869037628,0.15252678096294403,0.001,-0.01954510286450386,997.4237288135594,0.3892578125,1150,0.06751102,-3.4347812652587892,0.7755032777786255
1406,42,117,59904,0.2,4.728063067793846,60.91441446666668,-0.09354710578918457,0.7927271723747253,0.001,0.0027229928178712725,997.4666666666667,0.348046875,1160,0.051242992,-3.4179580867290498,0.7735766172409058
1417,42,118,60416,0.2,3.3141747921705247,60.91441446666668,0.3476380705833435,0.7412681579589844,0.001,0.009399950923398136,997.4666666666667,0.4544921875,1170,0.074312545,-3.414626044034958,0.7730591297149658
1431,42,119,60928,0.2,2.5673722505569456,61.13210518032788,0.8071136027574539,0.3638453185558319,0.001,0.01044644508510828,997.5081967213115,0.365625,1180,0.05523756,-3.4120128214359284,0.7735249996185303
1443,42,120,61440,0.2,1.8179351076483727,61.13210518032788,-0.2533390522003174,0.423794686794281,0.001,-0.004254543664865195,997.5081967213115,0.305078125,1190,0.03462284,-3.4142450034618377,0.773809552192688
1457,42,121,61952,0.2,2.2007708728313444,63.1814977419355,0.5891562402248383,0.733289361000061,0.001,0.00011851089075207711,997.5483870967741,0.376171875,1200,0.04367196,-3.419331556558609,0.7773749232292175
1469,42,122,62464,0.2,1.6431492999196053,63.1814977419355,0.5295519530773163,0.34295108914375305,0.001,-0.005958976945839823,997.5483870967741,0.3326171875,1210,0.045384906,-3.431308978796005,0.7786373496055603
1483,42,123,62976,0.2,1.693499755859375,64.12434134920636,0.2028501033782959,0.5691524147987366,0.001,0.023556751618161797,997.5873015873016,0.372265625,1220,0.063760474,-3.431193459033966,0.7758352756500244
1495,42,124,63488,0.2,2.251934015750885,64.12434134920636,-0.2362755537033081,0.5055437088012695,0.001,-0.0008587038610130548,997.5873015873016,0.2802734375,1230,0.034530383,-3.415899854898453,0.773986279964447
1507,42,125,64000,0.2,1.817354254424572,63.394862921875,0.78844253718853,0.4487970769405365,0.001,-0.0029191023320890965,997.625,0.3275390625,1240,0.041298576,-3.4097817301750184,0.7736413478851318
1520,42,126,64512,0.2,2.7907743632793425,63.394862921875,-0.4830617904663086,0.4932682514190674,0.001,0.01136008589528501,997.625,0.3326171875,1250,0.05686502,-3.4040323376655577,0.7710113525390625
1535,42,127,65024,0.2,1.5191275857388973,62.35633289230769,0.49165797233581543,0.30941879749298096,0.001,0.011863451544195413,997.6615384615385,0.3412109375,1260,0.02094811,-3.396315634250641,0.7698971033096313
1546,42,128,65536,0.2,1.1384814642369747,62.35633289230769,0.9061342179775238,0.11800171434879303,0.001,-0.008615730656310916,997.6615384615385,0.3189453125,1270,0.03420218,-3.3956164956092834,0.7701882719993591
1560,42,129,66048,0.2,1.3830275729298591,61.79032784848485,0.37437760829925537,0.32329463958740234,0.001,0.005334405181929469,997.6969696969697,0.2599609375,1280,0.028275661,-3.3856260895729067,0.7640221118927002
1574,42,130,66560,0.2,1.3590366974473,61.79032784848485,0.718191385269165,0.3350751996040344,0.001,-0.007629000931046903,997.6969696969697,0.2603515625,1290,0.021673469,-3.3496243357658386,0.7533721923828125
1585,42,131,67072,0.2,1.2149287045001984,62.28781476119403,0.7178072333335876,0.39701324701309204,0.001,-0.010652115475386381,997.7313432835821,0.3017578125,1300,0.029168416,-3.3112653613090517,0.7504914999008179
1598,42,132,67584,0.2,1.8399871379137038,62.28781476119403,0.6615480780601501,0.39820927381515503,0.001,-0.011691776383668185,997.7313432835821,0.3359375,1310,0.043832462,-3.300812715291977,0.7449759244918823
1610,42,133,68096,0.2,2.9879964262247087,65.11278755882353,0.5233559608459473,0.9175917506217957,0.001,0.002863530733156949,997.7647058823529,0.3310546875,1320,0.02022814,-3.2840999901294707,0.7430105209350586
1623,42,134,68608,0.2,4.646571779251099,65.11278755882353,0.10548937320709229,0.9974629878997803,0.001,0.004325932334177196,997.7647058823529,0.3955078125,1330,0.028173707,-3.2835520803928375,0.7444445490837097
1634,42,135,69120,0.2,1.486706592142582,65.3600014057971,0.794071763753891,0.16171380877494812,0.001,-0.013961515086703003,997.7971014492754,0.3662109375,1340,0.040128917,-3.2903952479362486,0.7456544637680054
1647,42,136,69632,0.2,1.9186147525906563,65.3600014057971,0.8718117475509644,0.20549510419368744,0.001,-0.0020867071114480497,997.7971014492754,0.43046875,1350,0.09650274,-3.2880791246891024,0.7441468238830566
1661,42,137,70144,0.2,1.980888584256172,67.66977317142857,0.2457866668701172,0.565906286239624,0.001,-0.014526573871262372,997.8285714285714,0.336328125,1360,0.046950128,-3.2834777891635896,0.7433761358261108
