time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/approx_kl,train/entropy_loss,rollout/ep_len_mean,train/loss,train/clip_range,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/n_updates,train/clip_fraction,train/explained_variance
694,28160,55,40,0.010407548,-4.115699625015258,1000.0,0.5043197870254517,0.2,-0.012197985278908164,0.9533258676528931,-35.50184853571429,0.0002,1.662975025177002,540,0.2533203125,0.5870427489280701
708,28672,56,40,0.008431592,-4.109033906459809,1000.0,0.3341931700706482,0.2,-0.0020119384629651905,0.9511198997497559,-35.50184853571429,0.0002,1.405978000164032,550,0.17109375,0.7666088789701462
721,29184,57,40,0.0062636463,-4.101836347579956,1000.0,0.04560992866754532,0.2,0.002302890014834702,0.9490658640861511,-35.159244896551726,0.0002,0.47412512414157393,560,0.1025390625,0.8655333071947098
733,29696,58,40,0.009221651,-4.095926177501679,1000.0,0.2347717583179474,0.2,-0.008735013287514448,0.9473190307617188,-35.159244896551726,0.0002,0.7494094036519527,570,0.1287109375,0.9374357908964157
745,30208,59,40,0.00994209,-4.09145302772522,1000.0,0.9654210209846497,0.2,-0.009505875478498637,0.9464755058288574,-29.913196000000003,0.0002,2.3031988948583604,580,0.137890625,0.060787737369537354
760,30720,60,40,0.009228094,-4.089137387275696,1000.0,0.6195663809776306,0.2,-0.017669371026568115,0.9459012746810913,-29.913196000000003,0.0002,1.7390013635158539,590,0.222265625,0.19411861896514893
772,31232,61,40,0.0073121204,-4.084533667564392,1000.0,0.5560150146484375,0.2,-0.006946529890410602,0.9428691864013672,-24.32459829032258,0.0002,1.6696857571601869,600,0.10546875,0.4777827858924866
784,31744,62,40,0.013231308,-4.074552476406097,1000.0,0.7452234625816345,0.2,-0.0016613877611234783,0.9408857226371765,-24.32459829032258,0.0002,2.2295814871788027,610,0.1970703125,-0.16549205780029297
795,32256,63,40,0.012382006,-4.068641650676727,1000.0,0.1196148544549942,0.2,-0.011109122389461846,0.9376038908958435,-24.39425684375,0.0002,0.6112701114267111,620,0.073828125,0.9307843670248985
808,32768,64,40,0.009268774,-4.0572861433029175,1000.0,0.2042972296476364,0.2,-0.00748764299787581,0.9355158805847168,-24.39425684375,0.0002,0.6503462858498097,630,0.0939453125,0.975519735366106
820,33280,65,40,0.0077146776,-4.05361955165863,1000.0,0.03148651123046875,0.2,-0.014355599135160445,0.9348458051681519,-24.429774606060604,0.0002,0.42415769398212433,640,0.0875,0.9685977473855019
831,33792,66,40,0.00932825,-4.052562272548675,1000.0,0.1811397820711136,0.2,0.003550701728090644,0.9344063997268677,-24.429774606060604,0.0002,1.1982290752232074,650,0.175390625,0.9263676106929779
