time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/learning_rate,train/entropy_loss,train/value_loss,train/approx_kl,train/clip_fraction
399,223232,109,558,500.0,500.0,-0.00032535508944420144,0.0029255622066557407,0.2,-5.284595966339111,1080,0.0003,-0.25568925687111915,3.190759372273533e-07,0.001455691,0.008056640625
400,225280,110,562,500.0,500.0,-2.356537152081728e-07,-0.005750645417720079,0.2,-2.0069868564605713,1090,0.0003,-0.24541392764076592,1.3104591118917596e-07,0.0023387377,0.01103515625
401,227328,111,566,500.0,500.0,-0.0008673772739712149,0.0005361029179766774,0.2,-1.8585724830627441,1100,0.0003,-0.2725459851324558,7.071756107279725e-06,0.0068063564,0.044189453125
402,229376,112,570,500.0,500.0,-0.0012599431269336493,-0.014236501418054104,0.2,-0.764089822769165,1110,0.0003,-0.27882939055562017,4.349462471964216e-07,0.0031720751,0.028564453125
403,231424,113,573,500.0,500.0,3.2766946242190896e-05,0.005573387257754803,0.2,-1.4923968315124512,1120,0.0003,-0.2643267542589456,1.6033982092267252e-06,0.00084675616,0.01396484375
404,233472,114,577,500.0,500.0,-0.0019247249991167336,0.007099876645952463,0.2,-0.7399411201477051,1130,0.0003,-0.2707415177486837,1.3670253346731443e-05,0.0041730534,0.036376953125
405,235520,115,580,500.0,500.0,-0.0008083641849225387,-0.0003955474530812353,0.2,-0.822451114654541,1140,0.0003,-0.2582114278804511,1.0112257172067984e-06,0.001262967,0.01337890625
406,237568,116,584,500.0,500.0,-0.0030973503191489725,0.004119394812732935,0.2,-0.6687103509902954,1150,0.0003,-0.2640024760738015,2.182671551054227e-07,0.004795335,0.050048828125
407,239616,117,587,500.0,500.0,-0.001576320783351548,-0.0012573756976053119,0.2,-0.5396155118942261,1160,0.0003,-0.2539134561549872,2.411562292081726e-07,0.0013692282,0.0146484375
408,241664,118,591,500.0,500.0,-0.0008138662436977029,0.0031590473372489214,0.2,-0.5427215099334717,1170,0.0003,-0.2649344364181161,1.297327462168596e-05,0.0012716372,0.02373046875
409,243712,119,595,500.0,500.0,-0.0005452565528685227,-0.007272813934832811,0.2,-1.3910775184631348,1180,0.0003,-0.25114834513515233,1.4946456303732702e-07,0.0006722269,0.026220703125
410,245760,120,599,500.0,500.0,-0.00017974704969674348,0.0019989206921309233,0.2,-1.2086310386657715,1190,0.0003,-0.23815354681573808,1.1503885843922035e-07,0.0019822181,0.015869140625
411,247808,121,602,500.0,500.0,-6.727575382683426e-05,0.005607705097645521,0.2,-1.7192208766937256,1200,0.0003,-0.23128613773733378,4.95680360188544e-06,0.002866434,0.01171875
412,249856,122,606,500.0,500.0,-0.0007113272236892954,-0.0109211141243577,0.2,-1.7892968654632568,1210,0.0003,-0.24876815914176403,4.6053453317540516e-05,0.001381036,0.039013671875
413,251904,123,609,500.0,500.0,9.786836744751781e-05,-0.008167042396962643,0.2,-0.7405234575271606,1220,0.0003,-0.2592522327788174,1.1369324965926353e-07,0.0028301217,0.021826171875
414,253952,124,612,500.0,500.0,0.000444225559476763,-0.01201979722827673,0.2,-0.4499633312225342,1230,0.0003,-0.24053231151774526,1.28858081893668e-07,0.0026384688,0.013916015625
415,256000,125,616,500.0,500.0,0.00014973126526456325,0.007144172675907612,0.2,-0.7004328966140747,1240,0.0003,-0.24067729501985013,9.966733216515422e-08,0.0004505487,0.01044921875
416,258048,126,619,500.0,500.0,-0.0007754958933219314,0.024386892095208168,0.2,-1.024439811706543,1250,0.0003,-0.2681196919642389,1.7219618086983246e-07,0.007459547,0.054931640625
417,260096,127,622,500.0,500.0,-0.001249849957821425,0.00664713466539979,0.2,-1.8739676475524902,1260,0.0003,-0.27025700006633996,6.931841255664039e-07,0.0044149207,0.04091796875
418,262144,128,626,500.0,500.0,-0.002625817037187517,-0.006899354048073292,0.2,-1.488464117050171,1270,0.0003,-0.27980307876132426,2.176994314595504e-07,0.0041663893,0.05859375
419,264192,129,629,500.0,500.0,-0.0005439484171802178,7.716780964983627e-05,0.2,-1.3585050106048584,1280,0.0003,-0.2584170782007277,3.0990966024546653e-07,0.0009701906,0.014306640625
420,266240,130,633,500.0,500.0,-0.0015361376630607993,-0.0044541615061461926,0.2,-0.7198439836502075,1290,0.0003,-0.2439184385817498,4.934261568223519e-07,0.0022600596,0.018115234375
421,268288,131,636,500.0,500.0,-0.000630990750505589,0.0023330766707658768,0.2,-1.0979135036468506,1300,0.0003,-0.27123994785360994,6.567923156808319e-06,0.0011425514,0.027587890625
422,270336,132,640,500.0,500.0,-0.00038145614380482586,0.007011468056589365,0.2,-2.097163438796997,1310,0.0003,-0.2679701158311218,1.2006271958853177e-07,0.0006943039,0.019775390625
423,272384,133,643,500.0,500.0,-0.0010228490544250235,0.007027172949165106,0.2,-0.6698243618011475,1320,0.0003,-0.2576936318539083,2.2834123285520037e-07,0.002963271,0.019775390625
424,274432,134,646,500.0,500.0,-0.0037953262391965835,-0.007190977223217487,0.2,-1.3167169094085693,1330,0.0003,-0.26067235763184726,2.711835065838386e-07,0.003807834,0.061669921875
425,276480,135,650,500.0,500.0,-0.0009579268429661169,-0.008719687350094318,0.2,-1.6306374073028564,1340,0.0003,-0.24603124600835144,6.602130787314308e-06,0.0015083284,0.01328125
425,278528,136,653,500.0,500.0,0.00015870517527218908,0.007220287341624498,0.2,-2.076221227645874,1350,0.0003,-0.2661015931516886,1.7027617786880002e-07,0.0035158996,0.03759765625
426,280576,137,657,500.0,500.0,-0.0005587745195953176,0.005337403155863285,0.2,-2.1363229751586914,1360,0.0003,-0.26341152475215496,7.434622489199682e-07,0.0008249383,0.00791015625
427,282624,138,660,500.0,500.0,-0.00046984014188637956,0.016272690147161484,0.2,-4.710683822631836,1370,0.0003,-0.25351860746741295,7.518131269534933e-06,0.001975146,0.00908203125
428,284672,139,664,500.0,500.0,-0.003142240201123059,-0.004193118307739496,0.2,-2.1394481658935547,1380,0.0003,-0.2608828582800925,2.5259932064614078e-05,0.00542619,0.0494140625
429,286720,140,667,500.0,500.0,-0.0003300510987173766,-0.0026120347902178764,0.2,-2.573117733001709,1390,0.0003,-0.27550530387088656,8.946581999680348e-08,0.0043667424,0.047607421875
430,288768,141,670,500.0,500.0,-0.0019734161614906043,0.01173684373497963,0.2,-4.181783676147461,1400,0.0003,-0.26347652650438247,8.318855009292747e-08,0.0031098472,0.03134765625
431,290816,142,674,500.0,500.0,-0.0006823431584052741,6.71467132633552e-05,0.2,-5.469453811645508,1410,0.0003,-0.25245007807388903,7.200530660611548e-08,0.0019895094,0.01572265625
432,292864,143,677,500.0,500.0,-0.0025373160024173558,-0.0003752606571651995,0.2,-2.4959793090820312,1420,0.0003,-0.2601520614232868,1.8172500125501757e-05,0.0036739788,0.044970703125
432,294912,144,681,500.0,500.0,-9.102385374717414e-05,0.007573225069791079,0.2,-1.6754987239837646,1430,0.0003,-0.25487675187177955,6.1424489359751535e-06,0.0012127223,0.023681640625
