rollout/ep_rew_mean,train/learning_rate,train/n_updates,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/loss,rollout/exploration_rate
-170.99606925,0.0001,66,366,506,4,91.5,0,1.5864307880401611,0.9930460000000004
-169.286591375,0.0001,157,731,583,8,91.375,1,2.055920362472534,0.9861110000000004
-181.430198,0.0001,254,1118,616,12,93.16666666666667,1,7.764594554901123,0.9787579999999999
-185.08375962499997,0.0001,344,1479,632,16,92.4375,2,3.928980588912964,0.9718989999999998
-174.40168779999996,0.0001,433,1834,640,20,91.7,2,1.3378734588623047,0.965154
-173.33241016666668,0.0001,522,2190,645,24,91.25,3,1.6846411228179932,0.9583899999999995
-170.71984835714287,0.0001,623,2593,650,28,92.60714285714286,3,1.4517039060592651,0.9507329999999998
-162.3773109375,0.0001,735,3042,652,32,95.0625,4,4.1488356590271,0.9422020000000002
-164.1312797777778,0.0001,854,3518,654,36,97.72222222222223,5,3.318190574645996,0.9331579999999996
-164.810859575,0.0001,963,3953,654,40,98.825,6,3.914130687713623,0.9248930000000003
-154.96876111363633,0.0001,1100,4502,655,44,102.31818181818181,6,0.6537207365036011,0.9144619999999999
-161.5654081875,0.0001,1190,4864,656,48,101.33333333333333,7,4.207007884979248,0.9075840000000004
-167.21856442307688,0.0001,1303,5313,653,52,102.17307692307692,8,1.068047046661377,0.8990529999999998
-167.99722930357143,0.0001,1414,5758,654,56,102.82142857142857,8,1.2055648565292358,0.8905980000000003
-168.07805843333333,0.0001,1541,6265,655,60,104.41666666666667,9,4.457528114318848,0.8809649999999996
-172.0916270625,0.0001,1643,6676,654,64,104.3125,10,1.1040198802947998,0.8731559999999997
-175.12425735294119,0.0001,1749,7098,654,68,104.38235294117646,10,2.587583541870117,0.8651380000000002
-173.659181375,0.0001,1848,7495,655,72,104.09722222222223,11,1.0368950366973877,0.8575950000000006
-174.9010550131579,0.0001,1946,7885,656,76,103.75,12,4.606537818908691,0.8501850000000004
-177.86594180000003,0.0001,2047,8292,657,80,103.65,12,0.7890533208847046,0.8424519999999995
-180.07432583333335,0.0001,2144,8680,657,84,103.33333333333333,13,3.454326629638672,0.8350799999999996
-180.650367125,0.0001,2291,9266,654,88,105.29545454545455,14,0.6861064434051514,0.8239460000000001
-178.93035415217392,0.0001,2405,9721,652,92,105.66304347826087,14,0.7864100933074951,0.8153010000000004
-175.30305545833335,0.0001,2515,10163,651,96,105.86458333333333,15,0.8999140858650208,0.8069030000000004
-172.26315718000006,0.0001,2620,10582,649,100,105.82,16,2.4989399909973145,0.7989420000000004
-171.40469881,0.0001,2716,10968,648,104,106.02,16,0.9674057364463806,0.7916080000000004
-169.73973807000002,0.0001,2852,11512,646,108,107.81,17,3.5549378395080566,0.7812719999999995
-171.59164879999997,0.0001,2962,11950,645,112,108.32,18,0.9711087942123413,0.7729499999999997
-168.93596217000007,0.0001,3087,12450,643,116,109.71,19,0.5014938116073608,0.7634499999999997
-170.5450672,0.0001,3199,12898,642,120,110.64,20,0.6043109893798828,0.7549379999999997
-168.22127598,0.0001,3316,13365,640,124,111.75,20,0.7894368171691895,0.7460649999999998
-167.84155740999998,0.0001,3438,13856,639,128,112.63,21,1.306227684020996,0.7367360000000005
-167.31042686,0.0001,3556,14326,638,132,112.84,22,0.5208942890167236,0.727806
-167.11638422,0.0001,3701,14907,635,136,113.89,23,1.0623979568481445,0.7167669999999999
-164.61783337,0.0001,3809,15339,633,140,113.86,24,0.8079731464385986,0.7085590000000002
-165.88231545,0.0001,4195,16881,609,144,123.79,27,1.2287120819091797,0.6792610000000003
-163.21346909000002,0.0001,4344,17477,607,148,126.13,28,1.0228623151779175,0.6679369999999997
-158.85210143000003,0.0001,4481,18025,605,152,127.12,29,1.4895455837249756,0.6575249999999998
-156.08683759000002,0.0001,4669,18778,602,156,130.2,31,5.913942337036133,0.6432179999999997
-152.38061952,0.0001,4806,19326,600,160,130.61,32,0.4449225068092346,0.6328059999999998
-146.71481637000002,0.0001,4930,19824,598,164,131.48,33,0.7471737861633301,0.6233439999999999
-140.13400513000002,0.0001,5109,20538,595,168,134.4,34,1.0187510251998901,0.609778
-139.60879803,0.0001,5219,20980,593,172,134.85,35,1.2629767656326294,0.60138
-135.83505078,0.0001,5550,22303,572,176,144.18,38,3.3175926208496094,0.5762429999999997
-130.60706137,0.0001,5733,23036,569,180,147.44,40,0.7987983226776123,0.562316
-124.76358821000002,0.0001,5857,23530,568,184,148.5,41,1.6468679904937744,0.5529300000000001
-121.08436967,0.0001,6050,24303,566,188,150.37,42,4.456909656524658,0.5382429999999997
-120.14900750999999,0.0001,6213,24955,564,192,152.34,44,0.7172058820724487,0.525855
-120.87730945000001,0.0001,6380,25621,563,196,154.58,45,1.9294397830963135,0.513201
-121.37585276999998,0.0001,6563,26356,563,200,157.74,46,0.6283679008483887,0.49923600000000024
-117.69649327,0.0001,6724,26998,564,204,160.3,47,3.194185256958008,0.48703799999999964
-114.45400006000004,0.0001,6919,27778,562,208,162.66,49,0.5189458131790161,0.4722179999999996
-111.12060216,0.0001,7237,29052,555,212,171.02,52,0.7922836542129517,0.44801199999999963
-111.84155487,0.0001,7408,29734,554,216,172.84,53,0.5073357820510864,0.4350540000000004
-107.99518946000002,0.0001,7707,30929,552,220,180.31,55,0.6270459890365601,0.4123490000000004
-106.66164423000002,0.0001,8166,32768,542,224,194.03,60,0.604958713054657,0.37740799999999963
-106.15025456,0.0001,8548,34295,538,228,204.39,63,0.9514777660369873,0.3483949999999997
-103.40758777,0.0001,9335,37441,518,232,231.15,72,0.8694791793823242,0.288621
-97.28805629,0.0001,9829,39417,511,236,245.1,76,0.5642133951187134,0.25107700000000055
-97.25366442999999,0.0001,10070,40382,512,240,250.43,78,3.5894205570220947,0.23274199999999956
-103.36370273,0.0001,10516,42168,507,244,252.87,83,0.5045479536056519,0.19880800000000043
-102.40950672000002,0.0001,10880,43623,503,248,261.46,86,1.262152910232544,0.17116299999999962
-98.38942734,0.0001,11656,46725,485,252,287.0,96,0.4562091827392578,0.1122249999999998
-101.60085871999998,0.0001,12359,49539,468,256,307.61,105,0.5536211729049683,0.05875900000000012
-101.78331946000002,0.0001,12778,51214,464,260,318.88,110,0.4821788966655731,0.05
-103.81828270000001,0.0001,13076,52407,463,264,325.83,113,0.6043724417686462,0.05
-106.90680634,0.0001,13421,53788,463,268,332.5,116,1.038719654083252,0.05
-107.59877667000002,0.0001,13807,55329,461,272,343.49,119,0.9746696949005127,0.05
-105.53518725000002,0.0001,14276,57207,455,276,349.04,125,0.5777876973152161,0.05
-98.67520445,0.0001,14800,59301,450,280,362.65,131,0.4560653567314148,0.05
-95.20668827,0.0001,15094,60480,449,284,369.5,134,1.1707220077514648,0.05
-92.98695099999999,0.0001,15532,62232,445,288,379.29,139,0.5450594425201416,0.05
-89.47026955999999,0.0001,16013,64155,437,292,392.0,146,0.6462692022323608,0.05
-82.27667296,0.0001,16426,65805,436,296,401.84,150,1.3403151035308838,0.05
-80.22454697999999,0.0001,16867,67571,433,300,412.15,156,0.6317700147628784,0.05
-76.46703029,0.0001,17396,69685,429,304,426.87,162,1.322489619255066,0.05
-78.41601077,0.0001,17803,71316,428,308,435.38,166,0.3871350884437561,0.05
-75.95392169,0.0001,18024,72197,428,312,431.45,168,1.0892170667648315,0.05
-73.64300021000001,0.0001,18294,73277,428,316,435.43,171,0.8902369737625122,0.05
-73.67487567,0.0001,18732,75031,426,320,441.02,175,0.489713191986084,0.05
-65.57211953000001,0.0001,19414,77759,422,324,449.91,184,0.499748557806015,0.05
-66.76164082999999,0.0001,19666,78768,422,328,444.73,186,0.5777121782302856,0.05
-66.10544803,0.0001,20045,80284,422,332,428.43,190,0.7870321869850159,0.05
-68.64732527000001,0.0001,20535,82244,419,336,428.27,196,0.7424479722976685,0.05
-65.81061585,0.0001,20771,83185,419,340,428.03,198,0.6234877109527588,0.05
-56.201056799999996,0.0001,21399,85700,413,344,435.32,207,0.7655137181282043,0.05
-49.51360447,0.0001,22005,88121,410,348,444.98,214,0.5375831127166748,0.05
-51.683271569999995,0.0001,22800,91304,404,352,445.79,225,0.2865588366985321,0.05
-47.41433259,0.0001,23114,92560,405,356,430.21,228,3.0333850383758545,0.05
-46.728024989999994,0.0001,23748,95093,400,360,438.79,237,0.41778236627578735,0.05
-37.28382363,0.0001,24083,96434,401,364,440.27,240,0.5281338095664978,0.05
-35.95046733,0.0001,24928,99813,396,368,460.25,251,0.5062947273254395,0.05
-32.32376065,0.0001,25517,102170,394,372,468.41,259,0.5333727598190308,0.05
-30.409410599999998,0.0001,25750,103101,395,376,458.94,261,0.5010257959365845,0.05
-35.74465951,0.0001,26379,105619,391,380,463.18,269,0.83564692735672,0.05
-36.72620196,0.0001,26835,107441,390,384,469.61,275,0.8882429599761963,0.05
-38.04257026,0.0001,27294,109279,389,388,470.47,280,4.098515510559082,0.05
-41.88362781,0.0001,28128,112614,386,392,484.59,291,0.7444301843643188,0.05
-49.59840279,0.0001,28946,115886,381,396,500.81,303,0.28646713495254517,0.05
-49.982997609999984,0.0001,29782,119231,379,400,516.6,313,0.19362542033195496,0.05
-55.02430254000001,0.0001,30782,123231,376,404,535.46,327,0.29734158515930176,0.05
-54.88870393,0.0001,31408,125736,374,408,544.2,335,0.4176686406135559,0.05
-53.777185870000004,0.0001,32227,129010,371,412,568.13,347,0.46982505917549133,0.05
-49.52487591,0.0001,32739,131058,370,416,577.81,353,0.48886382579803467,0.05
-48.73212903,0.0001,33536,134247,369,420,592.16,363,0.45087456703186035,0.05
-56.62307118999999,0.0001,34536,138247,367,424,604.88,375,1.0860217809677124,0.05
-52.41556353,0.0001,35347,141489,364,428,627.21,388,0.4026784300804138,0.05
-51.25507868,0.0001,36028,144214,364,432,639.3,395,0.48450273275375366,0.05
-51.18732003,0.0001,36625,146604,363,436,643.6,403,0.4647471308708191,0.05
-52.86254464,0.0001,37417,149771,361,440,665.86,413,0.9999885559082031,0.05
-55.10748686,0.0001,38417,153771,359,444,680.71,428,0.7354151606559753,0.05
-58.698943600000014,0.0001,39417,157771,357,448,696.5,441,0.31306424736976624,0.05
-52.09235834000001,0.0001,40176,160806,356,452,695.02,451,0.4250122308731079,0.05
