time/fps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std,train/entropy_loss,train/clip_fraction,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/clip_range
216,-113.1661065483871,104,11,22528,711.8064516129032,100,0.24450010061264038,-0.0037394301645690574,0.963525652885437,-5.531392496824265,0.016455078125,1.7783998250961304,0.0003,38.97538087219,0.00562438,0.2
222,-112.49661618181817,110,12,24576,719.3333333333334,110,0.7205923497676849,-0.01385735374642536,0.9595414400100708,-5.517999762296677,0.052880859375,0.1373482346534729,0.0003,15.625946430512704,0.0064277486,0.2
228,-111.80052270588236,116,13,26624,745.2352941176471,120,0.7059723436832428,-0.006167651439318434,0.9561473727226257,-5.496863166987896,0.085595703125,7.963411808013916,0.0003,15.395257852366194,0.0050796256,0.2
233,-114.40264743243245,122,14,28672,772.7027027027027,130,-0.1313493251800537,-0.010053623543353752,0.9494855403900146,-5.47508469671011,0.1263671875,0.00716795027256012,0.0003,0.13506191648775712,0.011467682,0.2
237,-113.77915052631579,129,15,30720,794.4736842105264,140,0.5979922413825989,-0.00354675326962024,0.9493988156318665,-5.46400106549263,0.032177734375,16.07094955444336,0.0003,35.67530610449612,0.0045353738,0.2
238,-113.02680333333333,137,16,32768,815.1282051282051,150,-0.2049769163131714,-0.01604114461952122,0.9331395626068115,-5.422686989605427,0.15712890625,-0.00042873993515968323,0.0003,0.08670256519690156,0.014658113,0.2
239,-111.98911054999999,145,17,34816,834.75,160,0.5196681022644043,-0.014929735384066589,0.9145171642303467,-5.34662911593914,0.129638671875,0.023272983729839325,0.0003,0.10032796029699967,0.010972992,0.2
240,-110.09980069047619,153,18,36864,871.1904761904761,170,0.5311240553855896,-0.012307040501036681,0.8980402946472168,-5.273853421211243,0.114892578125,-0.006446355953812599,0.0003,0.08530396078713239,0.009766482,0.2
241,-109.17864760465116,160,19,38912,888.1395348837209,180,0.7635862529277802,-0.010491498658666387,0.8875141143798828,-5.2133872076869014,0.11875,0.010748788714408875,0.0003,0.09810970176476985,0.009558429,0.2
242,-108.37114184444444,168,20,40960,886.4888888888889,190,0.5859758257865906,-0.01710089809494093,0.8772723078727722,-5.167808963358402,0.152490234375,0.019152961671352386,0.0003,0.0820177425048314,0.0149751995,0.2
243,-107.3506316521739,176,21,43008,902.0,200,0.7437222301959991,-0.006069993798155338,0.8748791217803955,-5.140191395580769,0.045556640625,15.432272911071777,0.0003,9.11243176171556,0.005985979,0.2
244,-105.35738139583333,184,22,45056,931.0833333333334,210,0.27802401781082153,-0.01098485803231597,0.8595800399780273,-5.096980971097946,0.122998046875,0.0252024307847023,0.0003,0.09999364645918832,0.0098967925,0.2
245,-104.39537289795918,192,23,47104,944.734693877551,220,0.5475773215293884,-0.012744613064569421,0.8583251237869263,-5.062602399289608,0.09873046875,0.04828411713242531,0.0003,0.22166143122594803,0.008236131,0.2
247,-103.3810621,198,24,49152,957.84,230,0.7644466012716293,-0.012505013108602725,0.8537052869796753,-5.048084522783756,0.106005859375,0.05854114145040512,0.0003,0.15474663677159697,0.009822846,0.2
250,-102.972541,204,25,51200,953.9038461538462,240,0.6589864194393158,-0.012244024261599406,0.8452129364013672,-5.016621463000774,0.11396484375,0.0254787877202034,0.0003,0.14002241019625217,0.009129447,0.2
252,-100.79065892592592,210,26,53248,977.8333333333334,250,-0.08297586441040039,-0.009529338157153688,0.8457463979721069,-4.998789416253567,0.050830078125,0.9839176535606384,0.0003,35.5945255205268,0.006843364,0.2
255,-99.61311476363637,216,27,55296,989.1454545454545,260,0.056197404861450195,-0.008025467804691289,0.835873544216156,-4.977405089139938,0.098095703125,0.07774387300014496,0.0003,0.24109398142900318,0.009379249,0.2
256,-98.52839817857144,223,28,57344,1000.0535714285714,270,0.6395434141159058,-0.014093621339998207,0.8253659009933472,-4.925820654630661,0.13564453125,0.024906471371650696,0.0003,0.12884251434588806,0.009860521,0.2
256,-95.81544646551724,231,29,59392,1020.7413793103449,280,0.6662669479846954,-0.012834646494593472,0.8083518147468567,-4.8588559702038765,0.14287109375,0.06221380829811096,0.0003,0.1823299622396007,0.009066494,0.2
256,-94.51295484745764,239,30,61440,1030.5593220338983,290,0.7973294258117676,-0.014360592846060172,0.8053057193756104,-4.810698473453522,0.14921875,0.05486264079809189,0.0003,0.17967675551772117,0.0127946595,0.2
256,-92.9914957,247,31,63488,1040.05,300,0.7764983773231506,-0.011159472283907235,0.7943754196166992,-4.775115647912026,0.107373046875,0.06830286979675293,0.0003,0.16819286500103772,0.009747092,0.2
256,-91.63505262295081,255,32,65536,1049.2295081967213,310,0.8245940506458282,-0.012438452523201703,0.7894009947776794,-4.734440061450004,0.138427734375,0.08596508204936981,0.0003,0.18349511260166765,0.013737409,0.2
256,-88.25533582539681,263,33,67584,1066.7142857142858,320,0.8200601190328598,-0.015168442696449347,0.7805623412132263,-4.700030249357224,0.14296875,0.05609670653939247,0.0003,0.1786002989858389,0.013582654,0.2
256,-86.5493503125,270,34,69632,1075.046875,330,0.8381351232528687,-0.012229003827087581,0.7732436060905457,-4.660982708632946,0.12138671875,0.15736006200313568,0.0003,0.2396523157134652,0.011598935,0.2
257,-84.53558572307692,278,35,71680,1083.123076923077,340,0.8937021717429161,-0.01262270238075871,0.7690574526786804,-4.631619620323181,0.129296875,0.07203887403011322,0.0003,0.19661699081771075,0.012627228,0.2
257,-80.58574759701493,286,36,73728,1098.55223880597,350,0.8713921308517456,-0.013502911376417615,0.7561728358268738,-4.583793097734452,0.127001953125,0.06874267756938934,0.0003,0.24872890249826013,0.0093923565,0.2
258,-78.60255436764706,293,37,75776,1105.9264705882354,360,0.8733535259962082,-0.01212883295083884,0.7492580413818359,-4.533905577659607,0.131591796875,0.24944628775119781,0.0003,0.2752628817688674,0.012790756,0.2
259,-76.70528998550725,299,38,77824,1113.0869565217392,370,0.8993960916996002,-0.01174128450511489,0.7395431995391846,-4.491686125099659,0.13076171875,0.14682841300964355,0.0003,0.2764119801111519,0.010946924,0.2
261,-74.50808722857143,305,39,79872,1120.0428571428572,380,0.8283613622188568,-0.010137798642972484,0.7301762700080872,-4.43448528945446,0.11279296875,0.18423926830291748,0.0003,0.33679714971221986,0.010067161,0.2
263,-70.06774341666667,311,40,81920,1133.375,390,0.8501623570919037,-0.016171490421402267,0.7151579260826111,-4.367316538095475,0.1572265625,0.10734377056360245,0.0003,0.2897134123835713,0.014119178,0.2
263,-69.39341615068493,318,41,83968,1136.8219178082193,400,0.882928378880024,-0.015335744593176059,0.706179141998291,-4.299654878675938,0.16064453125,0.1985652893781662,0.0003,0.3618685141671449,0.012229865,0.2
263,-69.768703,326,42,86016,1112.078947368421,410,0.7155141830444336,-0.007206218520877883,0.7048854827880859,-4.272986720502376,0.105224609375,1.6749260425567627,0.0003,6.9486700354143975,0.010913526,0.2
263,-65.36449358974359,333,43,88064,1124.5897435897436,420,0.7106539607048035,-0.005695761097013019,0.7043560743331909,-4.266029892861843,0.032763671875,10.526741027832031,0.0003,60.182848415523765,0.0059699165,0.2
263,-65.89939535802469,341,44,90112,1100.7407407407406,430,0.6955540180206299,-0.011126478292862885,0.6954780220985413,-4.236397118866444,0.118115234375,0.2355431765317917,0.0003,0.8955867606215179,0.010483975,0.2
263,-67.97364716853933,349,45,92160,1032.426966292135,440,0.75543013215065,-0.005791112291626632,0.6967949867248535,-4.215597362816334,0.06220703125,29.962467193603516,0.0003,52.296609704196456,0.0049938513,0.2
263,-69.60349379787233,357,46,94208,992.7234042553191,450,0.7407494783401489,-0.007569419435458258,0.6975107192993164,-4.222716635465622,0.03857421875,11.752157211303711,0.0003,159.3664279162884,0.0059172944,0.2
263,-67.47549819999999,365,47,96256,999.1157894736842,460,0.8265478610992432,-0.0081298519478878,0.6971440315246582,-4.223227648437023,0.050244140625,86.95681762695312,0.0003,76.03187410831451,0.005884468,0.2
263,-65.03898611340205,372,48,98304,1010.2164948453608,470,0.09990197420120239,-0.008400377273210325,0.6970369219779968,-4.220641995966434,0.1501953125,0.3505517840385437,0.0003,1.241745203640312,0.012085647,0.2
263,-64.54962386734692,380,49,100352,1014.0102040816327,480,0.5639237761497498,-0.005603756118216552,0.6927111148834229,-4.207814908027649,0.071826171875,7.079397201538086,0.0003,27.702757315896452,0.0077510495,0.2
264,-62.640873474747465,387,50,102400,1019.929292929293,490,0.8136704713106155,-0.006744455578154884,0.6915355324745178,-4.192237475514412,0.093505859375,6.715961933135986,0.0003,9.745333562605083,0.007894281,0.2
265,-60.127927700000015,392,51,104448,1035.63,500,0.773353323340416,-0.012150014771032147,0.6852436065673828,-4.164444586634636,0.14140625,0.28592899441719055,0.0003,1.1799110650084912,0.011553726,0.2
266,-59.43381774,398,52,106496,1031.37,510,0.8958557546138763,-0.00477357432973804,0.6850110292434692,-4.14907601326704,0.059130859375,2.2494797706604004,0.0003,11.458017866313458,0.006712653,0.2
268,-54.89814390999999,404,53,108544,1046.78,520,0.9557216390967369,-0.00540785686171148,0.6803625822067261,-4.132914254069329,0.105810546875,0.25112542510032654,0.0003,4.494159223046154,0.010260878,0.2
268,-52.52785206999999,411,54,110592,1062.08,530,0.6780120432376862,-0.008427125470188913,0.6803795695304871,-4.118719412386417,0.145654296875,0.17723055183887482,0.0003,0.7788243306800723,0.010520358,0.2
