train/learning_rate,time/fps,train/loss,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,train/n_updates
0.0001,488,1.2573750019073486,-151.20237625,4,301,0,0.9942810000000001,75.25,50
0.0001,585,4.2221479415893555,-115.341078625,8,666,1,0.9873460000000001,83.25,141
0.0001,617,0.8239535689353943,-155.90771625,12,1081,1,0.979461,90.08333333333333,245
0.0001,636,0.9276745319366455,-183.3014804375,16,1491,2,0.9716709999999996,93.1875,347
0.0001,646,1.0031273365020752,-185.2430013,20,1832,2,0.965192,91.6,432
0.0001,650,0.9487497806549072,-186.99415875,24,2249,3,0.9572689999999999,93.70833333333333,537
0.0001,654,3.717954158782959,-172.04584075000002,28,2574,3,0.9510939999999997,91.92857142857143,618
0.0001,656,0.8175959587097168,-168.93113909375,32,2962,4,0.9437219999999996,92.5625,715
0.0001,656,1.4209867715835571,-173.03363341666667,36,3363,5,0.9361029999999999,93.41666666666667,815
0.0001,656,3.950395345687866,-169.85189987500002,40,3745,5,0.928845,93.625,911
0.0001,657,0.7426910400390625,-175.09099472727274,44,4181,6,0.9205610000000002,95.02272727272727,1020
0.0001,656,0.5590622425079346,-180.97226902083335,48,4628,7,0.9120679999999997,96.41666666666667,1131
0.0001,588,1.1591849327087402,-184.9053196538462,52,6009,10,0.8858290000000003,115.5576923076923,1477
0.0001,593,1.4989829063415527,-190.86106680357145,56,6502,10,0.8764619999999999,116.10714285714286,1600
0.0001,595,0.6301001310348511,-189.87622753333335,60,6855,11,0.8697550000000001,114.25,1688
0.0001,598,3.91882586479187,-184.14282065625002,64,7224,12,0.8627439999999998,112.875,1780
0.0001,599,1.2873963117599487,-179.80272195588236,68,7633,12,0.854973,112.25,1883
0.0001,601,6.307999610900879,-181.7550577083333,72,8005,13,0.8479050000000004,111.18055555555556,1976
0.0001,603,3.821550130844116,-179.86804565789475,76,8413,13,0.8401529999999999,110.69736842105263,2078
0.0001,604,4.085859298706055,-178.86293765,80,8830,14,0.8322299999999999,110.375,2182
0.0001,605,0.9280269145965576,-176.9750040357143,84,9189,15,0.825409,109.39285714285714,2272
0.0001,605,1.6315102577209473,-174.5191860568182,88,9619,15,0.8172390000000003,109.30681818181819,2379
0.0001,605,1.324371576309204,-176.2941024130435,92,10061,16,0.8088410000000003,109.3586956521739,2490
0.0001,605,1.3701344728469849,-174.38579414583333,96,10494,17,0.8006139999999999,109.3125,2598
0.0001,604,0.8028007745742798,-170.52529427999997,100,11024,18,0.7905440000000005,110.24,2730
0.0001,603,1.3535118103027344,-171.96680980999997,104,11377,18,0.7838369999999995,110.76,2819
0.0001,602,1.1504602432250977,-172.56301527999997,108,11831,19,0.7752110000000004,111.65,2932
0.0001,600,2.843844413757324,-166.65734078000003,112,12395,20,0.7644950000000003,113.14,3073
0.0001,599,1.6699362993240356,-162.86783226,116,12902,21,0.7548619999999996,114.11,3200
0.0001,598,1.112969160079956,-161.15102803000002,120,13370,22,0.7459700000000002,115.38,3317
0.0001,597,0.45567142963409424,-158.82052202,124,13794,23,0.7379140000000006,115.45,3423
0.0001,596,1.043645977973938,-159.78318995,128,14193,23,0.7303329999999998,116.19,3523
0.0001,596,3.807781934738159,-162.34352907,132,14763,24,0.7195029999999996,118.01,3665
0.0001,596,0.5844961404800415,-157.52361589999998,136,15212,25,0.7109719999999999,118.49,3777
0.0001,596,0.8484835624694824,-157.01009041,140,15702,26,0.7016620000000002,119.57,3900
0.0001,595,0.8769017457962036,-152.23427464,144,16207,27,0.6920670000000007,120.26,4026
0.0001,595,0.8410158157348633,-146.4913275,148,16654,27,0.683574,120.26,4138
0.0001,594,0.7691169381141663,-142.39795619,152,17184,28,0.6735040000000005,111.75,4270
0.0001,593,6.124129295349121,-135.68271688,156,17744,29,0.6628640000000003,112.42,4410
0.0001,593,0.36371347308158875,-132.48026246,160,18295,30,0.652395,114.4,4548
0.0001,593,4.00657844543457,-131.87684003,164,18934,31,0.6402539999999999,117.1,4708
0.0001,581,6.972405433654785,-129.63679596,168,20302,34,0.6142620000000003,126.69,5050
0.0001,580,1.045828104019165,-124.85120871000001,172,20946,36,0.6020259999999996,129.41,5211
0.0001,580,0.9612489938735962,-122.69541415999998,176,21500,37,0.5914999999999997,130.87,5349
0.0001,579,0.8798449039459229,-119.98900655999999,180,22054,38,0.5809739999999997,132.24,5488
0.0001,579,0.8942989110946655,-118.54636585000002,184,22616,39,0.5702959999999995,134.27,5628
0.0001,578,4.129660129547119,-117.38068835,188,23294,40,0.5574140000000004,136.75,5798
0.0001,577,1.8399696350097656,-113.21618973999999,192,24023,41,0.5435629999999998,139.62,5980
0.0001,576,0.838487982749939,-113.91495876,196,24669,42,0.5312890000000001,141.75,6142
0.0001,574,0.5702449083328247,-115.56151535000001,200,25541,44,0.5147210000000004,145.17,6360
0.0001,574,4.359635353088379,-112.67336823,204,26161,45,0.5029410000000003,147.84,6515
0.0001,572,6.4846510887146,-113.52756824999999,208,26832,46,0.49019199999999963,150.01,6682
0.0001,566,0.7677223086357117,-114.70188350999999,212,28080,49,0.46648000000000023,156.85,6994
0.0001,550,1.2197567224502563,-113.26180302,216,29926,54,0.43140599999999996,170.24,7456
0.0001,539,1.1137943267822266,-109.55079934,220,31762,58,0.3965219999999998,183.92,7915
0.0001,523,0.7366737127304077,-106.93971258000002,224,33683,64,0.36002299999999976,198.89,8395
0.0001,510,0.5892016291618347,-104.01463464999999,228,36208,70,0.31204799999999977,220.15,9026
0.0001,507,0.8098511695861816,-98.32626338,232,37620,74,0.28522000000000036,228.57,9379
0.0001,500,0.794219970703125,-96.25398897,236,39899,79,0.24191899999999977,246.87,9949
0.0001,484,3.5400352478027344,-94.18228668000002,240,42262,87,0.1970219999999996,265.6,10540
0.0001,473,0.5334043502807617,-94.52497329000003,244,44872,94,0.14743199999999967,286.65,11192
0.0001,455,1.0164341926574707,-92.09198258,248,48479,106,0.07889900000000016,318.25,12094
0.0001,440,0.9626641273498535,-90.86098052000001,252,52479,119,0.05,352.95,13094
0.0001,437,0.42742663621902466,-94.92536583,256,54661,124,0.05,369.17,13640
0.0001,431,0.4901699423789978,-91.82348271,260,57489,133,0.05,391.94,14347
0.0001,423,4.266353607177734,-93.90775810999999,264,60928,143,0.05,419.94,15206
0.0001,418,0.7921890020370483,-96.18280917999999,268,64303,153,0.05,440.01,16050
0.0001,407,0.7140935659408569,-96.57454861999999,272,68303,167,0.05,473.57,17050
0.0001,398,0.6751815676689148,-96.83579655999998,276,72303,181,0.05,508.03,18050
0.0001,392,1.5244946479797363,-98.48796273999999,280,76303,194,0.05,542.49,19050
0.0001,387,1.5259064435958862,-98.63928937999998,284,80303,207,0.05,576.87,20050
0.0001,382,0.6213725805282593,-98.7387635,288,84303,220,0.05,610.09,21050
0.0001,377,0.46089327335357666,-98.81055932999998,292,88303,233,0.05,642.8,22050
0.0001,371,0.46561938524246216,-97.68385699999997,296,92303,248,0.05,676.34,23050
0.0001,368,0.5613711476325989,-93.98521476,300,96067,260,0.05,705.26,23991
0.0001,364,1.2561390399932861,-93.54368784999998,304,100067,274,0.05,739.06,24991
0.0001,361,1.227799415588379,-89.9892292,308,103811,287,0.05,769.79,25927
0.0001,359,0.6677672863006592,-86.90465952000001,312,107328,298,0.05,792.48,26806
0.0001,356,0.6117455959320068,-85.65545938,316,111328,312,0.05,814.02,27806
0.0001,354,0.5600032806396484,-87.29310543000001,320,115328,325,0.05,835.66,28806
0.0001,353,0.46747851371765137,-88.57287746,324,119328,337,0.05,856.45,29806
0.0001,351,0.5098520517349243,-91.88152840999999,328,123328,351,0.05,871.2,30806
0.0001,349,1.4413337707519531,-94.40434699,332,126883,362,0.05,892.63,31695
0.0001,348,0.6044261455535889,-97.69697620000001,336,130883,376,0.05,909.84,32695
0.0001,347,0.5080706477165222,-98.59613178,340,134883,387,0.05,926.21,33695
0.0001,345,3.110234498977661,-99.33712888,344,138883,402,0.05,940.11,34695
0.0001,344,0.7716794610023499,-102.55170864000002,348,142883,415,0.05,944.04,35695
0.0001,344,0.5680289268493652,-103.39403210999998,352,146883,426,0.05,944.04,36695
0.0001,343,0.4679052233695984,-98.96958783999999,356,150883,438,0.05,962.22,37695
0.0001,343,0.44410303235054016,-101.81927641,360,154883,450,0.05,973.94,38695
0.0001,342,4.344122886657715,-101.32402275,364,158883,463,0.05,979.55,39695
0.0001,342,0.5559658408164978,-99.65162348999998,368,162883,475,0.05,985.8,40695
0.0001,342,0.5337321758270264,-99.43877372000001,372,166883,487,0.05,985.8,41695
0.0001,341,0.6864920854568481,-99.35606811999997,376,170883,500,0.05,985.8,42695
0.0001,341,0.40438103675842285,-99.27425893999997,380,174883,511,0.05,985.8,43695
0.0001,340,0.41682639718055725,-98.98951606,384,178883,524,0.05,985.8,44695
0.0001,340,0.4566190838813782,-98.03689200000001,388,182883,537,0.05,985.8,45695
0.0001,339,0.5060293674468994,-95.45520232999999,392,186883,550,0.05,985.8,46695
0.0001,339,0.5206562280654907,-94.11945704000001,396,190883,563,0.05,985.8,47695
0.0001,338,0.4651295244693756,-95.94683614000002,400,194883,575,0.05,988.16,48695
0.0001,339,1.0741468667984009,-95.39571623999998,404,198883,586,0.05,988.16,49695
0.0001,338,1.3422765731811523,-96.27139486,408,202854,598,0.05,990.43,50688
0.0001,338,0.5572799444198608,-96.30309617,412,206854,610,0.05,995.26,51688
0.0001,338,0.340651273727417,-96.08292220000001,416,210854,622,0.05,995.26,52688
