rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/exploration_rate,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/loss
89.75,0,4,0.993179,359,502,-144.2089885,64,0.0001,0.8137058019638062
93.875,1,8,0.985731,751,585,-164.654055625,162,0.0001,1.6660747528076172
94.75,1,12,0.9783970000000001,1137,620,-152.93423491666667,259,0.0001,1.677356481552124
97.3125,2,16,0.9704170000000005,1557,637,-162.8817978125,364,0.0001,6.133686542510986
98.1,3,20,0.9627219999999996,1962,645,-176.35484745000002,465,0.0001,6.791037559509277
99.33333333333333,3,24,0.954704,2384,654,-175.678119625,570,0.0001,1.3904056549072266
101.57142857142857,4,28,0.9459639999999998,2844,654,-191.07764817857142,685,0.0001,3.663898468017578
100.8125,4,32,0.9387059999999999,3226,658,-184.12637828125,781,0.0001,1.0047379732131958
99.86111111111111,5,36,0.9316949999999997,3595,660,-182.69711083333334,873,0.0001,0.8572298288345337
102.05,6,40,0.9224420000000004,4082,660,-193.54374049999998,995,0.0001,3.6899025440216064
103.5909090909091,6,44,0.9133979999999999,4558,660,-187.19433261363636,1114,0.0001,0.7863188982009888
102.97916666666667,7,48,0.9060830000000005,4943,660,-184.4893653125,1210,0.0001,3.8831446170806885
104.90384615384616,8,52,0.8963550000000002,5455,659,-182.60588398076922,1338,0.0001,1.6495862007141113
104.08928571428571,8,56,0.8892490000000005,5829,658,-176.58466223214288,1432,0.0001,0.9882763624191284
103.95,9,60,0.8814970000000002,6237,657,-177.68506958333336,1534,0.0001,0.7911210060119629
103.53125,10,64,0.8741059999999996,6626,654,-172.22420278125,1631,0.0001,1.1634485721588135
116.36764705882354,12,68,0.849653,7913,618,-170.4493569411765,1953,0.0001,4.9262189865112305
115.44444444444444,13,72,0.8420720000000003,8312,618,-175.00858070833334,2052,0.0001,1.6168043613433838
114.82894736842105,14,76,0.8341870000000003,8727,618,-171.37389489473685,2156,0.0001,0.8157020807266235
113.925,14,80,0.8268339999999998,9114,619,-173.47892353749998,2253,0.0001,3.8065567016601562
112.57142857142857,15,84,0.8203359999999996,9456,620,-169.89375158333328,2338,0.0001,0.8289790153503418
111.57954545454545,15,88,0.8134389999999996,9819,621,-168.58114273863637,2429,0.0001,0.9443517923355103
110.56521739130434,16,92,0.8067319999999998,10172,623,-164.54381475,2517,0.0001,1.0236908197402954
110.29166666666667,16,96,0.7988280000000003,10588,624,-163.87515511458332,2621,0.0001,0.7017780542373657
109.91,17,100,0.7911710000000005,10991,623,-164.42941932999997,2722,0.0001,1.2012619972229004
111.05,18,104,0.7821840000000005,11464,623,-163.41217762000002,2840,0.0001,1.28346848487854
112.14,19,108,0.7726649999999999,11965,621,-158.31004686,2966,0.0001,5.569950580596924
113.36,20,112,0.7630129999999998,12473,621,-157.52840945,3093,0.0001,3.6706840991973877
113.66,20,116,0.7544629999999997,12923,621,-156.62118751,3205,0.0001,3.9241819381713867
113.85,21,120,0.746407,13347,621,-154.40220533,3311,0.0001,1.427661657333374
114.17,22,124,0.7377809999999999,13801,620,-154.44096075,3425,0.0001,0.5293335318565369
113.73,22,128,0.7298770000000003,14217,619,-148.99648355000002,3529,0.0001,3.922910213470459
114.56,23,132,0.7210420000000006,14682,619,-147.87598548000003,3645,0.0001,0.5723795890808105
125.59,27,136,0.693074,16154,596,-144.96926547000004,4013,0.0001,0.6355664134025574
