rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/explained_variance,train/policy_gradient_loss
-17.24530409,24,2204,1572864,1062.32,713,0.008503296,-4.530855059623718,21.93547232890851,0.0003,12.750105857849121,230,0.18,0.7512198686599731,0.1530975341796875,0.8829004094004631,4.069877945767075e-06
-4.2329383,25,2298,1638400,1114.3,712,0.008992245,-4.486515784589574,15.395504486578284,0.0003,3.5917956829071045,240,0.18,0.7445812821388245,0.14313507080078125,0.8895911872386932,-0.0014304035845043473
-14.875193280000003,26,2391,1703936,981.94,712,0.00948577,-4.4522702740971,20.262969720413093,0.0003,4.635989189147949,250,0.18,0.7368247509002686,0.144000244140625,0.8801632151007652,0.00010646002162957302
-21.118308889999994,27,2482,1769472,887.8,712,0.009871839,-4.425326001597568,24.820346489347866,0.0003,6.252877235412598,260,0.18,0.7286088466644287,0.1439849853515625,0.8847359269857407,0.0005849853140034611
-6.74102115,28,2574,1835008,998.9,712,0.010251772,-4.366246520867572,34.60354751888663,0.0003,20.353755950927734,270,0.18,0.7217588424682617,0.148223876953125,0.8845276609063148,-0.00022458763469330735
22.845102650000005,29,2666,1900544,1159.35,712,0.009277776,-4.331504019536078,24.387260176549898,0.0003,25.274642944335938,280,0.18,0.7169775366783142,0.15342864990234376,0.8777709230780602,0.00030152202082263103
37.78287027,30,2761,1966080,1197.16,711,0.00978478,-4.2910767666064205,19.222357555408962,0.0003,4.455417633056641,290,0.18,0.7083828449249268,0.15268096923828126,0.870369553565979,-2.728942058638495e-05
34.9217571,31,2857,2031616,1156.22,710,0.009594634,-4.255041777016595,21.317189809062985,0.0003,5.911999225616455,300,0.18,0.7017906308174133,0.15329437255859374,0.8467635363340378,0.0003096707821896416
30.306463759999996,32,2954,2097152,1096.6,709,0.009986298,-4.211060292646289,21.289426311815625,0.0003,0.5405585169792175,310,0.18,0.6881281137466431,0.1570587158203125,0.8911112695932388,0.0005873842914752459
35.50936618,33,3048,2162688,1074.48,709,0.010750664,-4.143697827728465,27.608238089809312,0.0003,23.797142028808594,320,0.18,0.6806363463401794,0.16091156005859375,0.8788068890571594,0.0005821748523203496
62.98860657000001,34,3142,2228224,1172.76,709,0.009346109,-4.086357584083453,22.704282462815172,0.0003,14.00102710723877,330,0.18,0.6746242642402649,0.1636444091796875,0.8892348259687424,-3.943355200135557e-05
65.43417689,35,3233,2293760,1182.63,709,0.009202522,-4.043959644949064,19.32227213967417,0.0003,0.3768855035305023,340,0.18,0.6658661365509033,0.153515625,0.8816919028759003,0.00019162189589678747
74.78739987,36,3327,2359296,1227.54,709,0.012047652,-3.99639578461647,30.02623285870941,0.0003,3.6804511547088623,350,0.18,0.6574493050575256,0.17238922119140626,0.8806938454508781,0.0010096392117020514
86.40735241,37,3420,2424832,1260.68,708,0.0094912965,-3.95219436022453,16.517938655178295,0.0003,0.33207833766937256,360,0.18,0.6508355736732483,0.15902099609375,0.8958957344293594,-0.0005134408729418283
96.2758137,38,3512,2490368,1284.18,708,0.009862232,-3.9019183163763955,19.595001111659805,0.0003,9.510393142700195,370,0.18,0.6419396996498108,0.16064910888671874,0.8615937978029251,0.00027069237626164977
104.91947018,39,3603,2555904,1295.31,709,0.009609863,-3.8575921526178716,17.201116106458358,0.0003,0.9983566999435425,380,0.18,0.6361362338066101,0.156121826171875,0.8802355974912643,0.0001633057089520662
113.57873452000001,40,3697,2621440,1321.47,708,0.009693371,-3.8214539697859435,24.259997977854802,0.0003,2.0071496963500977,390,0.18,0.6293315887451172,0.15688018798828124,0.8594327718019485,0.0010864566778082008
131.8173717,41,3789,2686976,1387.45,708,0.009232952,-3.7711827752180396,13.68223328468448,0.0003,0.5266856551170349,400,0.18,0.622242271900177,0.15595550537109376,0.884048268198967,0.0003907471204001922
132.24894493999997,42,3885,2752512,1369.67,708,0.009981358,-3.7170415843371303,10.900053455829038,0.0003,13.733353614807129,410,0.18,0.6121081113815308,0.1645721435546875,0.8621309101581573,-0.00011599427753026248
117.56989867,43,3978,2818048,1267.48,708,0.0102000125,-3.66450044719968,17.362060933522297,0.0003,33.583335876464844,420,0.18,0.6061249375343323,0.16934814453125,0.8820161521434784,0.0003962999381883492
124.76258683000002,44,4072,2883584,1270.46,708,0.012189001,-3.616603929316625,24.91613708175719,0.0003,70.92314910888672,430,0.18,0.6003273129463196,0.180120849609375,0.893996886909008,0.001440274357423732
151.98047994,45,4165,2949120,1370.47,708,0.009799987,-3.574319020146504,15.538919109033305,0.0003,2.1073157787323,440,0.18,0.5938380360603333,0.1697509765625,0.8870700001716614,0.0010862538228138875
164.15686388000003,46,4257,3014656,1419.38,708,0.011249345,-3.5340128977783025,16.88168729991012,0.0003,3.9754340648651123,450,0.18,0.5849651098251343,0.170855712890625,0.848814457654953,0.0006118670588080022
170.56582424,47,4350,3080192,1439.21,708,0.010085286,-3.4761973281623795,16.343168121894998,0.0003,7.688599586486816,460,0.18,0.5806090235710144,0.17132110595703126,0.8522716015577316,0.0007755839367064255
162.19766407999998,48,4503,3145728,1395.7,698,0.01111296,-3.458465099171735,20.58344853117014,0.0003,0.333093523979187,470,0.18,0.5763813853263855,0.16808929443359374,0.8635748624801636,0.001868873000853455
175.17751285999998,49,4645,3211264,1430.09,691,0.01075941,-3.409803596721031,20.008246176991086,0.0003,4.594094753265381,480,0.18,0.5681304931640625,0.17525482177734375,0.8676761090755463,0.0010810694693191181
199.53730267000003,50,4782,3276800,1506.92,685,0.010518096,-3.3544774251058698,13.784638680584612,0.0003,2.5691978931427,490,0.18,0.5595552921295166,0.16486663818359376,0.8322058618068695,-0.00018833131030078222
201.71983795999998,51,4925,3342336,1491.08,678,0.009202619,-3.2782008378533645,3.8401743049776997,0.0003,0.1474849432706833,500,0.18,0.5486719012260437,0.1526336669921875,0.8536820262670517,-0.0008584143967027558
190.12426982,52,5066,3407872,1422.78,672,0.009714253,-3.21887253371533,11.136766410016572,0.0003,23.9721622467041,510,0.18,0.5420827865600586,0.15391082763671876,0.856067031621933,0.0001426470408887326
155.50977253,53,5188,3473408,1271.85,669,0.012732761,-3.1668890060391277,21.337418840665485,0.0003,3.3662478923797607,520,0.18,0.5347298383712769,0.18736419677734376,0.840784877538681,0.0012725719604759433
170.89014108,54,5303,3538944,1318.7,667,0.0166088,-3.14107640394941,48.94681615413283,0.0003,39.85978317260742,530,0.18,0.531535267829895,0.20863494873046876,0.8606348782777786,0.002148808043466488
212.60969416,55,5418,3604480,1454.42,665,0.013204963,-3.089681597822346,23.376420234536635,0.0003,16.679853439331055,540,0.18,0.5248051881790161,0.2086944580078125,0.8550544679164886,0.0028279098283519486
222.55865441999998,56,5537,3670016,1469.59,662,0.011037888,-3.0298536269692704,9.85344442271744,0.0003,0.6817851662635803,550,0.18,0.5162619352340698,0.1771453857421875,0.7600540369749069,0.0014482737539083246
213.61392711999997,57,5655,3735552,1422.3,660,0.011481366,-2.98750916114077,23.8080062084191,0.0003,3.516857385635376,560,0.18,0.511776328086853,0.18822479248046875,0.8200298249721527,0.0015467241053102043
214.53528355000003,58,5770,3801088,1426.57,658,0.012029494,-2.9428451997227967,23.496451283480564,0.0003,38.45598602294922,570,0.18,0.5052628517150879,0.1941986083984375,0.8350940048694611,0.0019312987566308948
232.43398209,59,5887,3866624,1483.2,656,0.013862537,-2.8891340975882485,23.49818479264504,0.0003,15.025303840637207,580,0.18,0.5000486969947815,0.196075439453125,0.8065169453620911,0.0021260983539150404
239.51477767000003,60,5984,3932160,1478.6,657,0.0131575875,-2.8596330429660157,23.308190770441435,0.0003,1.5574641227722168,590,0.18,0.49563467502593994,0.2018707275390625,0.75503309071064,0.0021089916763230576
247.0138435,61,6098,3997696,1486.74,655,0.013844302,-2.837030405248515,32.96406761755643,0.0003,10.20297622680664,600,0.18,0.49307018518447876,0.207061767578125,0.6884625256061554,0.0029391387526175095
251.35275596,62,6247,4063232,1489.89,650,0.012536665,-2.826126519520767,26.33212768858066,0.0003,10.0770902633667,610,0.18,0.49045634269714355,0.19583740234375,0.6207244694232941,0.0025964541437815567
244.30420859000003,63,6396,4128768,1451.54,645,0.012954216,-2.788595626829192,27.85838263196056,0.0003,15.827646255493164,620,0.18,0.4874124825000763,0.20549163818359376,0.5031277537345886,0.00220294621622088
222.68351388,64,6548,4194304,1356.91,640,0.014584765,-2.7722649871138856,39.99007462873997,0.0003,8.4510498046875,630,0.18,0.48399102687835693,0.218145751953125,0.7230791747570038,0.0028284155595429184
233.32146826,65,6696,4259840,1375.28,636,0.014960071,-2.750560294184834,43.634833028551654,0.0003,23.189599990844727,640,0.18,0.48283517360687256,0.222113037109375,0.7789795696735382,0.0031240519445645985
238.08347246000002,66,6841,4325376,1373.26,632,0.01565282,-2.733006287086755,45.624391356052364,0.0003,1.5494415760040283,650,0.18,0.48222094774246216,0.21862335205078126,0.6562914848327637,0.002937669206812643
226.04344755999998,67,6998,4390912,1327.28,627,0.014287015,-2.7228554653469472,57.67309990694048,0.0003,21.259937286376953,660,0.18,0.47998207807540894,0.2152252197265625,0.7784351110458374,0.002766600587983703
219.13038354,68,7142,4456448,1309.61,623,0.016312988,-2.723880735179409,51.2757855536649,0.0003,45.158409118652344,670,0.18,0.479219913482666,0.2317108154296875,0.8021069020032883,0.003190510502054167
217.86663094,69,7292,4521984,1290.13,620,0.016618587,-2.706736944010481,57.03468565694057,0.0003,14.14111328125,680,0.18,0.47898221015930176,0.21682891845703126,0.746578186750412,0.003079437386622885
214.28202932,70,7447,4587520,1265.04,615,0.015470409,-2.7072351587936283,65.14729469512822,0.0003,38.08042907714844,690,0.18,0.4739701747894287,0.22806243896484374,0.7917780429124832,0.0032995952323290113
227.58225049,71,7613,4653056,1307.98,611,0.015436406,-2.6643427933333443,66.4005362527445,0.0003,86.83106994628906,700,0.18,0.47146400809288025,0.22904052734375,0.7441505789756775,0.0027340961025856814
226.21519272,72,7768,4718592,1304.67,607,0.013633378,-2.626929364004172,52.56198925732169,0.0003,34.31354904174805,710,0.18,0.4674075245857239,0.22230682373046876,0.659318208694458,0.0032964967567750136
223.42701348000003,73,7914,4784128,1305.1,604,0.014514894,-2.604272616025992,55.3798365444236,0.0003,21.724811553955078,720,0.18,0.4642605781555176,0.21629180908203124,0.7448108792304993,0.0027970093025032837
234.32534494,74,8061,4849664,1343.75,601,0.014947265,-2.5851798817049714,61.3870505685918,0.0003,3.1229281425476074,730,0.18,0.4639546573162079,0.21657867431640626,0.6974488198757172,0.002987274485622038
212.77504529,75,8216,4915200,1276.5,598,0.014332305,-2.5920775743201374,66.21652280816343,0.0003,78.42933654785156,740,0.18,0.4636896252632141,0.21367034912109376,0.7385005354881287,0.0031008138867036905
205.30665606000002,76,8360,4980736,1238.45,595,0.017899983,-2.5978259288240224,80.07805020260275,0.0003,15.51429557800293,750,0.18,0.46484461426734924,0.2515167236328125,0.8354764878749847,0.004452872376373307
219.97532875999997,77,8514,5046272,1247.91,592,0.015010353,-2.57845082716085,92.36996913506883,0.0003,149.4124755859375,760,0.18,0.45994722843170166,0.23557586669921876,0.7684573531150818,0.003800840223721025
