time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/clip_range,train/std,train/value_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss
131072,3194,-53.593665140000006,64,41,935.13,-0.003830718573590275,630,0.0002,0.005496626,0.2,0.7684358358383179,37.04315338470042,0.04365234375,0.554658830165863,-3.4464998088777064,15.814687728881836
133120,3237,-53.22561106999999,65,41,935.13,-0.0005663967574946582,640,0.0002,0.0036291904,0.2,0.7617189884185791,5.650485785678029,0.023681640625,-0.37273287773132324,-3.432574912905693,1.688873291015625
135168,3284,-52.32730072,66,41,935.13,0.0005806502507766709,650,0.0002,0.006758346,0.2,0.7568361759185791,6.6880798667669294,0.033837890625,0.05474686622619629,-3.408132177591324,4.746882438659668
137216,3328,-51.46607259000001,67,41,935.13,0.000725274530122988,660,0.0002,0.006072703,0.2,0.756957471370697,5.548114009574055,0.044677734375,0.05103784799575806,-3.398630879819393,3.4729089736938477
139264,3373,-51.59111725999999,68,41,928.58,-7.101001683622599e-05,670,0.0002,0.004595398,0.2,0.7492231130599976,7.553512020409107,0.03330078125,0.04023998975753784,-3.384991553425789,1.2769609689712524
141312,3420,-51.543686179999995,69,41,923.68,-0.0014130735871731304,680,0.0002,0.0056732204,0.2,0.745193362236023,18.217450672388075,0.03212890625,0.7002394199371338,-3.362514729052782,2.8181824684143066
143360,3464,-51.34497583,70,41,917.89,-0.0028865375119494275,690,0.0002,0.0047513708,0.2,0.7429901957511902,36.43856940716505,0.03134765625,0.59040966629982,-3.348564148694277,6.760601043701172
145408,3507,-52.17708263999999,71,41,916.42,-0.0021709717097110116,700,0.0002,0.0074690697,0.2,0.7421183586120605,54.855450195074084,0.02548828125,0.612692266702652,-3.343330121785402,17.81940269470215
147456,3552,-50.970308929999995,72,41,918.84,-0.0019084971834672614,710,0.0002,0.0051459996,0.2,0.7411079406738281,37.57283728271723,0.020849609375,0.30999189615249634,-3.340027681738138,6.243026256561279
149504,3595,-50.7286275,73,41,918.84,-0.00040435151749989017,720,0.0002,0.0054429728,0.2,0.74173903465271,4.413641583546996,0.045751953125,0.6715595722198486,-3.3380451917648317,1.8790725469589233
151552,3641,-50.6980613,74,41,914.27,-0.002257748137344606,730,0.0002,0.006470326,0.2,0.7414439916610718,5.28326081559062,0.062353515625,0.6553365290164948,-3.3419571235775947,1.906122088432312
153600,3688,-50.291596950000006,75,41,914.27,-0.0008702494320459664,740,0.0002,0.0014827067,0.2,0.7424401044845581,22.309972155094147,0.001123046875,0.611351728439331,-3.3429170310497285,17.613176345825195
155648,3730,-49.68591404000001,76,41,908.66,-0.002455885536619462,750,0.0002,0.005353255,0.2,0.740768313407898,7.24870395027101,0.054443359375,0.6149880290031433,-3.340781592577696,1.6203218698501587
157696,3778,-49.78126991999999,77,41,908.66,-0.00495534782676259,760,0.0002,0.008093702,0.2,0.739294707775116,17.302058219909668,0.09423828125,0.7817737758159637,-3.333719199895859,2.7356669902801514
159744,3825,-49.15889741999999,78,41,903.34,-0.0008341652835952118,770,0.0002,0.004491051,0.2,0.7373225688934326,6.958617698401213,0.0259765625,0.552681028842926,-3.328123989701271,4.011273384094238
161792,3869,-48.962373199999995,79,41,903.34,-0.0051997695554746315,780,0.0002,0.0061866054,0.2,0.7380279302597046,12.145717050135136,0.027783203125,0.7849927842617035,-3.3228789918124675,2.909207582473755
163840,3914,-48.410481329999996,80,41,903.34,-0.0008979902078863234,790,0.0002,0.007548323,0.2,0.7332891225814819,6.619686202704907,0.041748046875,0.4864552617073059,-3.3151868015527723,2.055878162384033
165888,3957,-47.72174217,81,41,903.34,-0.0009757714400620898,800,0.0002,0.0052830647,0.2,0.7339198589324951,6.718133750557899,0.064208984375,0.5813948810100555,-3.3065197318792343,1.716163992881775
167936,4000,-49.30572443999999,82,41,899.3,-0.004246623200015165,810,0.0002,0.006720395,0.2,0.7359806299209595,4.080580712296069,0.107421875,0.7930585294961929,-3.3109581388533114,0.5660797953605652
169984,4047,-48.86635659999999,83,41,899.3,-0.002498894912423566,820,0.0002,0.0053775394,0.2,0.7360484600067139,21.99602253213525,0.04208984375,0.7291684746742249,-3.314311494678259,6.5077643394470215
172032,4093,-46.017781649999996,84,42,899.3,-0.0027836057619424538,830,0.0002,0.0065741367,0.2,0.7356294393539429,9.896843928843737,0.04599609375,0.17931485176086426,-3.314937224239111,3.788505792617798
174080,4140,-45.15027199,85,42,907.29,-0.0010637536528520287,840,0.0002,0.0052223112,0.2,0.7352699637413025,18.71252814233303,0.029052734375,0.39329856634140015,-3.3119148790836332,9.124939918518066
176128,4185,-44.6592896,86,42,914.37,-0.0017687580999336205,850,0.0002,0.005807174,0.2,0.7390780448913574,5.311614961922169,0.058447265625,0.46007025241851807,-3.32139892205596,2.4944255352020264
178176,4230,-44.24740769,87,42,907.05,-0.003050775619340129,860,0.0002,0.007870156,0.2,0.7417248487472534,17.83410647958517,0.06640625,0.64168581366539,-3.333398249000311,4.796451091766357
180224,4278,-43.89607994000001,88,42,914.45,-0.0053751799263409335,870,0.0002,0.00506699,0.2,0.7391599416732788,41.07567453980446,0.084423828125,0.5618270933628082,-3.337277482450008,21.12754249572754
182272,4322,-43.45218177999999,89,42,913.38,0.00027137012220919133,880,0.0002,0.0032488955,0.2,0.7384047508239746,20.76918712258339,0.016162109375,0.48797643184661865,-3.3299642451107503,9.065832138061523
184320,4368,-42.791990479999996,90,42,918.73,-0.0017451686071581207,890,0.0002,0.0035302471,0.2,0.7377769351005554,18.48960241228342,0.03486328125,0.6023251414299011,-3.3275907658040524,20.85537338256836
186368,4412,-43.47328001999999,91,42,912.91,-0.0016876395398867316,900,0.0002,0.005736987,0.2,0.7387682199478149,8.961533827334643,0.052685546875,0.7238984405994415,-3.3297266326844692,2.7384936809539795
188416,4454,-45.55464920999999,92,42,900.8,-0.001638670836109668,910,0.0002,0.012093799,0.2,0.736656665802002,11.73444577101618,0.1216796875,0.7817302048206329,-3.32660241574049,10.435392379760742
190464,4497,-43.88593863999999,93,42,905.25,-0.0017165157216368244,920,0.0002,0.00513925,0.2,0.7379016876220703,27.8842787951231,0.031494140625,0.8623562455177307,-3.3234888397157194,11.400125503540039
192512,4539,-43.74187871,94,42,909.98,-0.00020413165912032128,930,0.0002,0.007182464,0.2,0.7383622527122498,5.575446369312703,0.0818359375,0.5626712143421173,-3.3285757802426814,0.6555680632591248
194560,4584,-45.17860408000001,95,42,909.98,-0.0003753824712475762,940,0.0002,0.010219409,0.2,0.7414165735244751,2.290304894465953,0.132373046875,0.8177297413349152,-3.3341437608003615,1.0871517658233643
196608,4629,-44.20118798000001,96,42,910.87,0.0005688652483513579,950,0.0002,0.00790458,0.2,0.736973226070404,4.728261843835935,0.099169921875,0.4015880823135376,-3.3288425907492636,1.3476433753967285
198656,4672,-45.189795890000006,97,42,910.87,-0.001770250135450624,960,0.0002,0.006717016,0.2,0.7330913543701172,2.6842783546075224,0.056005859375,0.4851871728897095,-3.31091163828969,1.8248215913772583
200704,4717,-44.72417221,98,42,917.88,-0.00536129874526523,970,0.0002,0.0075349254,0.2,0.7258776426315308,3.1671602809801698,0.0642578125,0.7111273109912872,-3.2899472512304784,0.8544220924377441
202752,4761,-44.83168596999999,99,42,917.88,-0.001890783135604579,980,0.0002,0.008405225,0.2,0.7231044769287109,3.6255348129197955,0.05927734375,0.4970189332962036,-3.2677592977881433,0.8644191026687622
204800,4806,-44.57517102,100,42,909.96,-0.0003572100366000086,990,0.0002,0.0023273095,0.2,0.7222065329551697,6.34712194763124,0.015478515625,0.6700625121593475,-3.259576252102852,4.853333473205566
206848,4849,-43.973184550000006,101,42,910.37,-0.002164791413815692,1000,0.0002,0.0029511284,0.2,0.7228776812553406,19.425086672604085,0.006884765625,0.8313315808773041,-3.257316368818283,6.363276958465576
208896,4894,-44.95354684,102,42,906.79,0.0007583700193208642,1010,0.0002,0.0043426505,0.2,0.7227259874343872,6.135957511514425,0.04296875,0.4930710792541504,-3.258450713008642,1.3092548847198486
210944,4943,-45.54508402999999,103,42,906.79,-0.004840753876487724,1020,0.0002,0.007595403,0.2,0.7180808782577515,7.460406057443469,0.080078125,0.8227537721395493,-3.2436703965067863,0.9002389311790466
212992,4992,-44.57162916,104,42,910.08,-0.0029207607556600125,1030,0.0002,0.0070653837,0.2,0.7204736471176147,1.818937137722969,0.118896484375,0.6777012944221497,-3.2457213647663594,0.26291704177856445
215040,5038,-45.784566940000005,105,42,910.08,-0.0022977341955993324,1040,0.0002,0.0069650197,0.2,0.7206846475601196,5.42652701549232,0.06953125,0.35765624046325684,-3.2513903133571147,1.5823628902435303
217088,5083,-44.61630066,106,42,907.32,-0.00024624392681289465,1050,0.0002,0.008330577,0.2,0.7205673456192017,3.7999473376199604,0.06044921875,0.6372346878051758,-3.249133162200451,2.0983786582946777
219136,5131,-45.102206540000005,107,42,907.32,-0.0002742120836046524,1060,0.0002,0.002990265,0.2,0.7173894643783569,9.401992849819361,0.045361328125,0.8024530559778214,-3.2448696292936803,4.5466084480285645
221184,5175,-42.86697897,108,42,913.17,-5.744426744058728e-07,1070,0.0002,0.0100189205,0.2,0.7147595286369324,4.916852055862546,0.0486328125,0.6346335411071777,-3.2300448447465895,2.8236584663391113
223232,5221,-42.95601208,109,42,913.17,-0.0036279277293942867,1080,0.0002,0.009849407,0.2,0.7137104868888855,7.993328781612218,0.082763671875,0.6847911179065704,-3.2227294094860555,4.657808780670166
225280,5269,-42.351341129999994,110,42,913.17,-0.003721220408624504,1090,0.0002,0.0068622706,0.2,0.7153723239898682,6.227498023398221,0.09072265625,0.7580904811620712,-3.2208776995539665,1.6055771112442017
227328,5318,-42.90974965,111,42,913.17,-0.0003634383698226884,1100,0.0002,0.005719441,0.2,0.7146636843681335,12.135461010038853,0.02197265625,0.5625524818897247,-3.224508000165224,5.6151509284973145
229376,5365,-43.1944045,112,42,911.55,0.0013877235440304502,1110,0.0002,0.0063313087,0.2,0.713984489440918,5.247922349208966,0.1146484375,0.6307234466075897,-3.2231828935444353,1.1154247522354126
231424,5412,-43.35528554000001,113,42,911.55,-0.0013164829215384088,1120,0.0002,0.0064369086,0.2,0.7174286842346191,8.868691064044834,0.06787109375,0.783673033118248,-3.2276741549372674,3.0668134689331055
233472,5457,-45.27618041000001,114,42,916.45,0.0008942806169216055,1130,0.0002,0.0064191,0.2,0.7159099578857422,1.9740042005665601,0.065966796875,0.660511314868927,-3.232016525417566,1.1663126945495605
235520,5502,-44.04980993000001,115,42,922.24,-0.0012915382263599894,1140,0.0002,0.00968237,0.2,0.714034914970398,1.2778080479765777,0.117236328125,0.8583700954914093,-3.226410789042711,0.38704901933670044
237568,5545,-43.48644582,116,42,909.78,-0.0005644709985062945,1150,0.0002,0.008154085,0.2,0.7146406173706055,1.9386727371253074,0.077587890625,0.693442702293396,-3.22087749093771,0.40510520339012146
239616,5591,-43.28623644,117,42,909.78,-0.0018071576312649995,1160,0.0002,0.0062471414,0.2,0.71461021900177,18.997676677256823,0.046435546875,0.8089647442102432,-3.2258941285312175,6.490267276763916
241664,5637,-42.84774543,118,42,909.78,-0.0023901673732325433,1170,0.0002,0.0037042017,0.2,0.7143187522888184,4.134946062788368,0.082666015625,0.789874255657196,-3.2258979961276055,2.9120521545410156
243712,5682,-43.100212660000004,119,42,906.73,-0.0020739038576721215,1180,0.0002,0.0046693934,0.2,0.7123943567276001,9.447731414437294,0.028857421875,0.7090639472007751,-3.220109064131975,5.7201762199401855
245760,5729,-43.07744378,120,42,912.34,-0.0006785653131373692,1190,0.0002,0.003944231,0.2,0.7116959095001221,39.29084767699241,0.00810546875,0.4304524064064026,-3.216265573352575,26.551549911499023
247808,5774,-42.910022680000004,121,42,912.34,-0.003097858716500923,1200,0.0002,0.006397336,0.2,0.7099067568778992,5.30513311997056,0.062548828125,0.6491516828536987,-3.2091543711721897,2.138805866241455
249856,5817,-43.738440680000004,122,42,912.34,-0.0009921514749294147,1210,0.0002,0.0022586938,0.2,0.700309693813324,6.152489711157978,0.0427734375,0.6986991465091705,-3.1858565635979175,1.4023455381393433
251904,5860,-43.25917948,123,42,915.5,-0.0014738686848431825,1220,0.0002,0.0057160677,0.2,0.6968948841094971,8.60893599037081,0.057958984375,0.7036340832710266,-3.160431794822216,5.167311191558838
253952,5907,-42.965638559999995,124,42,915.5,-0.0038851099205203356,1230,0.0002,0.0036578325,0.2,0.6948370933532715,9.494335451722145,0.071923828125,0.8516154885292053,-3.1484163030982018,1.805672526359558
256000,5952,-43.59515696,125,43,915.5,-0.0029972705233376473,1240,0.0002,0.004711968,0.2,0.6916150450706482,6.050013436563313,0.080517578125,0.8284137398004532,-3.1373147800564767,3.1923534870147705
258048,6001,-44.28778585999999,126,42,915.5,-0.0017622384082642383,1250,0.0002,0.007683426,0.2,0.6916155219078064,4.126340061239898,0.08466796875,0.8188526332378387,-3.128869792819023,0.6509526371955872
260096,6045,-44.46625557,127,43,919.54,-0.002037684635433834,1260,0.0002,0.0047821,0.2,0.6869913935661316,5.047550377994776,0.093408203125,0.660476416349411,-3.11842537522316,3.849276304244995
262144,6089,-45.251895950000005,128,43,919.54,0.001951329573057592,1270,0.0002,0.0036221715,0.2,0.6890254020690918,1.2508531116996893,0.074609375,0.7560880035161972,-3.110580702871084,0.20803701877593994
264192,6137,-48.027499500000005,129,43,911.37,0.001377100513491314,1280,0.0002,0.0064185346,0.2,0.6839226484298706,2.2630174829624594,0.095654296875,0.3504348397254944,-3.098933440446854,0.8600078821182251
266240,6181,-48.63750752,130,43,911.37,-0.0033022735908161847,1290,0.0002,0.0071361093,0.2,0.684428870677948,10.162475121859462,0.051416015625,0.49623602628707886,-3.085665266215801,7.2628068923950195
268288,6224,-47.55097201999999,131,43,919.08,-0.002611722183064558,1300,0.0002,0.010374118,0.2,0.6825296878814697,4.650039509497583,0.0943359375,0.7218372821807861,-3.0839753590524195,1.2362208366394043
270336,6269,-48.26369130999999,132,43,919.08,-0.00314697644644184,1310,0.0002,0.0074887113,0.2,0.682429313659668,2.506699328869581,0.105810546875,0.8139667361974716,-3.0806332625448705,0.7368930578231812
272384,6314,-49.25723743,133,43,919.08,-0.0016236980707617476,1320,0.0002,0.0056751748,0.2,0.6761922836303711,2.427616097219288,0.058251953125,0.6655546426773071,-3.0669913165271283,1.1062424182891846
274432,6359,-49.773088830000006,134,43,913.82,-0.005042308036354371,1330,0.0002,0.009063864,0.2,0.6699123382568359,0.6730669296142878,0.110498046875,0.94063401222229,-3.036471550166607,0.07475648820400238
276480,6404,-50.43622549,135,43,913.67,7.376301800832152e-06,1340,0.0002,0.008011573,0.2,0.6722207069396973,4.738118967879563,0.07705078125,0.7612737268209457,-3.031792501360178,0.4857621490955353
278528,6448,-49.03692833000001,136,43,904.97,-4.421426419867203e-05,1350,0.0002,0.00067445356,0.2,0.6716090440750122,23.35478602051735,0.0017578125,0.6036123633384705,-3.03651822283864,8.925048828125
280576,6495,-48.17785404,137,43,911.52,-0.0009939376439433544,1360,0.0002,0.0054792883,0.2,0.6722182631492615,25.256779398024083,0.011962890625,0.8657082319259644,-3.0362956203520297,18.52824592590332
282624,6540,-48.81090407000001,138,43,895.42,-0.002831092645647004,1370,0.0002,0.0111891255,0.2,0.6697167754173279,3.6881938748731047,0.125048828125,0.8160413801670074,-3.0326140388846397,0.5432332158088684
284672,6585,-48.14456528000001,139,43,895.42,-0.00045935460148029963,1380,0.0002,0.0028328167,0.2,0.6692456007003784,47.55686212778092,0.000927734375,0.7126628458499908,-3.025354240089655,9.607915878295898
286720,6627,-48.1384612,140,43,895.42,0.00017067960725398735,1390,0.0002,0.005050711,0.2,0.669121503829956,3.5682526796124874,0.018212890625,0.5917288362979889,-3.023643185943365,0.49430596828460693
288768,6675,-48.333944589999994,141,43,895.42,-0.00045774039172101765,1400,0.0002,0.003309362,0.2,0.6713446974754333,1.2859814635128715,0.090380859375,0.8044209033250809,-3.0281100645661354,0.3376677334308624
