train/n_updates,train/value_loss,time/time_elapsed,train/std,time/iterations,time/total_timesteps,train/explained_variance,train/entropy_loss,time/fps,train/policy_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
191199,0.0031485180370509624,5607,0.07843028008937836,191200,1529600,0.9987092642113566,5.095820426940918,272,-0.04902375116944313,0.00096,66.61,-102.87388429999999
191299,0.10119034349918365,5610,0.07862934470176697,191300,1530400,0.9948863363824785,5.082132816314697,272,-1.4866886138916016,0.00096,70.65,-103.06238959000001
191399,0.01439233124256134,5614,0.07908428460359573,191400,1531200,0.9956199983134866,5.064994812011719,272,0.12172658741474152,0.00096,67.04,-102.88930905999997
191499,0.010424027219414711,5617,0.07913239300251007,191500,1532000,0.995337959844619,5.055724143981934,272,-0.1196676567196846,0.00096,64.49,-102.76873819999999
191599,0.0005872572655789554,5621,0.07888305187225342,191600,1532800,0.9998659908014815,5.051754951477051,272,0.12209569662809372,0.00096,67.99,-102.92994474
191699,0.045504484325647354,5625,0.07850957661867142,191700,1533600,0.9984548821812496,5.075037002563477,272,-0.8965175747871399,0.00096,68.03,-102.93461767
191799,0.0180275309830904,5629,0.07886573672294617,191800,1534400,0.994971782900393,5.0453877449035645,272,0.0950838029384613,0.00096,63.44,-102.71780873
191899,0.03270769864320755,5632,0.07818752527236938,191900,1535200,0.99863846891094,5.058326244354248,272,-0.7571405172348022,0.00096,65.38,-102.80321525000001
191999,0.037911929190158844,5636,0.07838776707649231,192000,1536000,0.9983146155718714,5.051474094390869,272,0.6038831472396851,0.00096,67.45,-102.90322759
192099,0.007937771268188953,5639,0.07805991917848587,192100,1536800,0.9997247099527158,5.0979108810424805,272,-0.23606058955192566,0.00096,62.37,-102.66438340999999
192199,0.07082150876522064,5642,0.07704463601112366,192200,1537600,0.9968577995896339,5.125140190124512,272,-1.2749440670013428,0.00096,63.37,-102.71022407000001
192299,0.06713704764842987,5645,0.07729964703321457,192300,1538400,0.9963875559624285,5.116596221923828,272,1.238004446029663,0.00096,65.94,-102.83310507
192399,0.10931247472763062,5648,0.07761518657207489,192400,1539200,0.990517626516521,5.102245807647705,272,-1.337478756904602,0.00096,61.38,-102.61943810000001
192499,0.06796343624591827,5651,0.07773905247449875,192500,1540000,0.9809690304100513,5.105710506439209,272,-1.1950037479400635,0.00096,61.88,-102.64236949000002
192599,0.42337948083877563,5654,0.07746512442827225,192600,1540800,0.9939796212129295,5.106327056884766,272,2.6984479427337646,0.00096,64.42,-102.76175560000001
192699,0.014952046796679497,5657,0.07762414216995239,192700,1541600,0.9998156319488771,5.095235824584961,272,-0.6094892024993896,0.00096,60.4,-102.57532431000001
192799,0.004721473436802626,5659,0.07781366258859634,192800,1542400,0.9991459713783115,5.0863776206970215,272,-0.3067954480648041,0.00096,60.4,-102.57509369999998
192899,0.1908521056175232,5662,0.07703861594200134,192900,1543200,0.9954951126128435,5.1219282150268555,272,2.1762783527374268,0.00096,62.88,-102.68802216999998
192999,0.012811237946152687,5665,0.07696398347616196,193000,1544000,0.9996786821284331,5.124940872192383,272,-0.5571902394294739,0.00096,59.31,-102.51913747000002
193099,0.1999945044517517,5668,0.0767396092414856,193100,1544800,0.9870487749576569,5.148903846740723,272,-1.9838840961456299,0.00096,59.31,-102.51895106
193199,0.0024401997216045856,5672,0.07701651751995087,193200,1545600,0.9999209094748949,5.149927139282227,272,0.25689899921417236,0.00096,61.35,-102.61537367
193299,0.013841647654771805,5676,0.0775914192199707,193300,1546400,0.996836019679904,5.114353179931641,272,0.34523698687553406,0.00096,58.32,-102.47394849
193399,0.024404484778642654,5680,0.07737337052822113,193400,1547200,0.99449970619753,5.117506980895996,272,-0.7071739435195923,0.00096,58.31,-102.47275891000001
193499,0.05421440303325653,5684,0.07823239266872406,193500,1548000,0.9887739634141326,5.0755109786987305,272,0.7637455463409424,0.00096,59.77,-102.53763963999998
193599,0.24098794162273407,5687,0.07857101410627365,193600,1548800,0.9266593903303146,5.057603359222412,272,-1.549726128578186,0.00096,57.25,-102.42031784999999
193699,1.246483564376831,5691,0.077830009162426,193700,1549600,-0.7410855293273926,5.092256546020508,272,-4.756160259246826,0.00096,57.29,-102.42463184
193799,0.02757972478866577,5694,0.07822474092245102,193800,1550400,0.9693038407713175,5.076021671295166,272,0.1047229915857315,0.00096,58.35,-102.47738794999998
193899,0.2409881055355072,5698,0.07859966158866882,193900,1551200,0.9996465887525119,5.063426494598389,272,2.323533058166504,0.00096,56.27,-102.37660032000004
193999,2.444046974182129,5701,0.07869000732898712,194000,1552000,0.9534482881426811,5.067509651184082,272,-8.05935287475586,0.00096,56.76,-102.39857159000002
194099,0.02304322086274624,5705,0.07877344638109207,194100,1552800,0.9991223784745671,5.062258720397949,272,0.595642626285553,0.00096,56.78,-102.40084092000001
194199,0.02715841494500637,5708,0.0787145122885704,194200,1553600,0.9964090185239911,5.076107978820801,272,0.456265926361084,0.00096,55.32,-102.33625445000001
194299,0.019643254578113556,5711,0.07864268124103546,194300,1554400,0.9939312571659684,5.0737152099609375,272,-0.5946013927459717,0.00096,56.32,-102.38218203000002
194399,2.2243332862854004,5715,0.07813422381877899,194400,1555200,0.9990178006701171,5.081181526184082,272,5.981347560882568,0.00096,60.4,-102.57510993
194499,0.0022776201367378235,5718,0.07921766489744186,194500,1556000,0.9994038419099525,5.038239002227783,272,-0.04691554233431816,0.00096,63.89,-102.73511462999997
194599,0.008038509637117386,5722,0.07938667386770248,194600,1556800,0.9987189513631165,5.039137840270996,272,0.4346981644630432,0.00096,66.98,-102.88299848000001
194699,0.02580411732196808,5725,0.07993252575397491,194700,1557600,0.9951965529471636,5.002503395080566,272,0.33623456954956055,0.00096,71.06,-103.07586421
194799,1.8620246648788452,5729,0.07929719984531403,194800,1558400,0.9981640392215922,5.01309061050415,271,-3.9458467960357666,0.00096,74.67,-103.24882831999999
194899,0.002096368931233883,5734,0.07916109263896942,194900,1559200,0.9993434193893336,5.0446367263793945,271,0.020158439874649048,0.00096,78.21,-103.41434335999999
194999,0.012866968289017677,5737,0.07979638874530792,195000,1560000,0.9980707674985752,5.016607761383057,271,-0.48909109830856323,0.00096,82.29,-103.60721020000001
195099,1.0004582405090332,5741,0.08014167100191116,195100,1560800,0.9925166922621429,5.002799034118652,271,-4.489720344543457,0.00096,85.87,-103.77719412999998
195199,0.004362104460597038,5745,0.08058904111385345,195200,1561600,0.99817668821197,4.987154006958008,271,0.16535206139087677,0.00096,89.47,-103.94921077999997
195299,0.013124736957252026,5748,0.08115028589963913,195300,1562400,0.9773356355726719,4.9745025634765625,271,-0.04872213304042816,0.00096,93.54,-104.1409764
195399,0.17567627131938934,5752,0.0814090296626091,195400,1563200,0.998227018979378,4.956727981567383,271,1.975663423538208,0.00096,96.57,-104.28203558
195499,0.006157855037599802,5756,0.08080866932868958,195500,1564000,0.9993188118678518,4.974991321563721,271,-0.3087416887283325,0.00096,100.68,-104.47823468
195599,0.002394750015810132,5759,0.08061464130878448,195600,1564800,0.5995471179485321,4.99100923538208,271,0.019080327823758125,0.00096,103.25,-104.60104327
195699,0.04652700573205948,5762,0.08027232438325882,195700,1565600,0.9985857015708461,4.999627113342285,271,-1.0982632637023926,0.00096,103.27,-104.60309741
195799,0.00021544858464039862,5765,0.08013271540403366,195800,1566400,0.9998581049731001,5.001185417175293,271,0.04909747093915939,0.00096,103.32,-104.60880512
195899,0.009816289879381657,5768,0.07965634763240814,195900,1567200,0.9992940369993448,5.025888919830322,271,0.4857639670372009,0.00096,101.79,-104.53634174000001
195999,0.00422167731449008,5770,0.08011388778686523,196000,1568000,-0.16814053058624268,5.033515930175781,271,0.001794077455997467,0.00096,101.78,-104.53528774
196099,0.03187890350818634,5773,0.08008593320846558,196100,1568800,0.9996728270489257,5.038924217224121,271,-0.9733593463897705,0.00096,102.22,-104.55174441999999
196199,0.004442968405783176,5776,0.08000548928976059,196200,1569600,0.9992829103139229,5.042645454406738,271,0.29715901613235474,0.00096,102.26,-104.55626095999997
196299,0.2433229386806488,5779,0.07958059012889862,196300,1570400,0.9996914328658022,5.0657219886779785,271,0.21033653616905212,0.00096,102.23,-104.55287530000001
196399,0.08997049927711487,5782,0.07901416718959808,196400,1571200,0.9927246854640543,5.092556953430176,271,1.1673905849456787,0.00096,100.16,-104.45311066000001
196499,0.0008317792089655995,5786,0.07881486415863037,196500,1572000,0.9997525904618669,5.110622406005859,271,0.1252526044845581,0.00096,100.09,-104.44531347999998
196599,0.4997823238372803,5790,0.07953254878520966,196600,1572800,0.976786294952035,5.08613395690918,271,3.063901424407959,0.00096,101.14,-104.49657868
196699,0.02621757984161377,5793,0.0797126367688179,196700,1573600,0.997624087613076,5.072629928588867,271,0.8449351191520691,0.00096,101.24,-104.50755423999999
196799,0.17546232044696808,5797,0.0798482820391655,196800,1574400,0.9537447281181812,5.093654632568359,271,2.2676055431365967,0.00096,101.2,-104.50300435999999
196899,0.024346627295017242,5800,0.0798177421092987,196900,1575200,0.9876530971378088,5.1022114753723145,271,0.7569012641906738,0.00096,98.65,-104.38246312999999
196999,0.16106177866458893,5804,0.0802140086889267,197000,1576000,0.9921521032229066,5.091781139373779,271,-1.8461902141571045,0.00096,98.76,-104.39458201
197099,0.0007297798874787986,5807,0.08107620477676392,197100,1576800,0.9997808561456623,5.068915367126465,271,0.1191762238740921,0.00096,100.29,-104.46713674
197199,0.031657300889492035,5811,0.08085806667804718,197200,1577600,0.9931302885524929,5.084970474243164,271,0.16193106770515442,0.00096,100.3,-104.46813832
197299,0.007950399070978165,5814,0.08110538125038147,197300,1578400,0.9987485847668722,5.074244976043701,271,-0.4658104181289673,0.00096,100.32,-104.47022388
197399,0.030971484258770943,5817,0.08123025298118591,197400,1579200,0.976921871304512,5.079983711242676,271,0.7463552951812744,0.00096,97.25,-104.32445303
197499,0.2944333255290985,5821,0.08110321313142776,197500,1580000,0.9829302038997412,5.080368518829346,271,-1.8255844116210938,0.00096,97.2,-104.31883995
197599,0.00410746643319726,5825,0.08146639168262482,197600,1580800,0.9999115019381861,5.062916278839111,271,0.35384419560432434,0.00096,99.24,-104.41539558000001
197699,0.016220584511756897,5828,0.08139034360647202,197700,1581600,0.9652693383395672,5.0585784912109375,271,-0.3341369330883026,0.00096,99.22,-104.41335884000001
197799,0.03291302174329758,5832,0.08208504319190979,197800,1582400,0.999187660694588,5.0222063064575195,271,-0.7907649278640747,0.00096,99.28,-104.42008723999999
197899,0.0411154069006443,5836,0.0827142521739006,197900,1583200,0.9983375743031502,4.997455596923828,271,-0.9359499216079712,0.00096,95.65,-104.24499431
197999,0.017045438289642334,5841,0.08232171088457108,198000,1584000,0.9956815773621202,4.991767406463623,271,-0.5354131460189819,0.00096,95.63,-104.24278643000001
198099,0.008707419037818909,5844,0.08205179870128632,198100,1584800,0.9742968957871199,4.998560905456543,271,0.04459615796804428,0.00096,98.13,-104.35765262000001
198199,0.008735309354960918,5848,0.08209148049354553,198200,1585600,0.9994633199530654,4.993430137634277,271,0.3947927951812744,0.00096,98.02,-104.34556403999999
198299,0.09453591704368591,5851,0.08272543549537659,198300,1586400,0.9956560181453824,4.976214408874512,271,-1.397819995880127,0.00096,96.47,-104.27094953999999
198399,0.8682805895805359,5855,0.08227144926786423,198400,1587200,0.9989100055536255,4.9904375076293945,271,-0.1399376392364502,0.00096,93.83,-104.14063184999999
198499,0.3282241225242615,5858,0.0820324569940567,198500,1588000,0.9890524121001363,4.989332675933838,271,-2.5406477451324463,0.00096,93.85,-104.14278951
198599,0.037349261343479156,5862,0.08167548477649689,198600,1588800,0.989458174444735,4.998841762542725,271,-0.9716805815696716,0.00096,97.01,-104.29834402
198699,0.8549716472625732,5865,0.08145809173583984,198700,1589600,0.9415983073413372,4.997955799102783,270,-4.66574764251709,0.00096,97.07,-104.30475614999997
198799,0.016532931476831436,5869,0.08101403713226318,198800,1590400,0.9993412310723215,5.017138481140137,270,-0.46118614077568054,0.00096,93.48,-104.13361359999999
198899,0.014119196683168411,5872,0.08076054602861404,198900,1591200,0.9974628500640392,5.024993896484375,270,-0.48958620429039,0.00096,92.38,-104.0765892
198999,0.7495452761650085,5875,0.080485038459301,199000,1592000,0.27758896350860596,5.012015342712402,270,-2.6117193698883057,0.00096,93.93,-104.15117477
199099,0.15463975071907043,5878,0.0805455818772316,199100,1592800,0.9961366299539804,5.001294136047363,270,1.6861279010772705,0.00096,95.96,-104.24665476999999
199199,0.006839271169155836,5881,0.08118980377912521,199200,1593600,0.9997312181221787,4.9777326583862305,270,-0.33104246854782104,0.00096,96.02,-104.25346169000001
199299,0.04150037467479706,5884,0.08097723126411438,199300,1594400,0.9997886119235773,4.976076602935791,270,1.0537605285644531,0.00096,90.97,-104.01787934999999
199399,0.02150380238890648,5887,0.08115130662918091,199400,1595200,0.9974567648023367,4.979684829711914,270,0.6589351296424866,0.00096,91.04,-104.02571023
199499,0.0031126639805734158,5889,0.08113662898540497,199500,1596000,0.9989932145690545,4.995364665985107,270,0.28685131669044495,0.00096,94.07,-104.16709302
199599,0.021048106253147125,5892,0.08144140243530273,199600,1596800,0.9985627823043615,4.9890666007995605,270,0.607628583908081,0.00096,95.11,-104.21752123999998
199699,0.2096782624721527,5895,0.0817447304725647,199700,1597600,0.9981129644438624,4.979991436004639,270,2.155520439147949,0.00096,93.55,-104.14205851000001
199799,0.020057953894138336,5897,0.08274941146373749,199800,1598400,0.9954069117084146,4.944431304931641,271,-0.5826828479766846,0.00096,89.47,-103.94952495000001
199899,0.08185011148452759,5900,0.08289045095443726,199900,1599200,0.9874021774157882,4.950237274169922,271,1.405942440032959,0.00096,90.47,-103.99539415999999
199999,0.03655474632978439,5903,0.08346796035766602,200000,1600000,0.9974294728599489,4.930084705352783,271,-0.7064056396484375,0.00096,94.02,-104.16200895
200099,0.00017006476991809905,5906,0.0834222361445427,200100,1600800,0.9999293806176865,4.942241668701172,271,-0.049830980598926544,0.00096,94.06,-104.16627815999999
200199,0.2519350051879883,5909,0.08331584185361862,200200,1601600,0.998664075625129,4.9372076988220215,271,-2.946890354156494,0.00096,88.94,-103.92289435000002
200299,0.0029148273169994354,5911,0.08377314358949661,200300,1602400,0.9991757796378806,4.930208206176758,271,-0.15315766632556915,0.00096,87.87,-103.869042
200399,0.023312494158744812,5914,0.08370330929756165,200400,1603200,0.9951765979640186,4.934328079223633,271,-0.7512668371200562,0.00096,90.91,-104.01162064000002
200499,0.005877063609659672,5917,0.08355198800563812,200500,1604000,0.9995823556382675,4.938206672668457,271,0.2602018415927887,0.00096,92.9,-104.10238874999999
200599,8.402714729309082,5920,0.08382289111614227,200600,1604800,0.9777030758559704,4.925507068634033,271,7.132254600524902,0.00096,91.32,-104.02447114000002
200699,0.027704782783985138,5923,0.08417389541864395,200700,1605600,0.9971968606114388,4.921723365783691,271,0.8094875812530518,0.00096,86.25,-103.78656543
200799,0.023259814828634262,5926,0.08464787900447845,200800,1606400,0.9964777627028525,4.916049003601074,271,-0.7701743841171265,0.00096,87.69,-103.84889924999997
200899,0.10533873736858368,5929,0.08494314551353455,200900,1607200,0.997438246384263,4.932405948638916,271,-1.6477394104003906,0.00096,91.29,-104.02092190000002
200999,0.006863722577691078,5932,0.08514808118343353,201000,1608000,0.9992138359230012,4.922445774078369,271,0.37672555446624756,0.00096,91.79,-104.04392573999998
201099,0.7112762928009033,5934,0.08505765348672867,201100,1608800,0.951854657381773,4.925204753875732,271,3.4416768550872803,0.00096,85.71,-103.75899713000001
201199,0.0014387271367013454,5937,0.08531525731086731,201200,1609600,0.9999807608983247,4.922647953033447,271,-0.2010662853717804,0.00096,84.67,-103.70853062
201299,0.01091153547167778,5941,0.08504011482000351,201300,1610400,0.9971827629487962,4.910938262939453,271,-0.5566098690032959,0.00096,88.78,-103.90476294
201399,0.007130444049835205,5944,0.08456604182720184,201400,1611200,0.9990980518632568,4.924663543701172,271,-0.34177738428115845,0.00096,90.79,-103.99786927999997
201499,0.24527961015701294,5947,0.08423084765672684,201500,1612000,0.9949132818728685,4.9412078857421875,271,-2.1305789947509766,0.00096,87.26,-103.83351799999998
201599,0.07561023533344269,5950,0.0845564752817154,201600,1612800,0.9938587388023734,4.9596076011657715,271,-1.2845678329467773,0.00096,83.24,-103.64752518000002
201699,0.018745707347989082,5952,0.0844726637005806,201700,1613600,-3.876358985900879,4.932651996612549,271,0.2368468940258026,0.00096,86.34,-103.79676425000001
201799,0.10591742396354675,5955,0.0840863361954689,201800,1614400,0.9942787755280733,4.951602935791016,271,-1.5151543617248535,0.00096,89.95,-103.96991406999997
201899,0.11922722309827805,5958,0.0833204984664917,201900,1615200,0.9885002113878727,4.987722396850586,271,-1.3730894327163696,0.00096,89.0,-103.92954880999997
201999,0.020392531529068947,5961,0.08345077186822891,202000,1616000,0.9966862364672124,4.9940009117126465,271,0.5078710913658142,0.00096,81.86,-103.59210687999997
202099,0.000648761575575918,5964,0.08321016281843185,202100,1616800,0.9999850467120268,4.981172561645508,271,-0.10427741706371307,0.00096,83.88,-103.68637950000004
202199,0.5337732434272766,5967,0.0832257866859436,202200,1617600,0.9987594963749871,4.98944616317749,271,1.2876911163330078,0.00096,87.93,-103.87610889
202299,0.02713678404688835,5970,0.08350680768489838,202300,1618400,0.999694070284022,4.971750736236572,271,-0.7590834498405457,0.00096,88.91,-103.91968754000001
202399,0.04880489781498909,5973,0.08331677317619324,202400,1619200,0.9766941107809544,4.960086345672607,271,0.229537695646286,0.00096,81.81,-103.58651616000002
202499,0.005544328596442938,5975,0.08227390795946121,202500,1620000,0.9993707487592474,4.986636161804199,271,0.343026340007782,0.00096,81.78,-103.58319469000001
202599,0.014489780180156231,5977,0.0817483589053154,202600,1620800,0.996602488681674,5.011746406555176,271,0.2248123586177826,0.00096,85.89,-103.77928769999998
202699,0.110718734562397,5980,0.0816834419965744,202700,1621600,0.9917572662234306,5.001398086547852,271,-1.6736350059509277,0.00096,87.92,-103.87474183
202799,0.6548013091087341,5982,0.08164852857589722,202800,1622400,0.9984240652993321,5.013556003570557,271,1.3909597396850586,0.00096,81.76,-103.58100283999998
202899,0.032335080206394196,5985,0.0814460963010788,202900,1623200,0.9974312609992921,5.017180919647217,271,-0.9142717719078064,0.00096,79.74,-103.48671253
202999,0.004646250046789646,5987,0.08118191361427307,203000,1624000,0.9912898419424891,5.049032211303711,271,-0.065845787525177,0.00096,83.83,-103.68067078
203099,0.005676009226590395,5990,0.08064219355583191,203100,1624800,0.9985195012995973,5.081514358520508,271,-0.07214382290840149,0.00096,86.97,-103.83406223
203199,0.11335303634405136,5992,0.08093240112066269,203200,1625600,0.9916260987520218,5.0860419273376465,271,-1.6089235544204712,0.00096,81.91,-103.59716732000001
203299,0.0013722151052206755,5994,0.08105968683958054,203300,1626400,0.9998173609637888,5.07572078704834,271,0.1844131350517273,0.00096,78.37,-103.43198957000003
203399,0.8001271486282349,5997,0.08132926374673843,203400,1627200,0.975065290927887,5.074026584625244,271,4.250284671783447,0.00096,81.95,-103.60195665
203499,0.0052186837419867516,6000,0.08261366933584213,203500,1628000,0.9991675253841095,5.044068336486816,271,-0.2495577037334442,0.00096,86.02,-103.79363839000001
203599,0.3821418285369873,6003,0.08345591276884079,203600,1628800,0.9989237916888669,4.993223190307617,271,0.37235990166664124,0.00096,80.93,-103.55338970000001
203699,0.04333861172199249,6006,0.08328361809253693,203700,1629600,0.9971719915047288,5.010231971740723,271,0.8670200109481812,0.00096,76.84,-103.35933537000003
203799,0.016220778226852417,6009,0.08370786160230637,203800,1630400,0.9941709046252072,4.992491722106934,271,0.5736028552055359,0.00096,80.87,-103.54653148000001
203899,0.2414507418870926,6013,0.08395686745643616,203900,1631200,0.9876947831362486,4.966014862060547,271,2.0392379760742188,0.00096,84.38,-103.70866449
203999,0.03622160851955414,6016,0.08449558913707733,204000,1632000,0.9993698833859526,4.952567100524902,271,1.0295946598052979,0.00096,79.79,-103.49174628999998
204099,0.0024721669033169746,6019,0.0842677503824234,204100,1632800,0.9973932753782719,4.974032402038574,271,0.011877726763486862,0.00096,75.61,-103.28791155
204199,2.027543067932129,6022,0.0841439962387085,204200,1633600,0.9756300561130047,4.965837478637695,271,-6.268707752227783,0.00096,79.73,-103.4850675
204299,0.0070079355500638485,6025,0.08538999408483505,204300,1634400,0.9980905757984146,4.921684265136719,271,-0.25579291582107544,0.00096,83.31,-103.6428041
204399,0.39023739099502563,6029,0.0847497284412384,204400,1635200,0.6444839537143707,4.927877902984619,271,-2.0047616958618164,0.00096,77.7,-103.37271144999997
204499,0.0008483025012537837,6032,0.0847136601805687,204500,1636000,0.999558184586931,4.93959903717041,271,-0.0069272518157958984,0.00096,74.66,-103.22999094000001
204599,0.011671701446175575,6035,0.08496663719415665,204600,1636800,0.9869618192315102,4.9333600997924805,271,-0.3082406222820282,0.00096,78.75,-103.42396369000002
204699,0.20013479888439178,6039,0.08474086225032806,204700,1637600,0.9974867645651102,4.952983856201172,271,2.125922203063965,0.00096,82.31,-103.59150436000002
204799,0.001624873373657465,6043,0.08528457581996918,204800,1638400,0.9996190691017546,4.939579010009766,271,-0.049008142203092575,0.00096,75.77,-103.28786386999998
204899,0.022022895514965057,6046,0.08509323000907898,204900,1639200,0.9955418389290571,4.949018478393555,271,0.6814318895339966,0.00096,74.18,-103.18456041999998
204999,1.620707392692566,6050,0.08509983122348785,205000,1640000,2.205371856689453e-06,4.946249961853027,271,-5.297593116760254,0.00096,76.57,-103.16495
205099,5.5864038586150855e-06,6053,0.08475238084793091,205100,1640800,-0.0002740621566772461,4.97615909576416,271,-0.009457046166062355,0.00096,76.57,-103.16495
205199,0.0005763574736192822,6056,0.0839042067527771,205200,1641600,0.00032061338424682617,5.026763439178467,271,-0.06632854789495468,0.00096,93.06,-103.57606742
205299,9.653991810409934e-07,6060,0.08325152099132538,205300,1642400,-0.00041413307189941406,5.053021430969238,270,-0.004633827600628138,0.00096,93.06,-103.57606742
205399,0.08538597077131271,6063,0.08279018104076385,205400,1643200,-0.2600337266921997,5.085990905761719,270,-1.3824182748794556,0.00096,108.46,-103.97798010000001
205499,2.1780215320177376e-07,6066,0.08301335573196411,205500,1644000,-0.0007069110870361328,5.087662696838379,270,0.0008523816941305995,0.00096,108.46,-103.97798010000001
205599,12.197726249694824,6070,0.08244920521974564,205600,1644800,-38.50810241699219,5.112557888031006,270,8.101380348205566,0.00096,123.94,-104.34274884
205699,0.01569877564907074,6073,0.08167914301156998,205700,1645600,0.9957604543305933,5.128949165344238,270,0.05835618078708649,0.00096,117.93,-104.1305235
205799,0.040847860276699066,6077,0.08166427910327911,205800,1646400,0.9919612696394324,5.126170635223389,270,0.4890962243080139,0.00096,115.37,-104.02015701
205899,0.008186526596546173,6081,0.08190228044986725,205900,1647200,0.9996866149012931,5.129402160644531,270,0.4347594678401947,0.00096,118.95,-104.19096318000001
205999,0.019305303692817688,6083,0.08153446018695831,206000,1648000,0.9945364161394536,5.147348880767822,270,0.5006908774375916,0.00096,122.47,-104.35441159999999
206099,0.16573883593082428,6086,0.08129860460758209,206100,1648800,0.9439231269061565,5.138967514038086,270,1.4410784244537354,0.00096,114.85,-103.99649104000002
206199,0.07669556140899658,6089,0.08157584816217422,206200,1649600,0.9958015154115856,5.126562118530273,270,1.382541298866272,0.00096,114.91,-104.00314580999999
206299,0.00031491275876760483,6092,0.08082868903875351,206300,1650400,0.999532070272835,5.169699668884277,270,-0.032773032784461975,0.00096,118.99,-104.19610185000002
206399,0.05413658544421196,6096,0.08014857769012451,206400,1651200,0.9986049538711086,5.199263572692871,270,0.9435644149780273,0.00096,119.01,-104.23765283
206499,0.024495597928762436,6099,0.08021090924739838,206500,1652000,0.9904721565544605,5.194921016693115,270,-0.10336042940616608,0.00096,69.33,-103.03833103
206599,0.0352717824280262,6102,0.0797462984919548,206600,1652800,0.9936487497761846,5.219005584716797,270,0.3627450466156006,0.00096,72.17,-103.13096373999998
206699,0.0005145888426341116,6105,0.0793980062007904,206700,1653600,0.9995830520929303,5.238577365875244,270,0.016994528472423553,0.00096,76.21,-103.32192068
206799,0.040397435426712036,6108,0.07966287434101105,206800,1654400,0.997654516948387,5.245018482208252,270,0.8733406662940979,0.00096,72.17,-103.13365793999999
206899,0.06454811245203018,6112,0.07950322329998016,206900,1655200,0.9873013254255056,5.239078521728516,270,0.4477362036705017,0.00096,68.67,-102.97236228999998
206999,0.03636147826910019,6116,0.07994815707206726,207000,1656000,0.9985219441587105,5.237432956695557,270,-0.8493893146514893,0.00096,72.73,-103.16283922000001
207099,1.9590137004852295,6119,0.08066670596599579,207100,1656800,0.9895704109221697,5.2150444984436035,270,3.464034080505371,0.00096,74.72,-103.25383220000002
207199,3.567255973815918,6123,0.08070836961269379,207200,1657600,0.9907338889315724,5.221484661102295,270,7.4153289794921875,0.00096,67.52,-102.90981544
207299,0.09210702031850815,6127,0.08067978918552399,207300,1658400,-6.313870429992676,5.230608940124512,270,0.4813273251056671,0.00096,69.53,-103.00298661
207399,0.010461602360010147,6131,0.07960227131843567,207400,1659200,0.9987611317774281,5.2676825523376465,270,0.46118295192718506,0.00096,73.12,-103.17417893999999
207499,0.036682628095149994,6135,0.07948371767997742,207500,1660000,0.9698631856590509,5.263731479644775,270,0.09929899126291275,0.00096,69.6,-103.0111473
207599,46.89293670654297,6139,0.07869362831115723,207600,1660800,0.9455276876688004,5.284310340881348,270,-17.136497497558594,0.00096,66.54,-102.86649669
207699,0.10265392065048218,6144,0.0780612975358963,207700,1661600,0.993140822276473,5.2862043380737305,270,-1.4669263362884521,0.00096,70.07,-103.03076442
207799,0.1314099282026291,6148,0.07830674201250076,207800,1662400,0.9926243694499135,5.275842189788818,270,1.8860130310058594,0.00096,71.54,-103.09660949
207899,0.1399940699338913,6153,0.07809105515480042,207900,1663200,0.975535448640585,5.282618045806885,270,1.5585744380950928,0.00096,65.5,-102.81636471
207999,0.025154558941721916,6158,0.0780988559126854,208000,1664000,0.9631521664559841,5.289853572845459,270,-0.5344772338867188,0.00096,67.54,-102.91276587
208099,0.0021458202973008156,6163,0.0780368447303772,208100,1664800,0.9998219536064425,5.289574146270752,270,-0.19412505626678467,0.00096,70.59,-103.05623366000002
208199,0.015616675838828087,6167,0.07881524413824081,208200,1665600,0.9956792825832963,5.267236232757568,270,0.1430921107530594,0.00096,65.52,-102.81825759000002
208299,0.11340031772851944,6172,0.07904041558504105,208300,1666400,0.7849978059530258,5.268409729003906,269,0.30057165026664734,0.00096,65.0,-102.79275041000001
208399,0.042486660182476044,6177,0.07866387814283371,208400,1667200,0.9918974731117487,5.2801995277404785,269,-0.22407634556293488,0.00096,68.6,-102.96482075000002
208499,0.00821796152740717,6182,0.07864528894424438,208500,1668000,0.9986371692502871,5.258604049682617,269,-0.3170304596424103,0.00096,66.56,-102.86828124999998
208599,0.05719499662518501,6186,0.07777553051710129,208600,1668800,0.9885577578097582,5.2946882247924805,269,-0.8643178939819336,0.00096,63.51,-102.72484149000002
208699,0.00347691448405385,6191,0.07756973803043365,208700,1669600,0.9993586599011905,5.297678470611572,269,-0.30891385674476624,0.00096,66.51,-102.86274042
208799,0.19247213006019592,6196,0.07781495153903961,208800,1670400,0.9960545720532537,5.2981109619140625,269,2.271577835083008,0.00096,66.97,-102.88142357000002
208899,0.0105065256357193,6200,0.07786974310874939,208900,1671200,0.9998223259462975,5.301584243774414,269,0.533427357673645,0.00096,62.4,-102.66678066000003
208999,0.00615088501945138,6204,0.07755783200263977,209000,1672000,0.9963062526658177,5.318662166595459,269,-0.24724599719047546,0.00096,64.41,-102.75993376999998
209099,0.015419808216392994,6209,0.0776364803314209,209100,1672800,0.9985786692705005,5.29460334777832,269,-0.4281349182128906,0.00096,65.95,-102.83356429
209199,0.1102205142378807,6213,0.07734619081020355,209200,1673600,0.9964055421296507,5.306097030639648,269,1.6060024499893188,0.00096,61.35,-102.61536279
