train/learning_rate,train/value_loss,train/policy_loss,train/explained_variance,train/n_updates,rollout/ep_rew_mean,time/fps,train/entropy_loss,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean
0.0007,3.235181722516245e-08,-7.442667265422642e-05,-27.167272567749023,3199,118.11,254,-0.5902274250984192,3200,62,16000,118.11
0.0007,2.0372681319713593e-09,1.4905416719557252e-05,0.0,3299,121.04,254,-0.5428666472434998,3300,64,16500,121.04
0.0007,5.46621267858427e-05,0.002714912872761488,-0.003470778465270996,3399,121.36,254,-0.5894663333892822,3400,66,17000,121.36
0.0007,4.683549195760861e-05,0.003291050437837839,-0.0030002593994140625,3499,123.7,255,-0.5591997504234314,3500,68,17500,123.7
0.0007,3.4458935704861915e-09,2.809705983963795e-05,-0.12000000476837158,3599,124.48,256,-0.48474302887916565,3600,70,18000,124.48
0.0007,9.969808445475792e-08,0.0001405051298206672,0.049051105976104736,3699,126.64,256,-0.6067177653312683,3700,71,18500,126.64
0.0007,8.371868716494646e-06,0.0008183605968952179,-0.0018198490142822266,3799,126.4,257,-0.5142027735710144,3800,73,19000,126.4
0.0007,2.6612543280180034e-08,-9.590928675606847e-05,0.062053024768829346,3899,125.02,257,-0.5047355890274048,3900,75,19500,125.02
0.0007,8.468541636830196e-05,0.0029568567406386137,0.0010821819305419922,3999,124.99,256,-0.5368554592132568,4000,77,20000,124.99
0.0007,0.00042948249028995633,0.004391340538859367,-0.006643414497375488,4099,123.73,256,-0.3858359754085541,4100,79,20500,123.73
0.0007,3.009768079209607e-05,0.0012219181517139077,0.10712462663650513,4199,119.95,256,-0.5321899056434631,4200,81,21000,119.95
0.0007,3.3171381801366806e-05,0.003069863189011812,0.4228193163871765,4299,118.39,255,-0.36080706119537354,4300,84,21500,118.39
0.0007,572.593017578125,-4.93630313873291,-29.534841537475586,4399,117.94,255,-0.4632395803928375,4400,85,22000,117.94
0.0007,7.666767487535253e-05,-0.0057678320445120335,-2.2310330867767334,4499,119.7,256,-0.4899151921272278,4500,87,22500,119.7
0.0007,0.001254293485544622,-0.02508467808365822,-5.157643795013428,4599,124.4,256,-0.4361886978149414,4600,89,23000,124.4
0.0007,0.06574375927448273,0.08075287193059921,-9.266020774841309,4699,126.62,257,-0.5232884287834167,4700,91,23500,126.62
0.0007,7.08316247255425e-06,0.0007540243095718324,-0.8927459716796875,4799,130.18,257,-0.4515603184700012,4800,93,24000,130.18
0.0007,2.2379449546860997e-06,-0.0006696814671158791,0.11242657899856567,4899,132.91,258,-0.5098770260810852,4900,94,24500,132.91
0.0007,0.0003737115184776485,0.008918363600969315,-673.3015747070312,4999,137.5,258,-0.47074195742607117,5000,96,25000,137.5
0.0007,1.9164524474035716e-06,-0.0004916379111818969,0.01041489839553833,5099,139.76,258,-0.5244105458259583,5100,98,25500,139.76
0.0007,4.205748155072797e-06,-0.0006958719459362328,0.0018737316131591797,5199,142.63,258,-0.4770882725715637,5200,100,26000,142.63
0.0007,6.783520944964039e-08,-6.655531615251675e-05,-0.018308639526367188,5299,143.49,259,-0.5466637015342712,5300,102,26500,143.49
0.0007,9.008916208586015e-07,-0.00023945885186549276,-0.005346179008483887,5399,144.22,259,-0.42339640855789185,5400,104,27000,144.22
0.0007,2.7474015951156616e-08,-5.189504736335948e-05,0.24233263731002808,5499,145.45,259,-0.4594722390174866,5500,105,27500,145.45
0.0007,4.599825388140744e-06,0.0005370623548515141,-1.461198329925537,5599,146.43,259,-0.5365884304046631,5600,107,28000,146.43
0.0007,3.4419355188219924e-07,0.0001724599424051121,-0.026845693588256836,5699,145.34,260,-0.5363374948501587,5700,109,28500,145.34
0.0007,0.00018668820848688483,0.005479664541780949,-1.0697011947631836,5799,144.39,260,-0.5868628025054932,5800,111,29000,144.39
0.0007,9400.6875,-58.06892013549805,-0.0006000995635986328,5899,143.38,260,-0.46666041016578674,5900,113,29500,143.38
0.0007,4.7310024342550605e-07,0.000399631739128381,-0.039138078689575195,5999,141.45,261,-0.532117486000061,6000,114,30000,141.45
0.0007,3.770098555833101e-05,0.002261510817334056,-0.44221949577331543,6099,139.25,261,-0.5254871249198914,6100,116,30500,139.25
