train/learning_rate,train/value_loss,train/policy_loss,train/explained_variance,train/n_updates,rollout/ep_rew_mean,time/fps,train/entropy_loss,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean
0.0007,2.4921027375057747e-07,0.0002133631205651909,5.245208740234375e-05,6199,139.02,261,-0.5634147524833679,6200,118,31000,139.02
0.0007,1.0258529982820619e-05,0.0012606154195964336,0.08015429973602295,6299,129.37,261,-0.4461725652217865,6300,120,31500,129.37
0.0007,3.1973493605619296e-05,0.004019611515104771,-0.3567622900009155,6399,124.7,261,-0.47410017251968384,6400,122,32000,124.7
0.0007,3.532012851792388e-05,0.004638302139937878,-0.530377984046936,6499,123.81,261,-0.3937622606754303,6500,124,32500,123.81
0.0007,2.4830223992466927e-06,0.0006996755837462842,-0.0032466650009155273,6599,122.41,261,-0.6221287846565247,6600,125,33000,122.41
0.0007,3.405357801966602e-06,0.0007925838581286371,3.814697265625e-06,6699,122.26,262,-0.6411580443382263,6700,127,33500,122.26
0.0007,9406.609375,-39.405914306640625,0.0,6799,123.47,262,-0.4364246428012848,6800,129,34000,123.47
0.0007,5.8004992752103135e-05,0.002097825286909938,-0.39179158210754395,6899,122.25,262,-0.5802987217903137,6900,131,34500,122.25
0.0007,6.165060767671093e-05,0.003203559434041381,-0.24110376834869385,6999,115.62,262,-0.5494815707206726,7000,133,35000,115.62
0.0007,4.074885509908199e-06,0.0010156595380976796,-0.05103576183319092,7099,111.63,262,-0.5805596709251404,7100,135,35500,111.63
0.0007,9.52994596445933e-05,0.004763494711369276,-0.021492719650268555,7199,104.47,263,-0.6617957353591919,7200,136,36000,104.47
0.0007,3.9904844584270904e-07,0.00026840646751224995,0.0005328059196472168,7299,100.26,263,-0.5566368103027344,7300,138,36500,100.26
0.0007,8.241785508289468e-06,0.001501602353528142,-0.05882525444030762,7399,100.81,263,-0.5368705987930298,7400,140,37000,100.81
0.0007,3.2967656693472236e-07,0.00031402858439832926,0.0006317496299743652,7499,101.24,263,-0.5584749579429626,7500,142,37500,101.24
0.0007,4.435424028059742e-09,3.309106614324264e-05,-0.07999992370605469,7599,102.78,263,-0.5872159004211426,7600,143,38000,102.78
0.0007,1.1059455573558807e-09,7.94873631093651e-06,-0.4799998998641968,7699,103.4,264,-0.5983679890632629,7700,145,38500,103.4
0.0007,1.273816536695449e-07,0.00017524012946523726,-0.5958565473556519,7799,105.79,264,-0.5971598625183105,7800,147,39000,105.79
0.0007,4.598405212163925e-09,2.3067588699632324e-05,-2.0799999237060547,7899,108.1,264,-0.45389434695243835,7900,149,39500,108.1
0.0007,8.172623893187847e-06,0.001378942746669054,-0.02761256694793701,7999,111.84,264,-0.6412321329116821,8000,151,40000,111.84
0.0007,5.820766091346741e-11,-1.3560363640863216e-06,nan,8099,113.15,264,-0.5220686793327332,8100,152,40500,113.15
0.0007,4.554036058834754e-05,0.0035101640969514847,-0.08679056167602539,8199,117.61,264,-0.659263551235199,8200,154,41000,117.61
0.0007,7590.5556640625,-72.29957580566406,4.976987838745117e-05,8299,119.99,265,-0.4845227301120758,8300,156,41500,119.99
0.0007,9.196810535350153e-10,7.4734657573571894e-06,0.46666663885116577,8399,122.76,265,-0.55482017993927,8400,158,42000,122.76
0.0007,4.3073669631077394e-10,-2.036591922660591e-06,nan,8499,124.1,266,-0.5424186587333679,8500,159,42500,124.1
0.0007,1.0159693374589551e-05,0.0013507987605407834,-0.11782002449035645,8599,129.17,266,-0.5919172167778015,8600,161,43000,129.17
0.0007,0.0,3.237936880395864e-06,nan,8699,130.7,267,-0.5629450678825378,8700,162,43500,130.7
0.0007,1.471061295887921e-05,0.0019876088481396437,-0.018361806869506836,8799,129.13,267,-0.6642991304397583,8800,164,44000,129.13
0.0007,7.474678795915679e-07,0.00044394313590601087,0.402022123336792,8899,132.04,268,-0.5780196785926819,8900,165,44500,132.04
0.0007,8.731149137020111e-10,1.0121332707058173e-05,-2.3199996948242188,8999,134.4,268,-0.5844706892967224,9000,167,45000,134.4
0.0007,4.507401172304526e-05,0.0036614511627703905,0.057153940200805664,9099,138.18,269,-0.552046000957489,9100,169,45500,138.18
0.0007,1.4668330994282996e-09,-2.6421537768328562e-05,-1.4800000190734863,9199,141.46,269,-0.6031380891799927,9200,170,46000,141.46
0.0007,1.5133992670168794e-10,4.149614142079372e-06,nan,9299,144.28,269,-0.6698379516601562,9300,172,46500,144.28
0.0007,4.307366907596588e-09,4.7717257984913886e-06,-6.880000114440918,9399,149.58,269,-0.372689813375473,9400,174,47000,149.58
0.0007,5.182810269843685e-08,0.00010198086238233373,-0.06889486312866211,9499,153.4,270,-0.4149339199066162,9500,175,47500,153.4
0.0007,2.9918738597700667e-09,1.5093205547600519e-05,nan,9599,155.8,270,-0.5206184387207031,9600,177,48000,155.8
0.0007,2.793967834868738e-10,8.534437370144587e-07,nan,9699,159.8,271,-0.5757280588150024,9700,178,48500,159.8
0.0007,2.793967834868738e-10,-9.274936019210145e-07,nan,9799,163.75,271,-0.5698465704917908,9800,180,49000,163.75
0.0007,1.6181730400077754e-09,-1.8959401131724007e-05,-6.319999694824219,9899,167.77,272,-0.5469576120376587,9900,181,49500,167.77
0.0007,2.793967834868738e-10,2.727328762830439e-07,nan,9999,171.86,272,-0.5536690950393677,10000,183,50000,171.86
0.0007,4.3667387927825985e-08,-0.00010444035433465615,0.13412392139434814,10099,175.61,272,-0.6058764457702637,10100,185,50500,175.61
0.0007,2.3283064365386963e-10,-0.0,nan,10199,181.45,273,-0.6059403419494629,10200,186,51000,181.45
0.0007,2.666260172645707e-07,0.0001758817525114864,5.245208740234375e-05,10299,184.93,273,-0.5165977478027344,10300,188,51500,184.93
0.0007,4.773028194904327e-09,2.278883766848594e-05,0.0,10399,187.39,274,-0.5870011448860168,10400,189,52000,187.39
0.0007,1.0366901506131398e-06,0.0008215426350943744,0.009985625743865967,10499,187.89,274,-0.33629751205444336,10500,191,52500,187.89
0.0007,3.3642434573266655e-05,0.0013500475324690342,-0.012480020523071289,10599,189.76,274,-0.44105416536331177,10600,193,53000,189.76
0.0007,1.011318545351969e-05,0.000882487278431654,-0.04485809803009033,10699,189.46,274,-0.39259323477745056,10700,194,53500,189.46
0.0007,6.587477514585771e-07,0.0002404124243184924,2.0563602447509766e-05,10799,187.48,274,-0.5418757796287537,10800,196,54000,187.48
0.0007,5.710346158593893e-06,0.0014876186614856124,-0.008546710014343262,10899,184.91,275,-0.31425315141677856,10900,198,54500,184.91
0.0007,1.7739715758580132e-06,0.00033607170917093754,7.092952728271484e-06,10999,185.25,275,-0.5132402777671814,11000,199,55000,185.25
0.0007,9409.634765625,-37.69326400756836,0.0,11099,184.3,275,-0.6007857918739319,11100,201,55500,184.3
0.0007,1.951015974555048e-06,0.00044988709851168096,-0.018374204635620117,11199,181.1,276,-0.4949866235256195,11200,202,56000,181.1
0.0007,1.5558931409032084e-05,0.0025451413821429014,-0.05040609836578369,11299,179.04,276,-0.3488089144229889,11300,204,56500,179.04
0.0007,1.5510013895436714e-07,0.00011840311344712973,0.00033277273178100586,11399,177.52,276,-0.3696964681148529,11400,205,57000,177.52
0.0007,2.1772633772343397e-05,0.00370567268691957,-0.06637752056121826,11499,169.18,277,-0.3440225124359131,11500,207,57500,169.18
0.0007,1.1472729966044426e-07,0.00014388967247214168,0.0004956722259521484,11599,166.45,277,-0.5755397081375122,11600,208,58000,166.45
0.0007,6.3056827457330655e-06,0.0013819974847137928,-0.014524698257446289,11699,164.49,277,-0.4858376681804657,11700,210,58500,164.49
0.0007,5.009316282666987e-06,0.0006922800093889236,0.026114284992218018,11799,160.06,278,-0.5269542932510376,11800,212,59000,160.06
0.0007,8.189817890524864e-07,0.00034282379783689976,0.00013887882232666016,11899,157.18,278,-0.6091341972351074,11900,213,59500,157.18
0.0007,5.096168024465442e-05,0.0032275065314024687,-0.021345138549804688,11999,161.17,278,-0.5754651427268982,12000,215,60000,161.17
0.0007,6.129103894636501e-06,0.0009488435462117195,-3.445148468017578e-05,12099,160.6,279,-0.629828691482544,12100,216,60500,160.6
0.0007,3.903067045030184e-05,0.004614017903804779,0.04005444049835205,12199,158.27,279,-0.4882934093475342,12200,218,61000,158.27
0.0007,5.487818270921707e-07,0.000342101528076455,-0.014309048652648926,12299,152.67,279,-0.5749346017837524,12300,219,61500,152.67
0.0007,1.5156111032865738e-07,0.00023459273506887257,0.0003699064254760742,12399,148.07,280,-0.5199970602989197,12400,221,62000,148.07
0.0007,1.5156111032865738e-07,0.00018838615505956113,0.013962090015411377,12499,142.1,280,-0.5486887693405151,12500,222,62500,142.1
0.0007,5.2157556638121605e-06,0.0006934523698873818,-0.011175036430358887,12599,132.84,280,-0.5706694722175598,12600,224,63000,132.84
0.0007,8.74081194979226e-07,0.00035608766484074295,6.16908073425293e-05,12699,125.6,280,-0.48207712173461914,12700,226,63500,125.6
0.0007,1.0107178383123028e-07,0.00016711480566300452,0.0004956722259521484,12799,123.18,281,-0.5595448613166809,12800,227,64000,123.18
0.0007,3.248992288718e-05,0.001963502960279584,-0.00034415721893310547,12899,123.64,281,-0.548464834690094,12900,229,64500,123.64
0.0007,1.1472729966044426e-07,0.000195262415218167,0.0004956722259521484,12999,124.63,281,-0.5384531021118164,13000,230,65000,124.63
0.0007,1.4463718798651826e-05,0.0020332487765699625,0.02132594585418701,13099,124.15,281,-0.43498942255973816,13100,232,65500,124.15
0.0007,3.5427860893832985e-06,0.0012688100105151534,-0.002976536750793457,13199,124.82,282,-0.46602877974510193,13200,233,66000,124.82
0.0007,1.9129831798636587e-06,0.000504257797729224,-0.014400243759155273,13299,125.25,282,-0.5235053896903992,13300,235,66500,125.25
0.0007,1.2818490802146698e-07,0.0002572187513578683,0.08035141229629517,13399,127.12,282,-0.47136449813842773,13400,236,67000,127.12
0.0007,8.911616532714106e-06,0.0010617811931297183,-0.00066375732421875,13499,130.13,282,-0.5950848460197449,13500,238,67500,130.13
0.0007,5.681067616336577e-09,2.7010042686015368e-05,0.0,13599,132.59,283,-0.6190304756164551,13600,240,68000,132.59
0.0007,3.3096878127025775e-08,0.00010299729183316231,0.43769967555999756,13699,136.74,283,-0.5522158145904541,13700,241,68500,136.74
0.0007,8.905772119760513e-09,3.7446763599291444e-05,0.0,13799,139.43,283,-0.63489830493927,13800,243,69000,139.43
0.0007,3.2642950827721506e-05,0.002036829711869359,-0.010946273803710938,13899,142.7,283,-0.622299313545227,13900,245,69500,142.7
0.0007,5.180481821298599e-09,2.2693508071824908e-05,0.0,13999,144.36,283,-0.6146227717399597,14000,246,70000,144.36
0.0007,5.820766091346741e-11,-0.0,nan,14099,148.1,283,-0.5324038863182068,14100,248,70500,148.1
0.0007,1.9208528101444244e-09,1.4638196262239944e-05,0.0,14199,149.07,283,-0.5437672734260559,14200,250,71000,149.07
0.0007,2.8688228326245735e-07,0.0003309335734229535,-0.0373539924621582,14299,150.69,283,-0.4680606424808502,14300,252,71500,150.69
0.0007,1.7462298274040222e-10,8.115251148410607e-06,-0.4799998998641968,14399,152.16,283,-0.5484407544136047,14400,253,72000,152.16
0.0007,5.238689482212067e-10,2.4576851842539327e-07,nan,14499,154.08,283,-0.61747807264328,14500,255,72500,154.08
0.0007,3.87093641620595e-05,0.0017432690365239978,-0.011712074279785156,14599,157.31,283,-0.5851107835769653,14600,257,73000,157.31
0.0007,5.820766091346741e-11,-0.0,nan,14699,158.85,284,-0.6266102194786072,14700,258,73500,158.85
0.0007,4.190951585769653e-09,2.0955778381903656e-05,0.0,14799,162.44,284,-0.630238950252533,14800,260,74000,162.44
0.0007,3881.379638671875,-22.55192756652832,-5.364418029785156e-06,14899,164.94,284,-0.532666027545929,14900,262,74500,164.94
0.0007,7.683411240577698e-09,6.17498517385684e-05,0.0,14999,166.12,284,-0.48922282457351685,15000,263,75000,166.12
0.0007,2.3667747882427648e-05,0.0019423026824370027,0.02207481861114502,15099,169.0,284,-0.5694778561592102,15100,265,75500,169.0
0.0007,1.1641532182693481e-10,2.8072747682017507e-07,nan,15199,170.35,284,-0.5665122866630554,15200,267,76000,170.35
0.0007,6.15359738276311e-07,0.00044278459972701967,-0.04183626174926758,15299,174.65,284,-0.5429392457008362,15300,268,76500,174.65
0.0007,1.6298144778215118e-10,9.892721209325828e-06,nan,15399,177.96,284,-0.6037314534187317,15400,270,77000,177.96
0.0007,3.655441060956832e-09,1.921482544275932e-05,-194.1999969482422,15499,181.53,284,-0.46369582414627075,15500,272,77500,181.53
0.0007,1.210719347000122e-08,-6.326432776404545e-05,-3.1575756072998047,15599,185.13,284,-0.596470832824707,15600,274,78000,185.13
0.0007,1.851003683661645e-09,1.4825536709395237e-05,-6.0799994468688965,15699,188.64,284,-0.525540292263031,15700,275,78500,188.64
0.0007,1.0186340659856796e-08,-3.551262852852233e-05,0.6449999809265137,15799,192.31,284,-0.5452173352241516,15800,277,79000,192.31
0.0007,5764.32275390625,-41.333251953125,-7.271766662597656e-06,15899,195.1,285,-0.31896767020225525,15900,278,79500,195.1
0.0007,4.9709343308279585e-09,5.5724911362631246e-05,-0.07999992370605469,15999,195.57,285,-0.5125640034675598,16000,280,80000,195.57
0.0007,1.9152649599618599e-07,0.00027227724785916507,7.325410842895508e-05,16099,196.88,285,-0.4681560695171356,16100,281,80500,196.88
0.0007,2.4184002995752962e-06,0.0004539038927759975,-2.7298927307128906e-05,16199,198.13,285,-0.48603731393814087,16200,283,81000,198.13
0.0007,9.860074897005688e-06,0.0007155265775509179,-0.035195112228393555,16299,198.81,285,-0.5358067154884338,16300,285,81500,198.81
0.0007,7.142895128708915e-07,0.0002621058956719935,-0.024512410163879395,16399,198.84,286,-0.4762725830078125,16400,286,82000,198.84
0.0007,1.3988663340569474e-05,0.0007986528798937798,0.01073390245437622,16499,199.37,286,-0.506660521030426,16500,288,82500,199.37
0.0007,1.375330612063408e-06,0.0005523621221072972,0.06657218933105469,16599,199.72,286,-0.3615496754646301,16600,289,83000,199.72
0.0007,5.820766091346741e-11,1.1705394626915222e-06,nan,16699,201.19,286,-0.3520703911781311,16700,291,83500,201.19
0.0007,4.6566129424663316e-11,-0.0,nan,16799,204.69,286,-0.4543755054473877,16800,292,84000,204.69
0.0007,6.446267070714384e-05,0.004014081787317991,0.027143120765686035,16899,208.48,287,-0.421830952167511,16900,294,84500,208.48
0.0007,5.238689482212067e-10,-1.240446295014408e-06,nan,16999,211.23,287,-0.6134136319160461,17000,295,85000,211.23
0.0007,5.238689482212067e-10,9.541951840219554e-06,-0.11999988555908203,17099,213.13,287,-0.5841264724731445,17100,297,85500,213.13
0.0007,5.820766091346741e-11,2.7279752430331428e-06,nan,17199,215.97,288,-0.5815256237983704,17200,298,86000,215.97
0.0007,6.868504098811457e-10,4.8911488192970864e-09,nan,17299,219.37,288,-0.35538873076438904,17300,299,86500,219.37
0.0007,4.88944384979817e-10,2.2376807464752346e-06,nan,17399,222.57,288,-0.5221534371376038,17400,301,87000,222.57
0.0007,4.0745362639427185e-10,1.6960282664513215e-05,nan,17499,226.14,289,-0.3619076907634735,17500,302,87500,226.14
0.0007,8.149072389107559e-11,-5.229651833360549e-06,0.08000004291534424,17599,229.87,289,-0.4868335425853729,17600,303,88000,229.87
0.0007,4.23239555402688e-07,-0.00021200934133958071,-0.0003205537796020508,17699,233.46,290,-0.4914473593235016,17700,304,88500,233.46
0.0007,7.916242106276172e-10,-8.238696864282247e-06,nan,17799,236.87,290,-0.608133852481842,17800,306,89000,236.87
0.0007,5.238689482212067e-10,-2.290880502187065e-06,nan,17899,240.79,290,-0.5883743166923523,17900,307,89500,240.79
0.0007,7.334165497141498e-10,-9.181334462482482e-06,-0.11999988555908203,17999,244.88,291,-0.5877712965011597,18000,308,90000,244.88
0.0007,2.3283064712331658e-11,5.274382601783145e-07,nan,18099,248.87,291,-0.41301876306533813,18100,310,90500,248.87
0.0007,8.149072389107559e-11,6.645730081800139e-07,nan,18199,251.73,292,-0.6097366213798523,18200,311,91000,251.73
0.0007,1.3271347354404384e-09,2.8031901820213534e-05,-1.0799999237060547,18299,255.72,292,-0.46208029985427856,18300,312,91500,255.72
0.0007,2.561137135703717e-10,3.5415038723840553e-07,nan,18399,259.55,293,-0.5876027345657349,18400,313,92000,259.55
0.0007,2.561137135703717e-10,-2.525631089156377e-06,0.7199999690055847,18499,263.38,293,-0.5526370406150818,18500,315,92500,263.38
0.0007,1.1583324521780014e-08,-4.2370356823084876e-05,-0.11750006675720215,18599,267.29,293,-0.5444814562797546,18600,316,93000,267.29
0.0007,1.8420163314658566e-06,0.00046589598059654236,-0.00021409988403320312,18699,270.95,294,-0.6198872923851013,18700,317,93500,270.95
0.0007,2.197595449615619e-06,-0.0006255162297748029,-6.031990051269531e-05,18799,274.55,294,-0.6273384094238281,18800,318,94000,274.55
0.0007,7.787719482621469e-07,-0.0003371949424035847,6.914138793945312e-05,18899,278.5,295,-0.6376535892486572,18900,320,94500,278.5
0.0007,3.1989767990125983e-07,0.000164050652529113,0.027730941772460938,18999,282.4,295,-0.5416205525398254,19000,321,95000,282.4
0.0007,0.0002850067394319922,0.0081718061119318,0.00907886028289795,19099,287.46,295,-0.579543948173523,19100,322,95500,287.46
0.0007,2.1824381235546753e-07,0.0001416755694663152,-0.13418221473693848,19199,288.17,296,-0.4971146285533905,19200,323,96000,288.17
0.0007,3.0577649567931076e-07,0.0002780631184577942,-0.003759145736694336,19299,282.61,296,-0.6587230563163757,19300,325,96500,282.61
0.0007,6.849464261904359e-05,0.002468247665092349,0.014080822467803955,19399,283.32,297,-0.5691208839416504,19400,326,97000,283.32
0.0007,1.2805685678518586e-10,1.373364568735269e-07,nan,19499,282.95,297,-0.5036524534225464,19500,327,97500,282.95
0.0007,2.793967834868738e-10,3.8441862670879345e-06,nan,19599,286.14,297,-0.5740237236022949,19600,328,98000,286.14
0.0007,3.1566491088597104e-05,0.0020000869408249855,0.033204615116119385,19699,289.89,298,-0.5686617493629456,19700,330,98500,289.89
0.0007,6.868504098811457e-10,-1.4435735465667676e-05,nan,19799,291.81,298,-0.5878931879997253,19800,331,99000,291.81
0.0007,2.3283064712331658e-11,1.110527932723926e-06,nan,19899,294.77,298,-0.5701705813407898,19900,332,99500,294.77
0.0007,3.4924597935859225e-11,1.8131148635802674e-06,nan,19999,297.83,299,-0.6073123812675476,20000,334,100000,297.83
0.0007,4.6566129424663316e-11,9.508343623565452e-07,nan,20099,300.21,299,-0.5689908862113953,20100,335,100500,300.21
0.0007,1.7462298274040222e-10,-1.3029389265284408e-05,-0.31999993324279785,20199,303.19,299,-0.5030159950256348,20200,336,101000,303.19
0.0007,1.5337718650698662e-07,-0.0001607573067303747,-0.08693587779998779,20299,306.43,300,-0.4930136799812317,20300,338,101500,306.43
0.0007,2.347165803939788e-07,-0.00021752637985628098,-0.010255098342895508,20399,309.79,300,-0.6119633913040161,20400,339,102000,309.79
0.0007,7.03151454217732e-05,0.0025016190484166145,0.0036521553993225098,20499,312.43,300,-0.5415394902229309,20500,340,102500,312.43
0.0007,0.0001015735833789222,0.004760628566145897,-0.006603598594665527,20599,313.97,301,-0.43580362200737,20600,341,103000,313.97
0.0007,7.145572311628712e-08,0.00012173708819318563,0.000698089599609375,20699,313.24,301,-0.569804847240448,20700,343,103500,313.24
0.0007,4.2885742004727945e-05,0.0018936939304694533,0.0014791488647460938,20799,310.01,301,-0.5724213719367981,20800,344,104000,310.01
0.0007,2.9292621547938325e-05,0.00373824848793447,0.009301960468292236,20899,303.72,302,-0.3920082747936249,20900,345,104500,303.72
0.0007,2.419576048851013e-06,0.000678722863085568,0.0032835006713867188,20999,302.67,302,-0.551655113697052,21000,347,105000,302.67
0.0007,1.7907750589074567e-05,0.0009634009911678731,-0.012178897857666016,21099,302.21,302,-0.5052477717399597,21100,348,105500,302.21
0.0007,2.3981672256923048e-06,0.000276204664260149,-0.033307790756225586,21199,299.01,303,-0.45640993118286133,21200,349,106000,299.01
0.0007,2.108397865185907e-07,0.00025871224352158606,0.0009340643882751465,21299,289.72,303,-0.5118271112442017,21300,350,106500,289.72
0.0007,3.1098140880203573e-06,0.0005677203880622983,-0.0028775930404663086,21399,276.77,303,-0.5035763382911682,21400,352,107000,276.77
0.0007,2.3022410005069105e-06,0.0007109564612619579,0.0033111572265625,21499,273.8,304,-0.45688381791114807,21500,353,107500,273.8
0.0007,6.685394509986509e-06,0.00139141536783427,0.0,21599,272.17,304,-0.4976494014263153,21600,354,108000,272.17
0.0007,1.2602075685208547e-06,0.00040789516060613096,9.334087371826172e-05,21699,269.44,304,-0.6014803051948547,21700,355,108500,269.44
0.0007,5.706164665753022e-05,0.004587458912283182,-0.006064057350158691,21799,267.47,305,-0.35936909914016724,21800,357,109000,267.47
0.0007,2.4268986180686625e-06,0.0004944285610690713,4.9114227294921875e-05,21899,261.92,305,-0.6034107804298401,21900,358,109500,261.92
0.0007,3.263148391852155e-05,0.0012724832631647587,-0.0027093887329101562,21999,252.5,305,-0.525804340839386,22000,359,110000,252.5
0.0007,1.2192758731544018e-06,0.00046258774818852544,9.781122207641602e-05,22099,246.79,306,-0.5592641830444336,22100,360,110500,246.79
0.0007,6.549176987391547e-07,0.0003232930030208081,0.006191432476043701,22199,231.61,306,-0.5415962934494019,22200,361,111000,231.61
0.0007,3.5876106267096475e-05,0.003715642960742116,-0.007689952850341797,22299,213.18,307,-0.3611792027950287,22300,362,111500,213.18
0.0007,1.2747477740049362e-08,8.444749983027577e-05,0.0,22399,199.67,307,-0.5951524972915649,22400,364,112000,199.67
0.0007,9416.6484375,-56.48236083984375,-1.1920928955078125e-07,22499,184.64,308,-0.5727977156639099,22500,365,112500,184.64
0.0007,9415.8193359375,-46.17313766479492,0.0,22599,175.08,308,-0.6458114385604858,22600,366,113000,175.08
0.0007,2.377865712333005e-05,0.004295578692108393,0.005234956741333008,22699,173.35,308,-0.28631243109703064,22700,367,113500,173.35
0.0007,1.5013490155979525e-05,0.000892727286554873,-0.009283304214477539,22799,169.75,309,-0.4362207055091858,22800,368,114000,169.75
0.0007,5.515757948160172e-07,0.00021276339248288423,2.5153160095214844e-05,22899,159.29,309,-0.5303055047988892,22900,369,114500,159.29
0.0007,9.459676562073582e-07,0.0006166660459712148,5.537271499633789e-05,22999,145.83,310,-0.4953559935092926,23000,370,115000,145.83
0.0007,7.345760423049796e-06,0.0007119135116226971,0.0038509368896484375,23099,129.65,310,-0.4788084626197815,23100,372,115500,129.65
0.0007,2.566323382779956e-05,0.0016744773602113128,-0.0010929107666015625,23199,124.35,310,-0.5404963493347168,23200,373,116000,124.35
0.0007,5.7066128647420555e-05,0.004391187336295843,0.006706416606903076,23299,124.03,311,-0.465197890996933,23300,374,116500,124.03
0.0007,3.684288913063938e-06,0.0007362134638242424,-0.005347132682800293,23399,124.66,311,-0.5941430926322937,23400,375,117000,124.66
0.0007,2.4780760213616304e-05,0.0016892694402486086,-0.008297324180603027,23499,123.71,311,-0.5404084324836731,23500,376,117500,123.71
0.0007,2.232093902421184e-05,0.002333184005692601,-0.015361666679382324,23599,123.47,312,-0.4206415116786957,23600,377,118000,123.47
0.0007,1.579724448674824e-05,0.0026506546419113874,-0.005153536796569824,23699,123.77,312,-0.3331925570964813,23700,379,118500,123.77
0.0007,9.89530235528946e-10,2.510740887373686e-05,0.1111111044883728,23799,124.83,313,-0.6766980886459351,23800,380,119000,124.83
0.0007,6.142514848761493e-06,0.000593789794947952,-0.04454541206359863,23899,126.45,313,-0.47549939155578613,23900,381,119500,126.45
0.0007,2.3283064365386963e-10,-0.0,nan,23999,127.62,313,-0.6323398947715759,24000,382,120000,127.62
0.0007,1.199077837021889e-09,1.7830498109105974e-05,-3.0,24099,131.15,314,-0.64033442735672,24100,383,120500,131.15
0.0007,0.0,-0.0,nan,24199,133.28,314,-0.6742382049560547,24200,384,121000,133.28
0.0007,2.2118910869561859e-10,-1.1215279300813563e-06,nan,24299,136.12,314,-0.5955581068992615,24300,385,121500,136.12
0.0007,5.820766091346741e-11,-0.0,nan,24399,139.77,315,-0.25335508584976196,24400,386,122000,139.77
0.0007,1.979060526569043e-10,-3.922550149582094e-06,nan,24499,143.38,315,-0.5343828797340393,24500,388,122500,143.38
0.0007,1.0477378964424133e-09,-1.5857978723943233e-05,0.12000000476837158,24599,147.03,316,-0.6130119562149048,24600,389,123000,147.03
0.0007,7.241409184643999e-05,0.003931345883756876,-0.006102323532104492,24699,154.1,316,-0.6029969453811646,24700,390,123500,154.1
0.0007,3.127749005216174e-05,0.002944226609542966,0.004524290561676025,24799,153.58,316,-0.3006771504878998,24800,391,124000,153.58
0.0007,3.2596289556430236e-10,1.232500835612882e-05,nan,24899,157.42,317,-0.5152129530906677,24900,392,124500,157.42
0.0007,5.471520458932844e-10,-7.991138772922568e-06,nan,24999,158.39,317,-0.5922726988792419,25000,393,125000,158.39
0.0007,7.683411129555395e-10,-9.37479762797011e-06,-1.0,25099,162.2,317,-0.4919377267360687,25100,394,125500,162.2
0.0007,1.2805685678518586e-10,-0.0,nan,25199,166.02,318,-0.4987788200378418,25200,396,126000,166.02
0.0007,2.491287842687484e-09,-3.598962211981416e-05,nan,25299,169.86,318,-0.5105051398277283,25300,397,126500,169.86
0.0007,8.498318715410846e-10,-1.7403630408807658e-05,-0.5199998617172241,25399,173.8,318,-0.5116299986839294,25400,398,127000,173.8
0.0007,2.185231977591684e-07,0.00028017169097438455,0.002099156379699707,25499,177.93,319,-0.4973878562450409,25500,399,127500,177.93
0.0007,4.214234738952882e-09,4.313849422032945e-05,-0.03111124038696289,25599,181.88,319,-0.4424007534980774,25600,400,128000,181.88
0.0007,3.4924596548080444e-10,1.027452071866719e-05,0.0,25699,185.36,320,-0.42358046770095825,25700,401,128500,185.36
0.0007,2.3283064365386963e-10,-9.999264420912368e-07,nan,25799,189.34,320,-0.6287931799888611,25800,402,129000,189.34
0.0007,5.238689482212067e-10,5.837414960296883e-07,nan,25899,193.17,320,-0.4748409390449524,25900,403,129500,193.17
0.0007,1.0477378964424133e-09,-1.2439401871233713e-05,0.0,25999,196.77,321,-0.5608150362968445,26000,404,130000,196.77
0.0007,1.3271346688270569e-08,6.367359310388565e-05,0.0,26099,200.25,321,-0.4230019152164459,26100,405,130500,200.25
0.0007,3.7386780604720116e-07,0.00043375021778047085,0.03240561485290527,26199,203.85,322,-0.46430155634880066,26200,406,131000,203.85
0.0007,2.2118910869561859e-10,5.362703063838126e-07,nan,26299,206.62,322,-0.5312448740005493,26300,407,131500,206.62
0.0007,1.8451828509569168e-07,0.00014066016592551023,-0.053215861320495605,26399,212.76,323,-0.5961334109306335,26400,408,132000,212.76
0.0007,6.984919587171845e-11,4.640776012365677e-07,nan,26499,216.23,323,-0.5021541714668274,26500,409,132500,216.23
0.0007,1.5133992670168794e-10,6.509248578367988e-06,nan,26599,220.18,324,-0.47114744782447815,26600,410,133000,220.18
0.0007,3.958121053138086e-10,1.5614425308285718e-07,nan,26699,221.46,324,-0.39273378252983093,26700,411,133500,221.46
0.0007,5.820766091346741e-11,-0.0,nan,26799,225.2,325,-0.6246199011802673,26800,412,134000,225.2
0.0007,1.979060526569043e-10,-1.1386333653717884e-06,nan,26899,229.15,325,-0.5693158507347107,26900,413,134500,229.15
0.0007,1.979060526569043e-10,-0.0,nan,26999,232.41,326,-0.609808087348938,27000,414,135000,232.41
0.0007,3.932276797513623e-07,0.00040746733429841697,-0.04127931594848633,27099,235.42,326,-0.36017221212387085,27100,415,135500,235.42
0.0007,1.7462298274040222e-10,1.2426210560079198e-05,0.0,27199,236.64,326,-0.6651059985160828,27200,415,136000,236.64
0.0007,5.820766091346741e-11,-0.0,nan,27299,238.8,327,-0.5205570459365845,27300,416,136500,238.8
0.0007,1.9453000987823543e-08,1.5339506717282347e-05,0.2892308235168457,27399,242.63,327,-0.5498537421226501,27400,417,137000,242.63
