train/learning_rate,time/fps,train/loss,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,train/n_updates
0.0001,525,1.604373812675476,-181.382375,4,399,0,0.9924190000000004,99.75,74
0.0001,590,1.0405802726745605,-216.53810412500002,8,769,1,0.9853889999999996,96.125,167
0.0001,625,3.876276731491089,-215.71727791666663,12,1187,1,0.9774470000000002,98.91666666666667,271
0.0001,633,1.1021990776062012,-190.4390095,16,1501,2,0.9714810000000005,93.8125,350
0.0001,643,3.7680258750915527,-178.3915171,20,1833,2,0.9651730000000005,91.65,433
0.0001,649,0.5339778661727905,-173.51455904166664,24,2190,3,0.9583899999999995,91.25,522
0.0001,652,0.7141237258911133,-169.84526007142858,28,2575,3,0.9510750000000001,91.96428571428571,618
0.0001,652,1.1331672668457031,-162.60982096875,32,2959,4,0.9437790000000003,92.46875,714
0.0001,653,1.331815242767334,-154.06363891666666,36,3278,5,0.9377179999999999,91.05555555555556,794
0.0001,653,0.318997323513031,-166.77267447499997,40,3702,5,0.9296620000000003,92.55,900
0.0001,655,1.0329087972640991,-165.15660529545454,44,4067,6,0.9227270000000003,92.43181818181819,991
0.0001,655,0.8976648449897766,-168.41743643750002,48,4470,6,0.9150700000000005,93.125,1092
0.0001,655,1.7813729047775269,-170.9228270961539,52,4973,7,0.9055129999999999,95.63461538461539,1218
0.0001,657,1.1295709609985352,-171.94145375,56,5394,8,0.8975139999999998,96.32142857142857,1323
0.0001,660,0.34586194157600403,-177.02119025000002,60,5833,8,0.8891730000000004,97.21666666666667,1433
0.0001,661,1.1054646968841553,-174.80151035937502,64,6288,9,0.8805279999999998,98.25,1546
0.0001,660,3.93076491355896,-171.8884978382353,68,6666,10,0.873346,98.02941176470588,1641
0.0001,658,0.42611247301101685,-168.9839364027778,72,7121,10,0.8647010000000003,98.90277777777777,1755
0.0001,656,3.977325677871704,-166.16180160526318,76,7459,11,0.8582790000000001,98.14473684210526,1839
0.0001,656,1.4305205345153809,-164.7066498625,80,7892,12,0.8500519999999998,98.65,1947
0.0001,654,0.7570620775222778,-168.09994924999998,84,8374,12,0.8408940000000001,99.69047619047619,2068
0.0001,652,0.613362193107605,-167.37909982954545,88,8738,13,0.8339779999999996,99.29545454545455,2159
0.0001,651,0.6521183252334595,-168.08188148913044,92,9114,13,0.8268339999999998,99.06521739130434,2253
0.0001,648,0.30044227838516235,-166.38706405208333,96,9541,14,0.8187209999999996,99.38541666666667,2360
0.0001,647,0.7080421447753906,-165.66978287,100,9999,15,0.8100190000000004,99.99,2474
0.0001,645,3.808638095855713,-164.29169955999998,104,10430,16,0.80183,100.31,2582
0.0001,643,1.2795965671539307,-161.16523642,108,10905,16,0.7928050000000001,101.36,2701
0.0001,642,1.0504636764526367,-157.50153827999998,112,11283,17,0.7856230000000002,100.96,2795
0.0001,641,1.1766748428344727,-156.27114888,116,11655,18,0.7785549999999996,101.54,2888
0.0001,639,0.9028729200363159,-154.75267879,120,12165,19,0.7688650000000004,103.32,3016
0.0001,637,0.8463460206985474,-152.96860246,124,12630,19,0.7600300000000005,104.4,3132
0.0001,636,4.3292670249938965,-153.54791278000002,128,13107,20,0.7509670000000004,105.32,3251
0.0001,635,3.348578929901123,-153.31858083999998,132,13604,21,0.7415239999999998,106.45,3375
0.0001,633,3.956465721130371,-155.31667269000002,136,14026,22,0.7335060000000004,107.48,3481
0.0001,630,0.816508412361145,-147.54277738000002,140,14665,23,0.7213650000000003,109.63,3641
0.0001,629,3.730057716369629,-148.07750080000002,144,15137,24,0.7123969999999998,110.7,3759
0.0001,628,0.6846129298210144,-147.15804337,148,15594,24,0.7037140000000002,111.24,3873
0.0001,628,3.3649423122406006,-144.09136722000002,152,16087,25,0.6943469999999997,111.14,3996
0.0001,626,0.4508470892906189,-140.59374926,156,16594,26,0.684714,112.0,4123
0.0001,623,0.8856759071350098,-133.61809245,160,17115,27,0.6748150000000002,112.82,4253
0.0001,621,0.5003443956375122,-133.26670425000003,164,17710,28,0.66351,114.22,4402
0.0001,618,3.360016345977783,-137.70423648,168,18329,29,0.6517490000000004,116.63,4557
